Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
13720.355,324.91174,390.28183,357.5968,392.06702
13821.783,325.72485,390.00998,357.86743,391.83105
13903.573,326.40714,389.5016,357.95435,391.35294
13972.495,326.99265,388.83875,357.9157,390.71155
14032.706,327.5038,388.07974,357.79178,389.96768
14086.783,327.9563,387.26495,357.61063,389.16498
14136.457,328.36115,386.42163,357.3914,388.33328
14182.734,328.72577,385.56857,357.14716,387.4932
14226.391,329.05563,384.7177,356.88666,386.65765
14267.883,329.35464,383.87738,356.61603,385.83508
14307.456,329.62555,383.053,356.3393,385.0309
14345.415,329.8708,382.24774,356.05927,384.24808
14381.844,330.09225,381.464,355.77814,383.48843
14416.939,330.2918,380.703,355.4974,382.7526
14450.794,330.47095,379.9656,355.21826,382.04083
14483.413,330.63098,379.2522,354.9416,381.35333
14514.928,330.77332,378.56284,354.6681,380.68954
14545.326,330.89905,377.89734,354.3982,380.0492
14574.718,331.00964,377.25522,354.13245,379.43134
14603.141,331.10593,376.6356,353.87076,378.835
14630.566,331.18878,376.03723,353.613,378.25882
14662.462,331.21567,375.46298,353.33932,377.70258
14692.966,331.23114,374.90402,353.06757,377.16116
14722.434,331.2352,374.36124,352.79822,376.63516
14751.087,331.2279,373.8344,352.53116,376.12476
14779.068,331.20947,373.32355,352.2665,375.6296
14806.468,331.18018,372.82837,352.00427,375.14954
14833.354,331.14044,372.34808,351.74426,374.68402
14859.77,331.09067,371.88257,351.48663,374.23254
14885.754,331.03146,371.43106,351.23126,373.79468
14911.334,330.9633,370.99323,350.97827,373.36984
14936.535,330.8867,370.56845,350.72757,372.95764
14961.38,330.80225,370.15652,350.47937,372.55765
14985.886,330.71036,369.75674,350.23355,372.16934
15010.065,330.61172,369.36893,349.99033,371.79236
15033.942,330.50674,368.99255,349.74963,371.42636
15057.524,330.39594,368.62726,349.5116,371.071
15080.828,330.27975,368.27283,349.2763,370.72592
15103.866,330.15854,367.92868,349.0436,370.39078
15126.65,330.03287,367.59467,348.81378,370.06525
15149.1875,329.903,367.2705,348.58676,369.74915
15171.496,329.76947,366.9558,348.36264,369.4421
15193.5205,329.6329,366.65012,348.1415,369.14368
15215.28,329.49365,366.35315,347.9234,368.8537
15236.799,329.35202,366.06464,347.7083,368.5718
15258.084,329.2082,365.7843,347.49625,368.2979
15279.1455,329.0624,365.51205,347.28723,368.03165
15299.987,328.91504,365.24753,347.0813,367.77292
15320.619,328.76614,364.9905,346.87833,367.52136
15341.043,328.6162,364.74094,346.6786,367.27692
15361.27,328.46524,364.4983,346.48175,367.03934
15381.3,328.31363,364.26266,346.28815,366.80838
15401.137,328.16147,364.03372,346.0976,366.58395
15420.788,328.009,363.81137,345.9102,366.36584
15440.252,327.8564,363.5953,345.72586,366.15378
15459.537,327.7038,363.38544,345.54462,365.94775
15478.644,327.55145,363.18164,345.36655,365.74765
15497.575,327.39938,362.98367,345.19153,365.5531
15516.332,327.24786,362.79138,345.01962,365.36417
15534.923,327.0969,362.60474,344.85083,365.1807
15553.345,326.94675,362.42352,344.68512,365.0024
15571.602,326.79742,362.24765,344.52252,364.82935
15589.692,326.64908,362.0769,344.36298,364.6613
15607.627,326.5018,361.91125,344.20654,364.4982
15625.399,326.35568,361.7506,344.05316,364.33987
15643.016,326.21088,361.59467,343.90277,364.1863
15660.478,326.06732,361.44357,343.75543,364.03735
15677.785,325.9252,361.2971,343.61115,363.89297
15694.942,325.78458,361.15512,343.46985,363.75293
15711.949,325.64548,361.0176,343.33154,363.6173
15728.806,325.508,360.8845,343.19623,363.4858
15745.513,325.37216,360.75555,343.06384,363.3586
15762.074,325.23807,360.63083,342.93445,363.2354
15778.489,325.10568,360.51022,342.80795,363.11624
15794.76,324.97513,360.39362,342.6844,363.001
15810.888,324.8464,360.2809,342.56366,362.88962
15826.869,324.7195,360.17203,342.44577,362.78204
15842.711,324.5946,360.06702,342.3308,362.6782
15858.409,324.47162,359.96567,342.21863,362.5779
15873.968,324.3506,359.868,342.1093,362.4813
15889.389,324.2316,359.77393,342.00275,362.38818
15904.668,324.11456,359.68335,341.89896,362.29852
15919.809,323.99954,359.59625,341.7979,362.21222
15934.812,323.88657,359.51254,341.69955,362.12933
15949.677,323.77573,359.43216,341.60394,362.0497
15964.407,323.6669,359.355,341.51096,361.9733
15979.0,323.56015,359.28116,341.42065,361.9001
15993.461,323.4555,359.21042,341.33295,361.83002
16007.784,323.35294,359.14285,341.2479,361.76297
16021.973,323.25247,359.0783,341.1654,361.69897
16036.025,323.15414,359.01675,341.08545,361.63794
16049.945,323.0579,358.9582,341.00806,361.57983
16063.736,322.96375,358.90256,340.93317,361.52463
16077.392,322.87167,358.84976,340.86072,361.4722
16090.912,322.78174,358.79977,340.79077,361.42255
16104.306,322.6939,358.75253,340.7232,361.37567
16117.566,322.60815,358.7081,340.65814,361.33154
16130.696,322.5244,358.6663,340.59534,361.29
16143.699,322.4428,358.62714,340.53497,361.25107
16156.568,322.36328,358.59055,340.47693,361.2147
