Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C
158.3,100.0,101.02,100.1,101.1378611111111
303.6234693877551,100.0,102.39249943310658,100.30991167800454,102.57494875283447
448.9469387755102,100.0,103.84491054421768,100.57207329931973,104.0839569047619
594.2704081632653,100.01177448979593,105.37212551020409,100.88992602040815,105.6602885260771
739.5938775510203,100.02792154195012,106.938389569161,101.25323469387754,107.27176433106575
884.9173469387754,100.05220578231292,108.5335260770975,101.64985204081633,108.90922534013605
1030.2408163265306,100.10064693877551,110.148231292517,102.0858224489796,110.56429818594104
1175.5642857142857,100.15886011904762,111.76945119047619,102.55110892857144,112.22523424603175
1320.8877551020407,100.24756825396825,113.41724943310658,103.05156689342404,113.91009081632652
1466.2112244897958,100.36059761904762,115.07232227891156,103.57634608843537,115.60149452947844
1611.5346938775508,100.49544047619048,116.74219897959183,104.12293877551019,117.30622171201816
1756.858163265306,100.66498452380952,118.41341887755102,104.70423265306123,119.01215777210886
1902.1816326530611,100.84582244897959,120.09496224489796,105.30682040816328,120.72738495464854
2047.5051020408162,101.06867517006802,121.78072619047619,105.93980045351474,122.44641065759636
2192.8285714285716,101.31088095238094,123.47616666666667,106.58568253968254,124.17414523809524
2338.1520408163265,101.59080697278911,125.17381292517007,107.26484863945578,125.90386502267575
2483.4755102040817,101.88952743764172,126.88540045351473,107.95917188208617,127.64613195011339
2628.798979591837,102.21537253401361,128.59423792517006,108.68336981292516,129.38592382653064
2774.122448979592,102.5715462585034,130.3138989795918,109.42707278911564,131.13545692743764
2919.445918367347,102.94324676870748,132.0336555272109,110.18611156462586,132.88507597222224
3064.769387755102,103.35793764172335,133.76616213151925,110.967052154195,134.6461700680272
3210.092857142857,103.78583452380953,135.50197023809523,111.77440476190475,136.410235515873
3355.4163265306124,104.24705442176871,137.23539591836735,112.59841887755103,138.17215678004536
3500.7397959183672,104.73618151927438,138.9792775510204,113.43992324263039,139.94348840136055
3646.0632653061225,105.23846530612245,140.72380612244896,114.29722653061225,141.7154022675737
3791.3867346938778,105.7768324829932,142.47887896825398,115.18403486394558,143.49680598072564
3936.7102040816326,106.33390578231293,144.23083412698412,116.0801962585034,145.2754037755102
4082.033673469388,106.9169125,146.08875969387756,116.97833545918367,147.14937493764174
4227.357142857143,107.51713015873015,147.8568619047619,117.89342063492063,148.94250507936508
4372.680612244898,108.13231598639454,149.62496411564624,118.82467236394558,150.73563522108842
4518.004081632653,108.77087414965986,151.3930663265306,119.784693877551,152.52876536281178
4663.3275510204085,109.4334619047619,153.1615875,120.75393596938775,154.32227257086168
4808.651020408163,110.11416734693877,154.9418,121.73992789115646,156.12630197278912
4953.974489795918,110.81527942176871,156.72355901360544,122.74972142857142,157.93172323696143
5099.297959183674,111.53673962585034,158.508974829932,123.76873554421769,159.74043562358275
5244.621428571429,112.28190079365079,160.3012976190476,124.80454365079365,161.5553642857143
5389.944897959183,113.04210612244898,162.09362040816325,125.85539591836734,163.3702929478458
5535.268367346939,113.82332602040817,163.88902389455782,126.92418205782313,165.18799423752836
5680.591836734694,114.62952641723356,165.69172664399093,128.01064943310658,167.01226486394557
5825.915306122449,115.44878801020408,167.4951913265306,129.11171734693878,168.83722123015872
5971.238775510204,116.29175056689343,169.30879365079363,130.22880498866212,170.6713014739229
6116.562244897959,117.14957346938776,171.1182780612245,131.35305425170068,172.5016755952381
6261.885714285714,118.02514642857143,172.9348214285714,132.49505357142857,174.3384027777778
6407.209183673469,118.92259654195011,174.75519308390022,133.6551017573696,176.17857541950113
6552.532653061225,119.83680680272109,176.5779081632653,134.82671394557823,178.02085714285715
6697.8561224489795,120.76711479591836,178.401068877551,136.0096836734694,179.86353993764175
6843.179591836734,121.7137906462585,180.2330681972789,137.2073299319728,181.71417747732428
6988.50306122449,122.67887066326531,182.0617218537415,138.41835884353742,183.56180392006806
7133.826530612245,123.66609795918367,183.8966693877551,139.64197551020408,185.41509485260775
7279.15,124.66254583333333,185.73743333333334,140.88062916666667,187.2736205555556
7424.473469387755,125.67689058956915,187.57819727891157,142.13350340136054,189.13214625850347
7569.79693877551,126.69785382653062,189.46620663265307,143.38509923469388,191.03319282879818
7715.120408163265,127.70774285714286,191.45393027210883,144.61297346938775,193.0239822562358
7860.443877551021,128.7341342403628,193.3150526643991,145.85278650793651,194.90083056122452
8005.7673469387755,129.77018265306123,195.1612530612245,147.10138367346937,196.76424907029485
8151.09081632653,130.81975538548753,197.0060609410431,148.36894160997733,198.62641431405905
8296.414285714285,131.87950476190477,198.85595714285714,149.6466761904762,200.4931590476191
8441.73775510204,132.95049668367346,200.70883137755104,150.93565331632652,202.36258401077095
8587.061224489795,134.04064036281179,202.55924002267574,152.23885102040816,204.22978994331066
8732.38469387755,135.14014226190474,204.4140869047619,153.5512693027211,206.10099028911566
8877.708163265304,136.2532074829932,206.27465986394557,154.87349659863943,207.97734410430837
9023.031632653061,137.38039778911565,208.13405595238095,156.2037676020408,209.85263873582767
9168.355102040816,138.52460289115646,209.99904047619046,157.54800969387756,211.73296295918365
9313.67857142857,139.68302857142857,211.86932380952382,158.9054988095238,213.61805611111112
9459.002040816325,140.850674829932,213.73900952380953,160.27161088435375,215.50261140589575
9604.32551020408,142.03254166666667,215.60877324263038,161.64724234693878,217.38723690476198
9749.648979591835,143.22362908163265,217.4832576530612,163.03209438775508,219.27611102607713
9894.97244897959,144.42893707482992,219.36035246598638,164.42477763605442,221.1673345096372
10040.295918367347,145.6470608610723,221.24248463993277,165.83328245488514,223.06309161811632
10185.619387755101,146.87476479591837,223.12341709183673,167.24928903061223,224.95776897675734
10330.942857142856,148.12034126984125,225.00825714285713,168.67393809523807,226.85596317460318
10476.266326530611,149.37497482993197,226.89260671768704,170.10295221088435,228.75371594387758
10621.589795918366,150.6414107142857,228.77666734693875,171.54589795918366,230.65120866213152
10766.91326530612,151.92206717687074,230.66587244897957,172.9991326530612,232.55333140589568
10912.236734693877,153.2119442176871,232.56126394557822,174.4523673469388,234.46102190476194
11057.560204081632,154.48285510204082,234.5925607142857,175.89453979591835,236.49102714852611
11202.883673469387,155.74232517006803,236.6151156462585,177.32802278911564,238.513164739229
11348.207142857142,157.0017952380952,238.53021011904758,178.74951964285714,240.43858791666665
11493.530612244896,158.26768367346938,240.4283163265306,180.18246938775508,242.3487216553288
11638.854081632651,159.5374732142857,242.32110306122448,181.62180297619045,244.25406786848075
11784.177551020406,160.8238004535147,244.21030816326527,183.07177551020405,246.15619061224487
11929.501020408163,162.11755076530613,246.09951326530611,184.530968622449,248.0583133560091
12074.824489795918,163.41335170068027,247.99678707482994,185.99631360544217,249.96769793650796
12220.147959183672,164.7261176303855,249.89470946712018,187.471837585034,251.87766624149657
12365.471428571427,166.0518214285714,251.79441785714283,188.95658214285712,253.78924194444443
12510.794897959182,167.3839532312925,253.69260005668932,190.44928089569157,255.69944407596373
12656.118367346937,168.72259489795917,255.59204863945575,191.94722312925168,257.610785952381
12801.441836734693,170.07545714285712,257.4933640306122,193.44889897959183,259.52380795634923
12946.765306122448,171.43896315192742,259.4054098639456,194.9648820861678,261.44648735827656
13092.088775510203,172.80600263605442,261.3109948129251,196.48793214285712,263.3633519642857
13237.412244897958,174.19105034013606,263.2222612244898,198.02046258503398,265.28532988662135
13382.735714285713,175.5820505952381,265.1286255952381,199.5567863095238,267.20289597222217
13528.059183673467,176.9747338435374,267.039112585034,201.09479302721084,269.124172414966
13673.382653061224,178.38622023809523,268.96005952380955,202.64408163265307,271.0548628117914
13818.706122448979,179.80188469387755,270.87596394557823,204.20259081632653,272.98101494331064
13964.029591836734,181.22929098639455,272.78938962585033,205.76831893424034,274.904936207483
14109.353061224489,182.6583051020408,274.71042806122443,207.33965816326528,276.8357089512471
14254.676530612243,184.1067653061224,276.6262409863946,208.9139957482993,278.76177873582765
14400.0,185.55,278.55,210.49,280.69500000000005
