Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
5834.0513,173.77483,411.92398,292.8494,414.8308
5976.937,177.3125,418.5715,297.94202,421.47864
6121.634,181.01527,424.86804,302.94165,427.76993
6267.281,184.83365,430.83725,307.83545,433.714
6413.266,188.73235,436.49152,312.61194,439.32236
6559.1294,192.68605,441.8372,317.26163,444.6046
6704.5547,196.67316,446.87628,321.77472,449.5674
6849.2993,200.67903,451.6094,326.14423,454.2156
6993.196,204.68988,456.0358,330.36285,458.5516
7136.1113,208.69548,460.1555,334.42548,462.57764
7277.9507,212.68932,463.96896,338.32913,466.29614
7418.6445,216.66321,467.4776,342.0704,469.70926
7558.1387,220.61227,470.6854,345.64883,472.82178
7696.404,224.53084,473.59552,349.06317,475.63718
7833.4146,228.41478,476.2133,352.31403,478.16125
7969.152,232.2618,478.54587,355.40384,480.40112
8103.595,236.06847,480.59897,358.3337,482.36267
8236.73,239.83292,482.3817,361.1073,484.05533
8368.5625,243.55225,483.9017,363.727,485.48685
8499.084,247.22453,485.16803,366.1963,486.66653
8628.295,250.84883,486.19168,368.52026,487.60547
8755.954,254.36307,487.05484,370.70895,488.3861
8882.341,257.83182,487.6919,372.76184,488.94254
9007.397,261.25012,488.11777,374.68396,489.29007
9131.085,264.6143,488.3453,376.4798,489.4423
9253.367,267.9214,488.3868,378.1541,489.41138
9374.218,271.169,488.2534,379.71118,489.209
9493.607,274.3554,487.95563,381.15552,488.84616
9611.517,277.47894,487.5041,382.49152,488.33337
9727.921,280.53833,486.90894,383.72363,487.68088
9842.795,283.53226,486.17987,384.85608,486.89868
9956.12,286.45984,485.3267,385.89325,485.99652
10067.872,289.32013,484.35864,386.8394,484.9839
10178.027,292.11218,483.28497,387.69858,483.8697
10286.564,294.83548,482.11444,388.47498,482.66324
10393.458,297.48917,480.85568,389.17242,481.3728
10498.689,300.07278,479.51688,389.79483,480.00665
10602.236,302.58582,478.10614,390.34598,478.57297
10704.073,305.0279,476.6311,390.8295,477.07898
10804.189,307.3987,475.09894,391.24884,475.53232
10902.559,309.698,473.51694,391.60748,473.93967
10999.17,311.92566,471.89154,391.9086,472.30777
11094.006,314.08228,470.2288,392.15552,470.64236
11187.051,316.16776,468.5347,392.35123,468.94934
11278.298,318.18222,466.81503,392.49863,467.2345
11367.736,320.12585,465.07516,392.60052,465.50278
11455.365,321.99902,463.3201,392.65955,463.75912
11541.182,323.80215,461.55438,392.67828,462.00812
11625.186,325.53592,459.78253,392.65924,460.25372
11707.379,327.20084,458.00848,392.60468,458.5
11787.769,328.79773,456.23596,392.51685,456.7504
11866.363,330.32742,454.46854,392.39798,455.0081
11943.173,331.79086,452.70914,392.25,453.27612
12018.213,333.189,450.96094,392.07495,451.55713
12091.5,334.52298,449.22604,391.8745,449.85352
12163.051,335.79388,447.50726,391.65057,448.1675
12232.887,337.00287,445.80655,391.40472,446.50104
12301.033,338.15125,444.12576,391.1385,444.85574
12367.513,339.24033,442.4666,390.85345,443.23315
12432.359,340.27142,440.8305,390.55096,441.63458
12495.591,341.24597,439.21866,390.2323,440.06094
12557.249,342.16544,437.6323,389.89886,438.5135
12617.359,343.03125,436.0721,389.5517,436.9926
12675.959,343.8448,434.539,389.1919,435.49918
12733.082,344.60767,433.03357,388.82062,434.03363
12788.768,345.32138,431.55618,388.43878,432.59625
12843.043,345.9874,430.1072,388.0473,431.18726
12895.954,346.6073,428.68695,387.64713,429.8068
12947.535,347.18256,427.29544,387.239,428.45493
12997.825,347.71472,425.93268,386.8237,427.13147
13046.863,348.2054,424.5986,386.402,425.83643
13094.685,348.65588,423.29312,385.9745,424.56952
13141.331,349.0678,422.0161,385.54196,423.3304
13186.837,349.4426,420.7671,385.10486,422.11896
13231.246,349.78162,419.5459,384.66376,420.93457
13274.591,350.0865,418.35214,384.2193,419.77698
13316.909,350.35837,417.1852,383.7718,418.64563
13358.245,350.59882,416.04495,383.3219,417.54013
13398.623,350.80905,414.93063,382.86984,416.45996
13438.082,350.99033,413.8419,382.4161,415.4045
13476.662,351.1441,412.77814,381.96112,414.37323
13514.39,351.27142,411.73886,381.50513,413.36578
13551.304,351.37372,410.72348,381.04858,412.38135
13587.433,351.45193,409.7316,380.59177,411.41943
13622.812,351.50732,408.76233,380.13483,410.47958
13657.468,351.54095,407.81537,379.67816,409.56113
13691.431,351.55392,406.88998,379.22195,408.6635
13724.7295,351.54724,405.98563,378.76642,407.78607
13757.393,351.52194,405.1019,378.31192,406.92844
13789.444,351.4789,404.23798,377.85846,406.09
13820.919,351.4192,403.39355,377.40637,405.2701
13851.829,351.34354,402.5678,376.9557,404.46823
13882.203,351.25296,401.7605,376.5067,403.68396
13912.069,351.14816,400.97086,376.0595,402.91678
13941.44,351.03,400.19846,375.61423,402.1661
13970.346,350.89923,399.44287,375.17105,401.43152
13998.802,350.75662,398.70352,374.73007,400.71246
14026.829,350.60284,397.97995,374.29138,400.00854
14054.443,350.43845,397.2716,373.85504,399.3193
14081.667,350.26434,396.57825,373.4213,398.6443
