Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
10104.279,338.0352,393.14355,365.58936,394.8369
10213.315,338.58188,392.75488,365.6684,394.4521
10305.54,338.95294,392.19788,365.5754,393.89294
10386.701,339.19708,391.51904,365.35806,393.2106
10460.481,339.3481,390.75162,365.04987,392.44217
10529.185,339.4297,389.92154,364.6756,391.61508
10594.207,339.45892,389.04886,364.2539,390.74942
10656.577,339.4481,388.14716,363.7976,389.85855
10716.841,339.4057,387.2275,363.3166,388.9529
10775.475,339.33817,386.29715,362.81766,388.03912
10832.746,339.25,385.3619,362.30597,387.1223
10888.768,339.14432,384.42624,361.78528,386.2066
10943.747,339.02383,383.49323,361.25854,385.29446
10997.704,338.8903,382.5656,360.72797,384.38846
11050.783,338.74527,381.64508,360.1952,383.4898
11103.025,338.58984,380.7333,359.66156,382.59995
11154.397,338.4249,379.8318,359.12836,381.72018
11205.009,338.25146,378.94098,358.59622,380.85095
11254.809,338.07016,378.06192,358.06604,379.993
11303.893,337.88147,377.19452,357.538,379.14624
11352.276,337.68588,376.3386,357.01224,378.31024
11403.119,337.47803,375.46985,356.47394,377.4611
11452.919,337.2583,374.60913,355.93372,376.62003
11501.926,337.02805,373.7564,355.3922,375.78677
11550.286,336.7883,372.91162,354.84998,374.9613
11598.099,336.53964,372.0747,354.3072,374.14355
11645.416,336.28247,371.24573,353.7641,373.3334
11692.285,336.01715,370.4245,353.22083,372.53082
11738.729,335.74408,369.61124,352.67767,371.7359
11784.777,335.4634,368.80582,352.1346,370.94846
11830.4375,335.17548,368.00833,351.59192,370.16876
11875.734,334.88058,367.21878,351.04968,369.3966
11920.678,334.57895,366.43716,350.50806,368.63214
11965.289,334.27078,365.66357,349.96716,367.87537
12009.57,333.95633,364.89798,349.42715,367.12628
12053.54,333.6359,364.14047,348.88818,366.38495
12097.207,333.30966,363.39105,348.35034,365.65137
12140.588,332.97797,362.64966,347.8138,364.9256
12183.69,332.64105,361.91647,347.27875,364.2076
12226.528,332.29922,361.1914,346.7453,363.49747
12269.109,331.95255,360.47455,346.21356,362.7952
12311.442,331.6014,359.7659,345.68365,362.1008
12353.51,331.24612,359.0654,345.15576,361.4143
12395.325,330.88693,358.3731,344.63,360.73563
12436.897,330.52414,357.68896,344.10657,360.06482
12478.244,330.15784,357.01294,343.5854,359.40186
12519.37,329.7883,356.34515,343.0667,358.74673
12560.283,329.41583,355.68542,342.55063,358.09943
12600.986,329.0406,355.03384,342.03723,357.45996
12641.49,328.66278,354.3904,341.5266,356.82825
12681.803,328.28265,353.75504,341.01886,356.20438
12721.922,327.90045,353.12775,340.5141,355.58832
12761.857,327.5162,352.5085,340.01236,354.97998
12801.617,327.1304,351.89734,339.51385,354.3795
12841.2,326.74304,351.2943,339.01868,353.78665
12880.616,326.35446,350.69922,338.52686,353.2016
12919.868,325.9647,350.1121,338.0384,352.62424
12958.96,325.57407,349.533,337.55353,352.05463
12997.89,325.18265,348.96185,337.07227,351.4926
13036.67,324.79074,348.39862,336.59467,350.93835
13075.295,324.39844,347.84338,336.1209,350.39178
13113.775,324.00595,347.29605,335.651,349.85278
13152.108,323.61343,346.7566,335.185,349.32144
13190.3,323.22107,346.22507,334.72308,348.79776
13228.353,322.82907,345.70132,334.2652,348.28165
13266.268,322.43744,345.18542,333.81143,347.77316
13304.048,322.04657,344.67737,333.36197,347.27222
13341.692,321.65643,344.17715,332.9168,346.7789
13379.203,321.26718,343.68475,332.47595,346.29306
13416.584,320.87903,343.20016,332.0396,345.81482
13453.832,320.49203,342.72324,331.60764,345.34412
13490.954,320.10645,342.2541,331.18027,344.88092
13527.947,319.72238,341.79272,330.75757,344.4253
13564.812,319.33994,341.33908,330.3395,343.97708
13601.55,318.95926,340.8932,329.9262,343.53647
13638.161,318.5804,340.45493,329.51767,343.1032
13674.645,318.2036,340.02438,329.114,342.67752
13710.997,317.82895,339.60147,328.7152,342.25925
13747.228,317.45648,339.1863,328.3214,341.84842
13783.328,317.0864,338.7787,327.93256,341.44507
13819.303,316.71875,338.3787,327.5487,341.0492
13855.147,316.35376,337.98636,327.17004,340.66068
13890.865,315.99142,337.60162,326.7965,340.27957
13926.452,315.63187,337.22446,326.42816,339.90585
13961.907,315.27518,336.85492,326.06506,339.53964
13997.231,314.9215,336.49286,325.70718,339.18073
14032.421,314.5709,336.1384,325.35464,338.82913
14067.479,314.22348,335.79147,325.00748,338.48495
14102.4,313.8793,335.45203,324.66565,338.14816
14137.183,313.53848,335.12012,324.32928,337.81863
14171.83,313.20108,334.79565,323.99835,337.49646
14206.335,312.86722,334.47867,323.67294,337.18158
14240.702,312.53693,334.1691,323.35303,336.87402
14274.924,312.21027,333.86707,323.03867,336.57373
14308.999,311.8874,333.57233,322.72986,336.28073
14342.927,311.56836,333.28503,322.4267,335.9949
14376.708,311.25314,333.0051,322.12912,335.71637
14410.339,310.94193,332.73248,321.83722,335.44504
14443.819,310.63467,332.4673,321.55096,335.18088
14477.144,310.33148,332.20932,321.2704,334.9239
