Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C
153.93,150.7,150.82,150.71,150.83311993616616
293.93,150.7,150.94,150.73,150.94871587207248
433.93,150.7,151.05,150.75,151.05475935023426
583.93,150.7,151.18,150.78,151.1699490651788
723.93,150.7,151.29,150.8,151.30435434633614
873.93,150.7,151.5,150.84,151.49523795376808
1013.9,150.71,151.69,150.88,151.70052968143952
1153.9,150.71,151.9,150.93,151.91046432805106
1303.9,150.72,152.15,150.99,152.14658130298537
1443.9,150.72,152.38,151.05,152.40809777374875
1593.9,150.73,152.75,151.13,152.75461281520936
1733.9,150.75,153.1,151.22,153.12063535398025
1873.9,150.76,153.48,151.32,153.50250473516087
2023.9,150.78,153.93,151.44,153.93943135325458
2163.9,150.8,154.36,151.55,154.41448214367205
2313.9,150.83,155.02,151.71,155.02700709675952
2453.9,150.87,155.63,151.87,155.67596086107
2593.9,150.9,156.33,152.05,156.37232502690233
2743.9,150.95,157.15,152.27,157.1784826535828
2883.9,151.0,157.93,152.49,158.02516059240548
3033.9,151.06,159.03,152.77,159.0650385862986
3173.9,151.13,160.07,153.06,160.15200429742856
3313.9,151.2,161.27,153.38,161.33826531690858
3463.9,151.29,162.71,153.77,162.7456217454896
3603.9,151.39,164.07,154.17,164.2447033252363
3753.9,151.51,166.03,154.67,166.09505443017113
3893.9,151.64,167.88,155.19,168.0280896563167
4033.9,151.78,169.96,155.76,170.12755541209015
4183.9,151.95,172.43,156.45,172.56970009264222
4323.9,152.13,174.76,157.14,175.07306107421286
4473.9,152.35,177.92,157.99,178.04414305172233
4613.9,152.58,180.88,158.86,181.12820101674663
4753.9,152.84,184.27,159.81,184.5504530597269
4903.9,153.15,188.35,160.97,188.60078867122064
5043.9,153.47,192.18,162.13,192.7189527232925
5193.9,153.86,197.16,163.5,197.4836420986291
5333.9,154.26,201.82,164.88,202.29434468812224
5473.9,154.7,206.98,166.38,207.49771313047145
5623.9,155.23,213.04,168.16,213.52726536152625
5763.9,155.77,218.73,169.94,219.57386668428987
5913.9,156.42,225.84,172.04,226.4917660540854
6053.9,157.08,232.5,174.15,233.34048301823384
6193.9,157.81,239.62,176.4,240.54812782324177
6343.9,158.66,247.72,178.91,248.6441606089373
6483.9,159.53,255.29,181.4,256.5234952884211
6633.9,160.55,264.11,184.27,265.2755443413791
6773.9,161.59,272.36,187.09,273.67478339391164
6913.9,162.71,280.78,190.05,282.2350287717825
7063.9,164.01,290.02,193.29,291.52214395095905
7203.9,165.31,298.62,196.42,300.2431618173785
7353.9,166.81,307.84,199.9,309.5841619783478
7493.9,168.3,316.45,203.26,318.2451492179326
7633.9,169.9,324.88,206.71,326.7979615796688
7783.9,171.71,333.78,210.4,335.77776022605667
7923.9,173.49,342.02,213.89,343.9232724434203
8073.9,175.5,350.15,217.66,352.33585428986635
8213.9,177.48,357.73,221.24,359.8625472473842
8353.9,179.55,364.86,224.84,367.050680852193
8503.9,181.88,372.04,228.7,374.3522365179721
8643.9,184.11,378.76,232.2,380.7735617409682
8793.9,186.58,384.88,235.89,387.2128757172812
8933.9,188.96,390.58,239.34,392.8031946188863
9073.9,191.42,395.77,242.78,397.9832599307936
9223.9,194.13,400.8,246.4,403.1009229644946
9363.9,196.72,405.48,249.77,407.51877851560965
9513.9,199.57,409.62,253.31,411.9029467067572
9653.9,202.29,413.47,256.57,415.6522708155554
9793.9,205.06,416.89,259.8,419.0467191659199
9943.9,208.04,420.17,263.13,422.3119180398565
10084.0,210.79,423.16,266.09,425.0756358197767
10234.0,213.76,425.72,269.2,427.78430450101047
10374.0,216.56,428.11,272.06,430.08850452617565
10514.0,219.38,430.22,274.88,432.1774451482837
10664.0,222.42,432.19,277.83,434.1823078288374
10804.0,225.26,434.02,280.55,435.8447841611171
10954.0,228.32,435.51,283.4,437.4183317277474
11094.0,231.18,436.89,286.0,438.7265723234476
11234.0,234.03,438.11,288.57,439.9150705383873
11384.0,237.09,439.26,291.25,441.0689627725118
11524.0,239.93,440.32,293.73,442.0256369488942
11674.0,242.97,441.18,296.31,442.92125997208905
11814.0,245.79,441.98,298.69,443.6676019835724
11954.0,248.6,442.7,301.02,444.3626016998369
12104.0,251.59,443.39,303.48,445.0520335377672
12244.0,254.25,444.05,305.71,445.6147240699042
12394.0,257.04,444.54,308.01,446.1137414205939
12534.0,259.62,444.99,310.11,446.5175832243438
12674.0,262.18,445.4,312.16,446.904075653019
12824.0,264.9,445.8,314.33,447.298332544981
12964.0,267.42,446.17,316.31,447.60768329451065
13114.0,270.09,446.44,318.4,447.8567676871443
13254.0,272.56,446.69,320.31,448.0771900090932
13394.0,275.01,446.98,322.2,448.3615465370795
13544.0,277.61,447.34,324.19,448.720368594024
13684.0,280.0,447.66,326.03,449.006615990144
13834.0,282.54,447.81,327.96,449.1839313708945
13974.0,284.87,447.94,329.73,449.26899727333154
14114.0,287.19,448.06,331.47,449.3368968708954
14264.0,289.63,448.16,333.3,449.4197868934399
14400.0,291.83,448.26,334.94,449.5
