Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
13243.673,263.1793,291.867,277.52313,294.1258
13353.742,263.64966,291.7326,277.69113,294.0118
13447.475,264.03183,291.39722,277.71454,293.6928
13530.398,264.34863,290.932,277.64032,293.23572
13605.935,264.61627,290.38785,277.50208,292.69275
13676.386,264.84607,289.79938,277.32272,292.10187
13743.076,265.04602,289.19064,277.11835,291.48975
13806.989,265.22156,288.5773,276.8994,290.87424
13868.703,265.37637,287.9699,276.67316,290.267
13928.514,265.5135,287.37527,276.4444,289.67557
13986.7705,265.63483,286.7979,276.21637,289.10437
14043.565,265.74213,286.2407,275.9914,288.55594
14099.107,265.83664,285.70544,275.77106,288.03168
14153.483,265.91953,285.19333,275.55643,287.53207
14206.671,265.99194,284.7051,275.3485,287.05737
14258.814,266.0548,284.24103,275.14792,286.6074
14309.867,266.10907,283.80127,274.95517,286.1819
14359.945,266.15564,283.38568,274.77066,285.78027
14409.071,266.19513,282.99408,274.5946,285.40213
14457.183,266.22836,282.62567,274.427,285.0466
14504.395,266.25592,282.27982,274.26788,284.71277
14555.658,266.24112,281.9733,274.1072,284.41165
14605.595,266.22345,281.68472,273.9541,284.12842
14654.516,266.20288,281.41556,273.8092,283.8642
14702.611,266.17938,281.16653,273.67297,283.6196
14749.988,266.15308,280.93774,273.5454,283.39493
14796.735,266.12418,280.72913,273.42664,283.19003
14842.897,266.0931,280.5404,273.31677,283.00473
14888.504,266.06015,280.37137,273.21576,282.83865
14933.587,266.02585,280.22165,273.12375,282.69147
14978.16,265.9905,280.09088,273.0407,282.5628
15022.238,265.9547,279.97867,272.96667,282.4523
15065.833,265.91885,279.88467,272.90176,282.3596
15108.953,265.88342,279.8086,272.846,282.28433
15151.61,265.84885,279.75003,272.79944,282.2262
15193.807,265.81555,279.70868,272.76212,282.1848
15235.553,265.7839,279.6841,272.734,282.1599
15276.856,265.75436,279.67612,272.71524,282.1511
15317.718,265.72723,279.68427,272.70575,282.15817
15358.147,265.70288,279.70825,272.70557,282.18076
15398.145,265.68164,279.7478,272.71472,282.21854
15437.713,265.6638,279.80258,272.7332,282.27133
15476.807,265.64996,279.87186,272.76093,282.3384
15515.443,265.6405,279.95547,272.79797,282.41965
15553.625,265.6354,280.05313,272.84427,282.5147
15591.361,265.63492,280.1644,272.89966,282.62335
15628.657,265.6392,280.2891,272.96414,282.74518
15665.5205,265.64847,280.4269,273.0377,282.88004
15701.939,265.66284,280.57742,273.12012,283.02756
15737.931,265.68256,280.7405,273.21155,283.1874
15773.489,265.7076,280.91574,273.31168,283.35938
15808.615,265.73825,281.10284,273.42053,283.54318
15843.3125,265.7745,281.3015,273.53802,283.73853
15877.579,265.8165,281.51154,273.664,283.9451
15911.42,265.8643,281.73245,273.79837,284.16263
15944.833,265.91797,281.96423,273.9411,284.39084
15977.822,265.97766,282.20642,274.09204,284.62958
16010.391,266.04327,282.4587,274.25098,284.87845
16042.529,266.11493,282.72098,274.41797,285.13727
16074.253,266.1927,282.99286,274.59277,285.4057
16105.553,266.2764,283.2741,274.77527,285.6835
16136.434,266.3663,283.56445,274.9654,285.97052
16166.895,266.46222,283.86365,275.16293,286.26645
16196.94,266.5642,284.17148,275.36786,286.57104
16226.574,266.67227,284.48767,275.57996,286.884
16255.794,266.7863,284.81195,275.79913,287.20514
16284.602,266.9063,285.14413,276.0252,287.5343
16313.003,267.03226,285.48392,276.2581,287.87115
16340.994,267.1641,285.83115,276.49762,288.2155
16368.578,267.30176,286.18555,276.74365,288.56708
16395.762,267.44522,286.5469,276.99606,288.9257
16422.541,267.59442,286.91492,277.25467,289.2911
16448.924,267.74927,287.28952,277.5194,289.66318
16474.902,267.90964,287.67032,277.78998,290.04163
16500.486,268.07556,288.05725,278.0664,290.42624
16525.682,268.24695,288.45004,278.3485,290.81683
16550.48,268.4236,288.84848,278.63605,291.2132
16574.893,268.6056,289.25238,278.929,291.61508
16598.916,268.79272,289.66156,279.22714,292.02234
16622.555,268.9849,290.07574,279.53033,292.43484
16645.816,269.1821,290.49478,279.83844,292.85226
16668.693,269.3842,290.91858,280.15137,293.27448
16691.195,269.5911,291.3468,280.46893,293.7013
16713.324,269.80267,291.77936,280.79102,294.13254
16735.08,270.01886,292.216,281.11743,294.56796
16756.467,270.23953,292.65665,281.4481,295.0075
16777.488,270.46463,293.10095,281.78278,295.4509
16798.148,270.69397,293.54898,282.12146,295.89804
16818.445,270.92758,294.0004,282.464,296.3487
16838.385,271.1652,294.45508,282.81012,296.80273
16857.975,271.4068,294.91284,283.15982,297.26
16877.21,271.65234,295.37357,283.51294,297.72034
16896.098,271.9016,295.8371,283.86935,298.1835
16914.64,272.1545,296.30325,284.22888,298.64948
16932.842,272.411,296.77188,284.59143,299.11798
16950.701,272.67096,297.24292,284.95694,299.589
16968.227,272.93427,297.7161,285.3252,300.0623
16985.426,273.20074,298.1913,285.69604,300.5377
17002.287,273.47043,298.66846,286.06946,301.01514
17018.824,273.7431,299.14743,286.44525,301.49445
