Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
3121.2375,113.00447,182.01451,147.50949,184.40689
3263.4424,114.17134,186.22768,150.19951,188.6113
3408.214,115.48697,190.37059,152.92877,192.74641
3554.4172,116.9226,194.45595,155.68927,196.81612
3701.1956,118.45868,198.48705,158.47287,200.82266
3848.0588,120.07801,202.46463,161.27132,204.76862
3994.5593,121.76977,206.38414,164.07695,208.65224
4140.4937,123.52281,210.24187,166.88234,212.47215
4285.6763,125.329414,214.03159,169.6805,216.224
4429.926,127.18441,217.74632,172.46536,219.90215
4573.2266,129.08092,221.38132,175.23111,223.5023
4715.4663,131.01547,224.92989,177.97269,227.01822
4856.674,132.98273,228.3876,180.68517,230.44528
4996.8276,134.97899,231.74924,183.3641,233.77808
5135.862,137.00218,235.00964,186.00592,237.0113
5273.835,139.04799,238.16522,188.6066,240.14099
5410.6914,141.1147,241.21175,191.16322,243.16275
5546.4917,143.19862,244.14572,193.67218,246.07283
5681.2363,145.29712,246.96402,196.13057,248.8678
5814.881,147.40875,249.6636,198.53618,251.54466
5947.485,149.53014,252.24187,200.886,254.10062
6078.773,151.63339,254.77667,203.20503,256.61102
6209.1675,153.74869,257.18027,205.46448,258.9904
6338.633,155.87184,259.45648,207.66415,261.24265
6467.144,157.99924,261.6074,209.80331,263.37003
6594.692,160.1277,263.63403,211.88086,265.37366
6721.271,162.25435,265.53677,213.89557,267.254
6846.881,164.3765,267.31595,215.84622,269.01135
6971.525,166.49164,268.97174,217.73169,270.646
7095.2085,168.59734,270.5044,219.55087,272.1582
7217.9375,170.69131,271.91446,221.30289,273.54852
7339.7153,172.77132,273.20273,222.98703,274.81775
7460.5513,174.83517,274.37018,224.60268,275.9669
7580.448,176.88081,275.41794,226.14938,276.99725
7699.41,178.90616,276.34763,227.62689,277.91037
7817.443,180.90921,277.16092,229.03506,278.70807
7934.546,182.88806,277.85977,230.37392,279.39233
8050.7227,184.84084,278.44653,231.64368,279.9655
8165.9766,186.76572,278.92346,232.84459,280.43008
8280.309,188.66092,279.29327,233.9771,280.78864
8393.716,190.52481,279.55878,235.0418,281.04416
8506.199,192.35574,279.723,236.03937,281.19965
8617.768,194.15263,279.78845,236.97055,281.2578
8728.412,195.91386,279.75873,237.8363,281.22217
8838.136,197.63794,279.6373,238.63762,281.09625
8946.936,199.32356,279.4278,239.37567,280.88373
9054.808,200.96945,279.13394,240.0517,280.58826
9161.752,202.57448,278.7594,240.66693,280.21362
9267.768,204.13757,278.30807,241.22282,279.7636
9372.854,205.65776,277.78372,241.72073,279.24213
9477.009,207.13419,277.19037,242.16228,278.65305
9580.233,208.56609,276.53186,242.54898,278.00027
9682.522,209.95273,275.8123,242.8825,277.28775
9783.882,211.2936,275.0355,243.16455,276.51947
9884.309,212.58813,274.2054,243.39677,275.69925
9983.803,213.83595,273.326,243.58096,274.831
10082.365,215.03679,272.40115,243.71896,273.91852
10179.999,216.19038,271.43472,243.81256,272.96558
10276.707,217.29666,270.4304,243.86353,271.97592
10372.489,218.3556,269.39194,243.87378,270.9532
10467.353,219.36722,268.32303,243.84512,269.90094
10561.298,220.33176,267.22714,243.77945,268.8226
10654.333,221.24939,266.1077,243.67854,267.72156
10746.461,222.12053,264.96817,243.54434,266.60114
10837.691,222.94551,263.81174,243.37863,265.46445
10928.03,223.72488,262.64157,243.18323,264.31458
11017.483,224.45921,261.46072,242.95996,263.15445
11106.06,225.14917,260.27203,242.7106,261.98688
11193.769,225.79543,259.0784,242.43692,260.8146
11280.625,226.39886,257.8824,242.14062,259.64026
11366.627,226.96027,256.68668,241.82347,258.46622
11451.799,227.48059,255.49362,241.4871,257.29486
11536.14,227.96075,254.30556,241.13315,256.12845
11619.673,228.40187,253.12471,240.76329,254.96904
11702.4,228.80496,251.9531,240.37903,253.8187
11784.34,229.17117,250.79272,239.98195,252.67923
11865.501,229.5016,249.6454,239.5735,251.55243
11945.897,229.79755,248.51288,239.15521,250.44002
12025.543,230.0601,247.39676,238.72842,249.34344
12104.447,230.29065,246.29854,238.29459,248.26424
12182.625,230.49036,245.21962,237.85498,247.20364
12260.09,230.6606,244.16132,237.41095,246.16301
12336.855,230.80264,243.12485,236.96375,245.14343
12412.927,230.9178,242.11127,236.51453,244.14604
12488.32,231.00746,241.12166,236.06456,243.17174
12563.052,231.07286,240.15688,235.61487,242.22144
12637.127,231.11545,239.21783,235.16664,241.29596
12710.558,231.13647,238.30527,234.72087,240.39609
12783.3545,231.13733,237.41986,234.2786,239.52242
12855.531,231.11923,236.56223,233.84073,238.67561
12927.094,231.0836,235.73291,233.40826,237.85616
12998.05,231.03168,234.9324,232.98204,237.06458
13068.414,230.96475,234.16113,232.56294,236.30122
13138.1875,230.88405,233.41942,232.15173,235.5665
13207.382,230.79088,232.70758,231.74924,234.8607
13275.999,230.68642,232.02592,231.35617,234.18408
13344.053,230.57188,231.37459,230.97324,233.53693
13411.542,230.4484,230.75374,230.60107,232.91927
13478.478,230.31717,230.16348,230.24033,232.33131
13544.862,230.17923,229.60393,229.89157,231.77316
