Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
5181.145,134.09137,241.31856,187.70496,243.27667
5318.6484,135.99684,244.9013,190.44907,246.8619
5456.0654,138.02429,248.39265,193.20847,250.35574
5593.003,140.14532,251.78792,195.96661,253.74536
5729.1606,142.33948,255.08128,198.71039,257.024
5864.438,144.5893,258.26678,201.42804,260.1873
5998.6904,146.88274,261.3388,204.11078,263.23245
6131.9155,149.2086,264.29187,206.75024,266.15613
6264.0825,151.55875,267.12085,209.3398,268.95505
6395.1216,153.92723,269.8221,211.87466,271.62677
6525.087,156.30748,272.3919,214.3497,274.16815
6653.932,158.69542,274.82797,216.76169,276.5774
6781.7153,161.08615,277.12766,219.1069,278.85178
6908.4424,163.47594,279.2894,221.38266,280.98975
7034.074,165.86208,281.31302,223.58755,282.991
7158.671,168.241,283.1971,225.71906,284.85406
7282.1934,170.61055,284.94235,227.77646,286.5794
7404.6973,172.96753,286.5482,229.75786,288.16647
7526.1855,175.30946,288.0154,231.66245,289.61578
7646.624,177.63475,289.34564,233.4902,290.92923
7766.053,179.94089,290.5389,235.2399,292.1067
7885.102,182.19283,291.66208,236.92746,293.21158
8003.14,184.42563,292.65134,238.53848,294.18347
8120.1904,186.63553,293.5124,240.07396,295.02808
8236.272,188.81937,294.24988,241.53462,295.7503
8351.393,190.97447,294.86792,242.9212,296.3543
8465.558,193.09843,295.3703,244.23438,296.844
8578.77,195.18916,295.76065,245.47491,297.22305
8691.032,197.24469,296.04254,246.64362,297.49515
8802.341,199.26329,296.21973,247.74152,297.664
8912.697,201.24335,296.2959,248.76962,297.73334
9022.098,203.18333,296.27496,249.72916,297.7071
9130.541,205.08188,296.16077,250.62132,297.58914
9238.024,206.93764,295.95737,251.44751,297.38354
9344.543,208.7495,295.66885,252.20917,297.0944
9450.093,210.51636,295.29938,252.90787,296.72583
9554.673,212.23723,294.85312,253.54517,296.28207
9658.278,213.91116,294.3344,254.12279,295.7674
9760.903,215.53743,293.7473,254.64236,295.18588
9862.547,217.11526,293.09616,255.10571,294.5419
9963.205,218.64406,292.3852,255.51462,293.83966
10062.875,220.12332,291.61865,255.87099,293.08322
10161.55,221.55305,290.8002,256.17664,292.2764
10259.2295,222.93283,289.93408,256.43347,291.42334
10355.913,224.26239,289.02444,256.64343,290.52808
10451.604,225.54156,288.07516,256.80835,289.5945
10546.296,226.77031,287.09024,256.93027,288.6265
10639.999,227.94868,286.07336,257.01102,287.6277
10732.709,229.07686,285.02823,257.05255,286.60165
10824.433,230.15504,283.9584,257.05673,285.55197
10915.176,231.18362,282.86737,257.0255,284.4819
11004.941,232.163,281.75842,256.9607,283.39478
11093.737,233.09366,280.63477,256.8642,282.29358
11181.568,233.97626,279.49948,256.73785,281.1814
11268.445,234.81137,278.3555,256.58344,280.06104
11354.373,235.59981,277.2057,256.40274,278.93524
11439.362,236.34225,276.05264,256.19745,277.8066
11523.43,237.0397,274.89896,255.96933,276.67755
11606.576,237.69301,273.74704,255.72003,275.55038
11688.823,238.30318,272.59915,255.45117,274.42734
11770.176,238.8712,271.45743,255.1643,273.31042
11850.649,239.3982,270.32397,254.86108,272.20163
11930.257,239.88525,269.2006,254.54292,271.10272
12009.012,240.33356,268.0891,254.21133,270.0154
12086.933,240.74422,266.99112,253.86768,268.94128
12164.027,241.11859,265.90823,253.51341,267.88177
12240.313,241.45782,264.84186,253.14984,266.83832
12315.808,241.76323,263.7932,252.77823,265.81207
12390.522,242.03607,262.7636,252.39984,264.80423
12464.475,242.27766,261.75415,252.0159,263.8159
12537.677,242.48933,260.76584,251.6276,262.84796
12610.145,242.67241,259.7995,251.23596,261.9013
12681.893,242.82814,258.85605,250.8421,260.97668
12752.936,242.958,257.9363,250.44714,260.07498
12823.287,243.06314,257.04083,250.05199,259.1967
12892.958,243.14497,256.17026,249.65762,258.34238
12961.968,243.20482,255.32509,249.26495,257.51263
13030.322,243.2439,254.50584,248.87488,256.7079
13098.034,243.2636,253.71284,248.48822,255.92844
13165.125,243.2651,252.94653,248.10582,255.17471
13231.597,243.24968,252.20706,247.72836,254.44696
13297.463,243.21858,251.49474,247.35666,253.74545
13362.732,243.17297,250.80978,246.99138,253.07027
13427.417,243.11412,250.1523,246.63321,252.42165
13491.527,243.04306,249.52235,246.28271,251.79965
13555.065,242.96106,248.92003,245.94055,251.2044
13618.044,242.86914,248.34534,245.60724,250.6359
13680.471,242.76839,247.7983,245.28334,250.09415
13742.353,242.6599,247.27884,244.96936,249.57912
13803.692,242.54466,246.7869,244.66577,249.09077
13864.499,242.42361,246.3224,244.37302,248.62904
13924.777,242.29782,245.8852,244.0915,248.19379
13984.53,242.16812,245.47508,243.8216,247.78493
14043.761,242.03546,245.092,243.56372,247.40233
14102.479,241.90068,244.73572,243.3182,247.04576
14160.679,241.7646,244.40598,243.0853,246.71513
14218.37,241.62804,244.10262,242.86533,246.41017
14275.551,241.49173,243.82535,242.65854,246.13074
14332.226,241.35645,243.57394,242.4652,245.87653
14388.394,241.22285,243.34813,242.28549,245.64738
