Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
6389.725,221.48413,281.66092,251.57253,284.1153
6519.4497,222.45502,282.8594,252.65721,285.2867
6640.51,223.3855,283.73358,253.55954,286.1335
6756.0215,224.28355,284.36252,254.32303,286.73026
6867.807,225.15698,284.8035,254.98024,287.13513
6977.078,226.01085,285.0965,255.55368,287.39038
7084.4336,226.84955,285.26984,256.0597,287.5268
7190.3394,227.67488,285.34207,256.50848,287.56467
7295.0186,228.48792,285.32623,256.90707,287.51813
7398.53,229.28947,285.23154,257.2605,287.397
7501.0264,230.07866,285.06372,257.5712,287.2071
7602.4834,230.85535,284.82764,257.8415,286.953
7703.0083,231.61807,284.526,258.07202,286.6372
7802.6094,232.36588,284.16147,258.26367,286.262
7901.2393,233.09818,283.73706,258.4176,285.82977
7998.9805,233.81343,283.25436,258.5339,285.34192
8095.776,234.51112,282.71603,258.6136,284.80063
8191.7065,235.18994,282.1235,258.65674,284.20712
8286.772,235.84912,281.47873,258.66394,283.56296
8380.913,236.48834,280.78397,258.63617,282.87042
8474.207,237.1065,280.04053,258.57352,282.1306
8568.338,237.66173,279.2741,258.46793,281.3651
8661.467,238.19514,278.46057,258.32785,280.554
8753.707,238.70497,277.60397,258.15448,279.7011
8845.126,239.18977,276.7075,257.94864,278.80948
8935.764,239.64844,275.77386,257.71115,277.88177
9025.647,240.08006,274.80548,257.44278,276.92038
9114.792,240.484,273.80457,257.1443,275.9275
9203.22,240.85971,272.77332,256.81653,274.90515
9290.94,241.20676,271.71384,256.4603,273.85544
9377.971,241.52492,270.62817,256.07654,272.78033
9464.323,241.81395,269.51846,255.6662,271.6818
9550.011,242.07378,268.38666,255.23022,270.56177
9635.046,242.30434,267.2348,254.76956,269.4222
9719.441,242.50569,266.06485,254.28528,268.265
9803.215,242.6779,264.87875,253.77832,267.09213
9886.378,242.8211,263.67847,253.24979,265.9053
9968.947,242.93553,262.46588,252.70071,264.70636
10050.934,243.02144,261.2427,252.13208,263.49713
10132.353,243.07909,260.01096,251.54501,262.27933
10213.22,243.10883,258.77222,250.94052,261.05463
10293.55,243.11111,257.52823,250.31967,259.8247
10373.333,243.08669,256.28033,249.6835,258.59085
10452.588,243.03604,255.03026,249.03314,257.35468
10531.333,242.95953,253.77942,248.36948,256.1176
10609.582,242.85779,252.52948,247.69363,254.88124
10687.352,242.73135,251.28188,247.00662,253.64691
10764.657,242.58083,250.03795,246.30939,252.41603
10841.509,242.4069,248.79918,245.60304,251.1898
10917.925,242.21025,247.56677,244.88852,249.96965
10993.916,241.99161,246.34207,244.16684,248.75664
11069.492,241.75172,245.1263,243.43901,247.55208
11144.674,241.4914,243.92061,242.706,246.35706
11219.467,241.21138,242.7261,241.96875,245.17264
11293.883,240.91254,241.54391,241.22823,243.99994
11367.9375,240.5957,240.3751,240.48541,242.83989
11441.638,240.26172,239.22066,239.74118,241.69356
11514.997,239.9115,238.08156,238.99652,240.56184
11588.0205,239.54588,236.95871,238.25229,239.44565
11660.72,239.16577,235.85298,237.50937,238.34578
11733.105,238.77213,234.76524,236.76868,237.26315
11805.18,238.36578,233.6963,236.03104,236.19855
11876.957,237.94772,232.64691,235.29732,235.15265
11948.439,237.51886,231.61781,234.56833,234.12622
12019.632,237.0801,230.60979,233.84494,233.11998
12090.543,236.63239,229.62337,233.12787,232.13457
12161.175,236.17665,228.6593,232.41797,231.17064
12231.534,235.71379,227.7181,231.71594,230.22871
12301.619,235.24474,226.80037,231.02255,229.30946
12371.438,234.77042,225.90666,230.33853,228.41333
12440.99,234.29178,225.03746,229.66461,227.54088
12510.273,233.80965,224.19324,229.00143,226.69257
12579.292,233.32498,223.37445,228.34972,225.86887
12648.042,232.8386,222.58148,227.71004,225.0702
12716.526,232.35143,221.81471,227.08307,224.29692
12784.74,231.86427,221.07455,226.46942,223.54947
12852.681,231.37799,220.36127,225.86963,222.82812
12920.349,230.89346,219.67517,225.28432,222.13322
12987.736,230.4114,219.01657,224.71399,221.46509
13054.841,229.93268,218.38568,224.15918,220.82396
13121.659,229.45802,217.7827,223.62036,220.21007
13188.183,228.98822,217.20786,223.09804,219.62366
13254.408,228.52399,216.66124,222.59262,219.06487
13320.328,228.06602,216.14314,222.10458,218.53392
13385.9375,227.61507,215.65349,221.63428,218.0309
13451.227,227.1717,215.19249,221.1821,217.55602
13516.191,226.73665,214.76018,220.74841,217.10927
13580.822,226.31049,214.35661,220.33356,216.69073
13645.11,225.89383,213.98175,219.93779,216.30049
13709.047,225.48726,213.6356,219.56143,215.93858
13772.624,225.09131,213.31819,219.20474,215.60498
13835.835,224.7065,213.0294,218.86795,215.29962
13898.672,224.33333,212.76921,218.55127,215.02254
13961.12,223.9723,212.53741,218.25485,214.77362
14023.175,223.62381,212.33403,217.97891,214.55281
14084.822,223.28833,212.15881,217.72357,214.35992
14146.0625,222.96619,212.01166,217.48892,214.19492
14206.877,222.65779,211.89235,217.27507,214.05763
14267.259,222.36351,211.80067,217.08209,213.94786
14327.202,222.08359,211.7365,216.91003,213.86543
