Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
8741.136,148.06781,197.20987,172.63884,197.94492
8870.654,149.15103,196.79497,172.97299,197.53256
8995.616,150.27069,196.25586,173.26328,196.99657
9117.14,151.41092,195.6115,173.5112,196.34988
9236.106,152.55804,194.87549,173.71677,195.60632
9352.968,153.7018,194.05882,173.88031,194.77945
9468.147,154.83311,193.16907,174.0011,193.87938
9581.882,155.94485,192.21324,174.07904,192.91518
9694.267,157.03181,191.1979,174.11487,191.8946
9805.494,158.0892,190.12817,174.10869,190.82327
9915.375,159.10696,189.01553,174.06125,189.71219
10024.098,160.08357,187.86253,173.97305,188.56367
10131.733,161.01785,186.67325,173.84555,187.38138
10238.247,161.909,185.45287,173.68094,186.17009
10343.771,162.75699,184.20508,173.48103,184.93295
10448.246,163.56169,182.93524,173.24847,183.67502
10551.78,164.32373,181.64696,172.98535,182.3995
10654.379,165.04366,180.3447,172.69418,181.11061
10755.965,165.72192,179.03346,172.37769,179.81319
10856.636,166.35965,177.71675,172.03821,178.5105
10956.31,166.9576,176.39922,171.6784,177.20712
11057.524,167.47998,175.13786,171.30893,175.95296
11157.607,167.97003,173.88054,170.9253,174.70311
11256.6875,168.4273,172.63329,170.5303,173.46336
11354.848,168.85197,171.40114,170.12656,172.23865
11452.145,169.24452,170.18826,169.7164,171.03313
11548.609,169.60579,168.99837,169.30208,169.85034
11644.259,169.93687,167.83464,168.88576,168.6934
11739.117,170.23904,166.70001,168.46953,167.56511
11833.186,170.51373,165.59708,168.0554,166.46797
11926.479,170.76244,164.52829,167.64536,165.40428
12018.997,170.98682,163.49573,167.24127,164.37605
12110.743,171.18852,162.50134,166.84494,163.38518
12201.721,171.36928,161.54692,166.4581,162.43338
12291.932,171.53073,160.63408,166.0824,161.52222
12381.377,171.67464,159.76422,165.71942,160.65309
12470.049,171.80267,158.93869,165.37068,159.82732
12557.96,171.91653,158.15855,165.03754,159.04597
12645.097,172.01787,157.42482,164.72134,158.31004
12731.467,172.10834,156.73839,164.42337,157.62042
12817.063,172.18953,156.09988,164.14471,156.9778
12901.891,172.26303,155.50992,163.88647,156.38277
12985.915,172.33075,154.96849,163.64963,155.83545
13069.139,172.3941,154.47604,163.43507,155.33632
13151.57,172.45447,154.03284,163.24365,154.8856
13233.203,172.51321,153.63899,163.07611,154.4835
13314.039,172.57166,153.29454,162.9331,154.13007
13394.072,172.6311,152.99937,162.81525,153.82523
13473.304,172.69275,152.75333,162.72304,153.56885
13551.729,172.75783,152.5561,162.65697,153.36073
13629.346,172.82748,152.4074,162.61743,153.20058
13706.147,172.90271,152.30673,162.60472,153.08798
13782.135,172.98459,152.25363,162.61911,153.02249
13857.307,173.07407,152.24754,162.6608,153.00366
13931.654,173.17204,152.28786,162.72995,153.03088
14005.18,173.27931,152.37389,162.8266,153.10359
14077.877,173.39671,152.50491,162.9508,153.22107
14149.746,173.52496,152.68019,163.10257,153.38264
14220.786,173.66467,152.8989,163.28178,153.58757
14290.993,173.81651,153.1602,163.48836,153.83505
14360.361,173.98097,153.46321,163.72209,154.12428
14428.895,174.15862,153.80705,163.98283,154.4544
14496.593,174.34984,154.19078,164.27031,154.82454
14563.45,174.55507,154.61346,164.58426,155.23383
14629.471,174.77461,155.07416,164.92438,155.6813
14694.651,175.00879,155.57182,165.29031,156.16606
14758.992,175.25784,156.10556,165.6817,156.68718
14822.497,175.52196,156.67427,166.09811,157.24365
14885.163,175.80135,157.27701,166.53918,157.83455
14946.988,176.09608,157.91275,167.00443,158.45888
15007.983,176.40628,158.58047,167.49338,159.11565
15068.144,176.73196,159.27917,168.00557,159.80391
15127.472,177.07317,160.00783,168.5405,160.52264
15185.969,177.42984,160.76543,169.09763,161.27089
15243.641,177.80196,161.551,169.67648,162.0477
15300.489,178.18944,162.36351,170.27647,162.85205
15356.517,178.59215,163.20197,170.89706,163.68297
15411.729,179.00996,164.06544,171.5377,164.53954
15466.126,179.44275,164.95294,172.19785,165.42079
15519.715,179.8903,165.86351,172.8769,166.3258
15572.499,180.3524,166.79619,173.5743,167.2536
15624.48,180.82889,167.75009,174.28949,168.20331
15675.673,181.31949,168.72427,175.02188,169.17401
15726.073,181.82391,169.71786,175.77089,170.1648
15775.686,182.34192,170.72995,176.53593,171.17482
15824.529,182.87328,171.7597,177.3165,172.2032
15872.591,183.41763,172.80626,178.11194,173.2491
15919.887,183.97473,173.8688,178.92177,174.31169
15966.426,184.54425,174.94652,179.74539,175.39015
16012.207,185.12582,176.03862,180.58221,176.48366
16057.244,185.71921,177.1443,181.43176,177.59149
16101.541,186.324,178.2629,182.29346,178.71284
16145.101,186.93991,179.39354,183.16672,179.847
16187.932,187.5666,180.53564,184.05112,180.99321
16230.048,188.20369,181.68843,184.94606,182.1508
16271.444,188.85089,182.85123,185.85106,183.31902
16312.142,189.50783,184.02339,186.76561,184.49724
16352.136,190.17416,185.2043,187.68924,185.68478
16391.443,190.84955,186.39328,188.62141,186.88106
16430.06,191.53363,187.58978,189.5617,188.08539
