Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
5417.517,164.097,390.47275,277.28488,393.46884
5561.097,167.49167,397.55746,282.52457,400.5604
5707.3613,171.07195,404.37668,287.7243,407.38232
5855.083,174.79,410.93484,292.86243,413.9251
6003.4453,178.6068,417.23065,297.91873,420.186
6151.873,182.49568,423.25818,302.87692,426.16162
6299.977,186.43336,429.01013,307.72174,431.8489
6447.4834,190.40312,434.4784,312.44077,437.2433
6594.185,194.39247,439.65634,317.0244,442.3414
6739.9536,198.38882,444.5386,321.4637,447.13977
6884.6885,202.38422,449.1217,325.75296,451.63663
7028.3257,206.36989,453.40286,329.88638,455.83005
7170.815,210.33936,457.38144,333.8604,459.72012
7312.1113,214.28902,461.0581,337.67355,463.3078
7452.1855,218.21295,464.43494,341.32394,466.59537
7591.018,222.10799,467.51624,344.8121,469.5875
7728.595,225.96983,470.30582,348.13782,472.28818
7864.9043,229.79538,472.80966,351.30252,474.70346
7999.9365,233.58307,475.0352,354.30914,476.8411
8133.6787,237.3303,476.9883,357.1593,478.70712
8266.125,241.03554,478.6785,359.85703,480.31125
8397.122,244.64514,480.1865,362.41583,481.73444
8526.885,248.21468,481.4463,364.83047,482.91034
8655.358,251.73917,482.4715,367.10535,483.85333
8782.506,255.21457,483.27478,369.2447,484.57632
8908.299,258.6379,483.86743,371.2527,485.0911
9032.71,262.0067,484.26028,373.13348,485.4089
9155.718,265.31885,484.4639,374.89136,485.54047
9277.304,268.5726,484.48865,376.53064,485.4965
9397.444,271.76636,484.34454,378.05545,485.28714
9516.118,274.89877,484.04166,379.4702,484.92258
9633.309,277.96857,483.5899,380.77924,484.41293
9748.99,280.97464,482.9988,381.98672,483.76788
9863.145,283.91595,482.27805,383.097,482.9971
9975.746,286.79147,481.4367,384.11407,482.11
10086.771,289.60046,480.48416,385.0423,481.11572
10196.202,292.342,479.42914,385.88556,480.02316
10304.011,295.01544,478.28018,386.64783,478.84094
10410.179,297.62006,477.04575,387.3329,477.57745
10514.682,300.15543,475.73373,387.94458,476.24063
10617.498,302.62094,474.35193,388.48645,474.8383
10718.611,305.01627,472.90793,388.9621,473.3778
10818.0,307.3416,471.4083,389.37494,471.86572
10915.6455,309.59674,469.85995,389.72833,470.309
11011.535,311.78134,468.26956,390.02545,468.71402
11105.655,313.8955,466.64307,390.2693,467.08688
11197.995,315.9392,464.98654,390.4629,465.43323
11288.544,317.9127,463.30536,390.609,463.75833
11377.301,319.8162,461.60474,390.71045,462.06732
11464.257,321.65018,459.88943,390.7698,460.36484
11549.412,323.4151,458.16412,390.7896,458.65533
11632.775,325.11157,456.43283,390.77222,456.94263
11714.338,326.7402,454.69965,390.7199,455.23065
11794.117,328.30188,452.96802,390.63495,453.52277
11872.119,329.7973,451.2415,390.5194,451.82208
11948.357,331.22754,449.523,390.37527,450.13153
12022.845,332.59348,447.81522,390.20435,448.45367
12095.602,333.8963,446.12085,390.00858,446.7909
12166.643,335.13705,444.4421,389.78958,445.1452
12235.991,336.317,442.7809,389.54895,443.5185
12303.677,337.4374,441.1394,389.2884,441.91248
12369.72,338.49945,439.5189,389.00916,440.32855
12434.145,339.5046,437.92084,388.7127,438.76794
12496.987,340.45428,436.3464,388.40033,437.23178
12558.28,341.34976,434.79688,388.0733,435.72086
12618.051,342.19257,433.27292,387.73273,434.23602
12676.334,342.9842,431.77527,387.37973,432.77777
12733.167,343.72607,430.30463,387.01535,431.34668
12788.581,344.41974,428.8613,386.6405,429.94284
12842.619,345.06674,427.44565,386.2562,428.56677
12895.3125,345.66837,426.05786,385.8631,427.2184
12946.7,346.22638,424.6982,385.46228,425.89783
12996.821,346.7422,423.3665,385.05432,424.60498
13045.71,347.21716,422.06274,384.63995,423.33966
13093.413,347.65298,420.7869,384.21994,422.10175
13139.955,348.05093,419.53867,383.7948,420.89093
13185.385,348.4126,418.31772,383.36517,419.70685
13229.731,348.7393,417.12387,382.93158,418.54926
13273.039,349.03244,415.9567,382.49457,417.41772
13315.341,349.29337,414.81583,382.0546,416.31177
13356.672,349.52353,413.70078,381.61215,415.23096
13397.069,349.72415,412.6111,381.16763,414.1747
13436.567,349.8965,411.5463,380.7214,413.14255
13475.199,350.04187,410.50598,380.27393,412.13412
13512.999,350.1615,409.48935,379.82544,411.14865
13549.998,350.25653,408.49612,379.37634,410.18585
13586.229,350.32806,407.5257,378.92688,409.24493
13621.722,350.3773,406.57742,378.47736,408.32535
13656.503,350.4053,405.65085,378.02808,407.4268
13690.61,350.41315,404.7454,377.57928,406.54843
13724.064,350.4017,403.86053,377.1311,405.68994
13756.89,350.3721,402.99564,376.68387,404.85065
13789.121,350.3253,402.15005,376.23767,404.03006
13820.78,350.2621,401.3237,375.7929,403.22766
13851.884,350.1834,400.51556,375.3495,402.44293
13882.466,350.08997,399.7254,374.90768,401.67526
13912.543,349.9829,398.95245,374.46768,400.92432
13942.142,349.86273,398.19647,374.0296,400.18958
13971.275,349.7302,397.45682,373.5935,399.47052
13999.967,349.58618,396.7332,373.15967,398.76666
