Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
5592.4053,139.5597,252.16574,195.86272,254.0557
5728.753,141.57323,255.6052,198.5892,257.5
5864.331,143.70058,258.9117,201.30615,260.81073
5998.9805,145.9146,262.09067,204.00262,263.98468
6132.6777,148.19336,265.14355,206.66846,267.02237
6265.367,150.5209,268.06952,209.29521,269.92523
6396.96,152.88551,270.86703,211.87628,272.69473
6527.4893,155.27623,273.53345,214.40485,275.33066
6656.8955,157.68568,276.06668,216.87619,277.83307
6785.2275,160.10637,278.46402,219.28519,280.20038
6912.4873,162.5326,280.72348,221.62804,282.43127
7038.632,164.96011,282.84445,223.90228,284.52567
7163.7217,167.38419,284.82523,226.1047,286.48166
7287.717,169.80174,286.66595,228.23386,288.29956
7410.676,172.20885,288.36594,230.28738,289.9784
7532.608,174.60252,289.92554,232.26404,291.51834
7653.4727,176.98076,291.3463,234.16354,292.92096
7773.3135,179.34073,292.62802,235.98438,294.1858
7892.0947,181.68051,293.77325,237.72688,295.3154
8009.8696,183.99734,294.78284,239.39009,296.3106
8126.636,186.2891,295.65897,240.97403,297.17358
8243.134,188.51462,296.47266,242.49364,297.97134
8358.605,190.71571,297.15704,243.93637,298.64093
8473.082,192.88857,297.71878,245.30368,299.189
8586.581,195.03009,298.16324,246.59666,299.62115
8699.109,197.13765,298.49524,247.81644,299.94232
8810.674,199.20897,298.71918,248.96408,300.15695
8921.274,201.2421,298.8393,250.0407,300.2693
9030.909,203.23523,298.8596,251.04741,300.2835
9139.58,205.18684,298.78433,251.9856,300.2038
9247.282,207.09549,298.61755,252.85652,300.03418
9354.014,208.95993,298.36353,253.66173,299.77896
9459.772,210.77898,298.02646,254.40271,299.44235
9564.551,212.55156,297.6107,255.08112,299.02856
9668.351,214.2768,297.12036,255.69858,298.54193
9771.164,215.95378,296.55994,256.25687,297.98676
9872.987,217.58186,295.9337,256.75778,297.3673
9973.819,219.16034,295.24597,257.20316,296.6879
10073.656,220.68869,294.50092,257.5948,295.95273
10172.493,222.16649,293.7029,257.9347,295.16605
10270.335,223.59337,292.85608,258.22473,294.33197
10367.174,224.96909,291.9645,258.4668,293.45456
10463.0,226.29398,291.03183,258.6629,292.53735
10557.823,227.56789,290.0621,258.815,291.58438
10651.639,228.79077,289.0592,258.925,290.59946
10744.449,229.96275,288.02698,258.99487,289.58627
10836.262,231.08408,286.96893,259.0265,288.54837
10927.078,232.15498,285.8887,259.02185,287.48917
11016.897,233.17592,284.78964,258.9828,286.41202
11105.737,234.14737,283.67493,258.91113,285.32
11193.596,235.06989,282.54782,258.80884,284.21625
11280.481,235.94412,281.41125,258.67767,283.10355
11366.405,236.77083,280.26807,258.51944,281.98474
11451.374,237.55077,279.12106,258.3359,280.86243
11535.402,238.28477,277.97266,258.12872,279.7391
11618.495,238.97385,276.82547,257.89966,278.61713
11700.667,239.61891,275.68176,257.65033,277.4987
11781.93,240.2209,274.5437,257.3823,276.38596
11862.297,240.78105,273.41336,257.0972,275.28085
11941.779,241.30042,272.29263,256.7965,274.1852
12020.392,241.7801,271.1833,256.4817,273.1007
12098.153,242.22137,270.0871,256.15424,272.029
12175.074,242.62537,269.0055,255.81543,270.97153
12251.167,242.99345,267.93997,255.4667,269.92972
12326.451,243.32675,266.8919,255.10933,268.90472
12400.94,243.62671,265.86243,254.74457,267.89783
12474.651,243.89453,264.85272,254.37363,266.91003
12547.598,244.13155,263.8638,253.99768,265.94232
12619.793,244.33913,262.89655,253.61783,264.99557
12691.255,244.51855,261.9518,253.23518,264.07056
12761.997,244.67114,261.03043,252.85078,263.16806
12832.032,244.7983,260.13293,252.4656,262.28867
12901.378,244.90125,259.26004,252.08064,261.43298
12970.046,244.98135,258.4122,251.69678,260.60147
13038.05,245.03992,257.58994,251.31493,259.7946
13105.404,245.07823,256.7936,250.93591,259.01276
13172.116,245.09758,256.02356,250.56058,258.25626
13238.207,245.0992,255.28003,250.1896,257.5254
13303.681,245.0843,254.56332,249.82382,256.82034
13368.549,245.05417,253.87358,249.46387,256.1414
13432.825,245.00995,253.21095,249.11044,255.48859
13496.516,244.95279,252.57553,248.76416,254.86205
13559.634,244.8839,251.96735,248.42563,254.26186
13622.183,244.80432,251.38641,248.09537,253.6881
13684.179,244.71518,250.8328,247.77399,253.14062
13745.621,244.61755,250.30638,247.46198,252.61957
13806.518,244.51242,249.80707,247.15974,252.12477
13866.879,244.40082,249.33482,246.86783,251.65619
13926.706,244.28366,248.88947,246.58656,251.21371
13986.012,244.16196,248.47089,246.31642,250.79724
14044.791,244.03654,248.0789,246.05772,250.40662
14103.056,243.90834,247.71329,245.81082,250.04164
14160.805,243.7782,247.37393,245.57607,249.70216
14218.043,243.64685,247.06047,245.35367,249.38799
14274.772,243.51515,246.77275,245.14395,249.0989
14330.997,243.38374,246.51051,244.94713,248.83469
14386.718,243.25346,246.27351,244.76349,248.5951
14441.935,243.12488,246.0614,244.59314,248.3799
14496.65,242.99872,245.87393,244.43633,248.18881
14550.869,242.87553,245.7108,244.29317,248.02153
