Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
8473.034,236.85841,296.23843,266.54843,298.2389
8596.093,237.7457,295.97388,266.8598,297.96588
8710.432,238.60172,295.5755,267.08862,297.55978
8818.741,239.43114,295.06943,267.25027,297.04477
8922.687,240.23688,294.47598,267.35645,296.44168
9023.454,241.01945,293.809,267.4142,295.7658
9121.694,241.77954,293.07935,267.42944,295.02942
9217.953,242.51625,292.2945,267.40536,294.2407
9312.54,243.22873,291.46048,267.3446,293.40616
9405.607,243.9168,290.5827,267.24976,292.53134
9497.372,244.57912,289.66483,267.12198,291.61972
9587.747,245.20811,288.71497,266.96155,290.67853
9676.912,245.80418,287.73428,266.76923,289.70877
9764.939,246.36757,286.72516,266.54636,288.71246
9851.811,246.89825,285.691,266.29462,287.6926
9937.655,247.3967,284.6335,266.0151,286.65063
10022.424,247.863,283.55597,265.70947,285.5897
10106.224,248.29765,282.45996,265.3788,284.5111
10189.071,248.701,281.3479,265.02444,283.41702
10270.906,249.07318,280.22247,264.64783,282.31018
10351.829,249.41473,279.08505,264.24988,281.1917
10434.75,249.7046,277.9475,263.82605,280.0707
10516.469,249.96605,276.80054,263.3833,278.94073
10597.18,250.19853,275.64645,262.9225,277.80405
10677.014,250.40192,274.48743,262.44467,276.66272
10756.054,250.57619,273.32532,261.95074,275.51852
10834.359,250.72142,272.16202,261.4417,274.37326
10911.971,250.83809,270.9991,260.9186,273.22845
10988.925,250.92645,269.83826,260.38235,272.08563
11065.246,250.98712,268.6809,259.834,270.9462
11140.96,251.02069,267.52856,259.27463,269.8115
11216.085,251.02783,266.38248,258.70514,268.6828
11290.643,251.00926,265.244,258.12662,267.56128
11364.646,250.9658,264.11426,257.54004,266.44815
11438.116,250.89824,262.99432,256.9463,265.34436
11511.067,250.8074,261.88544,256.34644,264.251
11583.511,250.69412,260.7885,255.74132,263.16913
11655.469,250.55927,259.70453,255.1319,262.09955
11726.95,250.40372,258.63443,254.51907,261.04327
11797.975,250.22832,257.57913,253.90372,260.0011
11868.55,250.03401,256.5394,253.28671,258.97382
11938.694,249.82173,255.51611,252.66891,257.96225
12008.383,249.59258,254.50972,252.05115,256.9669
12077.643,249.34744,253.521,251.43422,255.98848
12146.482,249.08723,252.5506,250.81891,255.02765
12214.916,248.81279,251.59914,250.20596,254.08502
12282.962,248.52507,250.66724,249.59616,253.16107
12350.618,248.22507,249.7554,248.99023,252.25645
12417.901,247.91347,248.86409,248.38878,251.37155
12484.819,247.59142,247.9938,247.7926,250.50693
12551.375,247.25972,247.14496,247.20233,249.66289
12617.579,246.9193,246.318,246.61865,248.8399
12683.431,246.57104,245.51324,246.04214,248.03831
12748.943,246.21584,244.73105,245.47345,247.25851
12814.115,245.85461,243.9717,244.91315,246.50078
12878.954,245.48813,243.23553,244.36183,245.76538
12943.458,245.11731,242.52274,243.82002,245.05261
13007.631,244.74297,241.83357,243.28827,244.36276
13071.477,244.3659,241.1683,242.7671,243.69597
13134.995,243.987,240.52702,242.25702,243.05249
13198.1875,243.60692,239.90997,241.75845,242.4325
13261.053,243.22652,239.31728,241.2719,241.83612
13323.591,242.8465,238.74901,240.79776,241.26357
13385.8,242.46765,238.2053,240.33649,240.71489
13447.682,242.09064,237.68626,239.88846,240.1902
13509.232,241.71611,237.19194,239.45403,239.68964
13570.445,241.34485,236.72237,239.0336,239.21321
13631.324,240.9774,236.27757,238.62749,238.76099
13691.859,240.61446,235.85756,238.23601,238.33304
13752.056,240.2566,235.46231,237.85947,237.9293
13811.899,239.9044,235.09183,237.49811,237.54984
13871.394,239.55847,234.74602,237.15225,237.19463
13930.53,239.21933,234.42491,236.82211,236.86357
13989.303,238.88745,234.12833,236.50789,236.55669
14047.71,238.5634,233.85626,236.20984,236.27394
14105.741,238.24762,233.60854,235.92807,236.01517
14163.3955,237.94052,233.3851,235.66281,235.7803
14220.665,237.64261,233.18576,235.41418,235.56926
14277.539,237.35425,233.0104,235.18233,235.38193
14334.021,237.0758,232.85889,234.96735,235.21814
14390.104,236.80766,232.73096,234.76932,235.07777
14445.773,236.55019,232.62653,234.58835,234.96068
14501.023,236.30362,232.54533,234.42447,234.86661
14555.854,236.06833,232.48715,234.27774,234.79547
14610.259,235.84456,232.45181,234.1482,234.747
14664.228,235.63254,232.43907,234.0358,234.72102
14717.755,235.43251,232.44864,233.94058,234.71735
14770.836,235.24472,232.48029,233.8625,234.73564
14823.466,235.06932,232.5338,233.80156,234.7758
14875.636,234.9065,232.60881,233.75766,234.83745
14927.341,234.75635,232.7051,233.73071,234.92038
14978.574,234.61911,232.82234,233.72073,235.02437
15029.334,234.49478,232.96025,233.72751,235.14905
15079.61,234.38351,233.11852,233.751,235.29417
15129.4,234.28542,233.29681,233.7911,235.45949
15178.701,234.2005,233.49483,233.84766,235.6446
15227.505,234.12877,233.71225,233.9205,235.84923
15275.807,234.07033,233.94868,234.0095,236.07314
15323.606,234.02513,234.20389,234.1145,236.31589
15370.892,233.99321,234.47739,234.23529,236.57722
