Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
13322.897,345.37167,481.18332,413.2775,481.57825
13425.83,347.19223,480.27106,413.73163,480.70865
13510.974,348.8255,478.85886,413.84216,479.33704
13584.785,350.30847,477.12448,413.7165,477.6352
13650.98,351.6688,475.1944,413.43158,475.73157
13711.853,352.9278,473.1541,413.04095,473.7155
13768.686,354.0993,471.06293,412.58112,471.6498
13822.299,355.19452,468.95938,412.07697,469.57486
13873.176,356.22015,466.8691,411.54462,467.5178
13921.569,357.1804,464.81012,410.99524,465.49612
13967.7295,358.0795,462.79202,410.43576,463.51968
14011.757,358.9198,460.8226,409.87122,461.59488
14053.809,359.70444,458.90463,409.30453,459.7244
14093.9795,360.4357,457.04077,408.73822,457.90936
14132.306,361.11517,455.2325,408.17383,456.1507
14168.915,361.7459,453.47958,407.61273,454.4475
14203.828,362.32962,451.78214,407.05588,452.7996
14237.165,362.8696,450.13907,406.50433,451.2052
14268.974,363.3681,448.54898,405.95856,449.6628
14299.271,363.8271,447.0109,405.419,448.171
14328.167,364.24957,445.52206,404.8858,446.7269
14359.2705,364.5636,444.08167,404.32263,445.32758
14388.822,364.8448,442.68057,403.7627,443.9668
14417.066,365.09314,441.31906,403.20612,442.64462
14444.17,365.30914,439.99673,402.65295,441.36044
14470.232,365.4935,438.71262,402.10306,440.11343
14495.345,365.64706,437.46533,401.5562,438.90222
14519.5625,365.77106,436.2535,401.01227,437.7254
14542.957,365.8667,435.07605,400.47137,436.58194
14565.573,365.93524,433.93134,399.9333,435.47012
14587.464,365.97797,432.8181,399.39804,434.38876
14608.669,365.99634,431.7352,398.86578,433.33676
14629.231,365.99155,430.68137,398.33646,432.3128
14649.194,365.9648,429.65533,397.81006,431.31577
14668.592,365.91757,428.65625,397.28693,430.34448
14687.459,365.8509,427.6829,396.7669,429.398
14705.828,365.7659,426.7343,396.25012,428.47528
14723.732,365.6637,425.80948,395.73657,427.57547
14741.199,365.54544,424.9075,395.22647,426.69754
14758.264,365.412,424.02744,394.71973,425.84073
14774.943,365.26443,423.1686,394.21652,425.00418
14791.271,365.10358,422.33,393.7168,424.18713
14807.219,364.93088,421.51068,393.22076,423.38858
14822.816,364.74698,420.71002,392.72852,422.60785
14838.095,364.55264,419.92715,392.2399,421.8442
14853.074,364.34845,419.16132,391.75488,421.09705
14867.7705,364.13513,418.41205,391.2736,420.36572
14882.209,363.91342,417.67865,390.79602,419.64966
14896.404,363.68375,416.9604,390.32208,418.9481
14910.369,363.44687,416.25693,389.8519,418.26062
14924.121,363.20325,415.56747,389.38538,417.5868
14937.672,362.95346,414.8917,388.92258,416.926
14951.037,362.6979,414.22897,388.46344,416.27768
14964.223,362.43723,413.57892,388.00806,415.64157
14977.247,362.17175,412.94095,387.55634,415.01715
14990.117,361.90195,412.31467,387.1083,414.4039
15002.841,361.62823,411.69974,386.664,413.80157
15015.431,361.35092,411.09567,386.2233,413.20975
15027.895,361.07043,410.50223,385.78632,412.62805
15040.234,360.78708,409.9189,385.353,412.05624
15052.468,360.5011,409.34543,384.92328,411.49377
15064.594,360.21292,408.78146,384.4972,410.94055
15076.624,359.9227,408.22675,384.0747,410.39615
15088.564,359.63083,407.68097,383.65588,409.86044
15100.418,359.33746,407.14383,383.24066,409.333
15112.192,359.0429,406.6151,382.829,408.8137
15123.891,358.74722,406.09445,382.42084,408.3022
15135.521,358.4508,405.5817,382.01624,407.7984
15147.085,358.15372,405.0767,381.6152,407.3019
15158.589,357.85617,404.57904,381.2176,406.81274
15170.032,357.55838,404.0887,380.82355,406.3304
15181.424,357.26047,403.60538,380.43292,405.85504
15192.765,356.96262,403.12894,380.04578,405.38635
15204.059,356.66492,402.65918,379.66205,404.9241
15215.306,356.3675,402.1959,379.28168,404.46808
15226.509,356.07053,401.739,378.9048,404.0183
15237.676,355.77414,401.2884,378.53125,403.57455
15248.801,355.47842,400.84372,378.16107,403.1367
15259.893,355.1834,400.4051,377.79425,402.70447
15270.946,354.88928,399.97208,377.43066,402.27795
15281.97,354.5961,399.54486,377.0705,401.8569
15292.961,354.304,399.1231,376.71356,401.4412
15303.924,354.01297,398.7068,376.35986,401.03085
15314.856,353.72305,398.29584,376.00946,400.62567
15325.76,353.43445,397.88995,375.6622,400.22552
15336.64,353.1472,397.48926,375.31824,399.8303
15347.49,352.86124,397.09357,374.97742,399.43994
15358.319,352.5767,396.70282,374.63977,399.0545
15369.119,352.29364,396.31683,374.30524,398.67365
15379.899,352.01215,395.93555,373.97385,398.2975
15390.655,351.73224,395.559,373.64563,397.92578
15401.389,351.45392,395.187,373.32047,397.5586
15412.092,351.1772,394.81955,372.99835,397.19577
15422.778,350.9022,394.45648,372.67932,396.83737
15433.44,350.62894,394.09778,372.36334,396.48306
15444.086,350.35742,393.74338,372.0504,396.13318
15454.7,350.08765,393.3932,371.74042,395.7873
15465.298,349.81964,393.04715,371.4334,395.4455
15475.872,349.55353,392.70526,371.1294,395.10776
15486.424,349.28925,392.36743,370.82834,394.77393
