Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C
153.97,103.6,103.93,103.63,103.9402487190048
299.3376530612245,103.6,104.25226892128279,103.68230042274052,104.26390375325842
444.705306122449,103.6,104.58648042176871,103.74572549659864,104.59373574604042
590.0729591836736,103.6,104.9452573979592,103.8234874052478,104.94506005711025
735.440612244898,103.600764707483,105.31747066666667,103.90764707482994,105.34827188531
880.8082653061225,103.61048834287696,105.79246377234033,104.00586011452357,105.81300943222043
1026.175918367347,103.62086970845482,106.2717460058309,104.13043650145772,106.31308211013499
1171.5435714285716,103.63233914285713,106.77315685714285,104.25754357142857,106.81533015028157
1316.911224489796,103.65276669096211,107.29611151603498,104.4029112244898,107.32833856411258
1462.2788775510205,103.6836557755102,107.83530142857143,104.55315324489796,107.89684927503599
1607.646530612245,103.71389900874635,108.51433364431487,104.7375455393586,108.54341281910423
1753.0141836734695,103.75679077988339,109.20642907434402,104.9285212755102,109.25975698304579
1898.3818367346942,103.80975273469387,109.95328737414965,105.1490109387755,110.02456003947557
2043.7494897959186,103.8684640670554,110.75003287172012,105.38385626822156,110.82874415910436
2189.117142857143,103.93339580952382,111.57740076190477,105.63855980952381,111.67670769905828
2334.484795918367,104.0131687973761,112.49022477405248,105.92096959183672,112.57080856984682
2479.852448979592,104.10661943148689,113.43096714285714,106.21724470845481,113.52860340144743
2625.2201020408165,104.20497608163265,114.47143545578231,106.54700958503402,114.56494651082797
2770.587755102041,104.32278950437318,115.5951055393586,106.90836851311954,115.69053611156161
2915.9554081632655,104.44982504761904,116.76825047619047,107.29160550340136,116.92473597988955
3061.3230612244897,104.58927470845481,118.12566578717201,107.71392083090379,118.25937216714348
3206.6907142857144,104.74736081632653,119.50223704081634,108.16741234693878,119.67216103863403
3352.0583673469387,104.92074448979592,120.95834424489796,108.65701012244898,121.1382882670597
3497.4260204081634,105.11536388483965,122.483360787172,109.18415379008746,122.66896980541634
3642.793673469388,105.31948363265306,124.1298352244898,109.74293342857143,124.30864687242727
3788.1613265306123,105.54856227405247,126.07873781341108,110.36372596938776,126.07392737046719
3933.528979591837,105.80341096209912,128.0336412244898,111.02917440233237,127.97242878684992
4078.8966326530613,106.07979326530612,129.99760109523808,111.73448316326531,129.99680075213323
4224.264285714286,106.3762806122449,131.96644387755103,112.46994948979592,132.13686050188272
4369.631938775511,106.69647452380953,134.1139957346939,113.25466524489796,134.39602203119398
4514.999591836735,107.04542752186589,136.6445643148688,114.11185463556852,136.76457310073386
4660.36724489796,107.42585395043731,139.1814267857143,115.02138709183673,139.25147933562192
4805.734897959184,107.83520469387756,141.72363621768707,115.97834831292518,141.85868890901205
4951.102551020409,108.27803658892128,144.2710235787172,116.9730823250729,144.58385272883524
5096.470204081634,108.74839869387755,147.04335640816328,118.02527553741497,147.43829547784895
5241.8378571428575,109.25426647959183,150.18193091836736,119.13586887755103,150.4140925628876
5387.205510204082,109.79522125364431,153.31771886297378,120.30084565597667,153.51592109443854
5532.573163265307,110.36819753061225,156.45908520408165,121.52372920408163,156.73958111612
5677.940816326532,110.9750278425656,159.6112862973761,122.79161443148689,160.07670090918532
5823.308469387755,111.62281895918368,162.97061953061225,124.12540740816327,163.53165206786443
5968.67612244898,112.30947517492712,166.6247139358601,125.5367612244898,167.0902064275389
6114.043775510205,113.04308540087465,170.28396091107874,127.0118819606414,170.74754293740324
6259.4114285714295,113.81758247619048,173.95272876190478,128.5420826666667,174.49116676934136
6404.779081632654,114.6359917638484,177.62250112973763,130.12291126093294,178.30629357969613
6550.146734693878,115.50569997278912,181.41478140136056,131.767302122449,182.18628368676818
6695.514387755103,116.41984352040816,185.35967623906708,133.4737787682216,186.1160540311507
6840.882040816327,117.38384241982509,189.31014696793005,135.23169364431487,190.0872230919256
6986.249693877552,118.39056450340136,193.2700083197279,137.02107955782313,194.08801808573995
7131.617346938777,119.43747048104957,197.22532798833822,138.8252168367347,198.1065310922526
7276.985000000001,120.53441733333334,201.17032633333335,140.664208,202.13233191834652
7422.352653061225,121.6768212244898,205.12016862973763,142.54834915451897,206.15302473839324
7567.72030612245,122.86082539358601,209.07097973760935,144.47995839650147,210.15498100144805
7713.087959183675,124.09542897959184,213.02119248979594,146.45614130612248,214.12384262776393
7858.4556122448985,125.38010051020409,216.97093804664723,148.47237857142858,218.04841354120737
8003.823265306123,126.70969559183673,220.77218938775513,150.51816881632652,221.91255414154128
8149.190918367348,128.08505528425658,224.45125607871722,152.578785196793,225.71228248832978
