Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
12033.788,257.8309,291.09247,274.46167,293.23126
12148.354,258.39713,290.78647,274.5918,292.94666
12248.199,258.87057,290.24963,274.56012,292.42822
12338.286,259.27274,289.55945,274.41608,291.74918
12421.859,259.61914,288.7711,274.19513,290.96597
12500.818,259.92084,287.92365,273.92224,290.12054
12576.499,260.18576,287.04352,273.61462,289.2419
12649.679,260.41913,286.14883,273.284,288.3502
12720.782,260.62485,285.25223,272.93854,287.45908
12790.215,260.80554,284.36172,272.58362,286.57703
12858.124,260.96326,283.48306,272.22314,285.7098
12924.738,261.09967,282.61996,271.8598,284.8607
12990.162,261.21585,281.77515,271.49548,284.03186
13054.386,261.3132,280.95056,271.1319,283.2248
13117.559,261.39273,280.14752,270.77014,282.44022
13179.643,261.45554,279.36707,270.41132,281.67865
13240.758,261.5026,278.60983,270.0562,280.94028
13300.931,261.53482,277.87628,269.70557,280.2253
13360.101,261.55334,277.1665,269.35992,279.5336
13418.379,261.559,276.48062,269.0198,278.8649
13475.707,261.5526,275.8183,268.68546,278.21887
13536.432,261.496,275.1949,268.34546,277.60577
13595.934,261.4304,274.59116,268.01077,277.012
13654.4795,261.35574,274.00876,267.68225,276.43903
13712.236,261.2723,273.44867,267.36047,275.88773
13769.311,261.18042,272.9113,267.04584,275.35858
13825.76,261.08044,272.39682,266.73865,274.8517
13881.636,260.97296,271.9052,266.4391,274.36716
13936.968,260.8586,271.4364,266.14752,273.90472
13991.772,260.73804,270.99026,265.86414,273.46436
14046.078,260.61194,270.56662,265.5893,273.04584
14099.893,260.48102,270.16528,265.32315,272.64902
14153.231,260.346,269.78622,265.0661,272.2737
14206.101,260.2076,269.42905,264.81833,271.9197
14258.516,260.0665,269.0937,264.58008,271.58685
14310.476,259.92334,268.77988,264.35162,271.27487
14361.993,259.77884,268.48743,264.13312,270.98364
14413.076,259.63358,268.2161,263.92484,270.71295
14463.724,259.48813,267.96573,263.72693,270.46262
14513.942,259.3431,267.736,263.53955,270.2324
14563.739,259.19913,267.5267,263.3629,270.0221
14613.12,259.05664,267.33768,263.19714,269.83154
14662.032,258.91663,267.16827,263.04245,269.66022
14710.495,258.77942,267.01828,262.89886,269.5079
14758.517,258.64542,266.8875,262.76648,269.37442
14806.096,258.51505,266.77563,262.64532,269.25952
14853.24,258.3886,266.68243,262.53552,269.163
14899.953,258.26666,266.6077,262.4372,269.0845
14946.228,258.1494,266.55103,262.35022,269.0239
14992.07,258.03723,266.51227,262.27475,268.98087
15037.48,257.93045,266.491,262.21072,268.9551
15082.457,257.8294,266.4871,262.15826,268.94647
15126.996,257.7343,266.50012,262.11722,268.9546
15171.102,257.64548,266.52994,262.0877,268.97922
15214.777,257.56314,266.5761,262.06964,269.02014
15258.006,257.4875,266.63846,262.063,269.07706
15300.802,257.41876,266.71667,262.06772,269.14966
15343.162,257.35715,266.81042,262.0838,269.23773
15385.079,257.30276,266.91946,262.1111,269.341
15426.56,257.25586,267.0435,262.14966,269.4592
15467.593,257.21652,267.1822,262.19934,269.59198
15508.184,257.1848,267.33533,262.26007,269.73917
15548.335,257.16092,267.5026,262.33176,269.90048
15588.044,257.1449,267.6837,262.4143,270.07556
15627.303,257.13687,267.87833,262.5076,270.26422
15666.115,257.13684,268.08627,262.61157,270.4662
15704.486,257.14487,268.3072,262.726,270.68115
15742.41,257.161,268.5408,262.8509,270.90894
15779.886,257.18533,268.78683,262.98608,271.1491
15816.914,257.21774,269.045,263.13138,271.40146
15853.496,257.25836,269.3151,263.28674,271.66583
15889.63,257.3071,269.59668,263.4519,271.94183
15925.314,257.364,269.88968,263.62683,272.22928
15960.551,257.42902,270.19363,263.81134,272.52783
15995.342,257.50217,270.50845,264.0053,272.83725
16029.683,257.58328,270.83368,264.2085,273.1573
16063.577,257.67245,271.1692,264.42084,273.48764
16097.028,257.76956,271.51462,264.6421,273.82812
16130.026,257.87454,271.86978,264.87216,274.1784
16162.581,257.98734,272.2343,265.11084,274.5383
16194.694,258.10785,272.60803,265.35794,274.90747
16226.36,258.23602,272.99066,265.61334,275.2857
16257.587,258.3718,273.382,265.8769,275.67273
16288.366,258.515,273.78165,266.14832,276.0683
16318.706,258.6656,274.18945,266.42752,276.47217
16348.608,258.82352,274.6052,266.71436,276.8841
16378.078,258.98853,275.02856,267.00854,277.30386
16407.105,259.16064,275.45932,267.31,277.73117
16435.697,259.33972,275.89728,267.6185,278.16583
16463.86,259.52557,276.34216,267.93387,278.60757
16491.592,259.71817,276.79367,268.25592,279.0562
16518.896,259.9174,277.2517,268.58453,279.51144
16545.775,260.12305,277.71594,268.9195,279.97305
16572.225,260.33505,278.1862,269.26062,280.4409
16598.256,260.55325,278.6622,269.60773,280.91464
16623.863,260.77756,279.14377,269.96066,281.3941
16649.064,261.0078,279.6307,270.31927,281.8791
16673.842,261.2439,280.1227,270.6833,282.36935
16698.21,261.48566,280.61966,271.05267,282.86472
16722.17,261.73294,281.12134,271.42712,283.36493
