Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
9929.089,203.36514,298.60895,250.98705,299.8266
10057.816,205.17238,297.90778,251.54007,299.14294
10178.829,206.99785,297.23224,252.11505,298.48642
10294.03,208.82324,296.54932,252.68628,297.8179
10404.706,210.63289,295.84048,253.2367,297.11853
10511.886,212.41565,295.09192,253.75378,296.37634
10616.17,214.16147,294.29935,254.23041,295.58905
10718.103,215.86429,293.45847,254.66138,294.75446
10818.018,217.51903,292.57007,255.04456,293.87448
10916.082,219.12155,291.63788,255.37971,292.95343
11012.536,220.6704,290.66336,255.66687,291.9933
11107.43,222.16347,289.6521,255.90778,290.9994
11200.917,223.60077,288.60675,256.10376,289.97424
11293.045,224.98184,287.53165,256.25674,288.92197
11383.788,226.30623,286.4325,256.36935,287.84772
11473.244,227.57487,285.31204,256.44345,286.75403
11561.366,228.78769,284.17548,256.48157,285.64566
11648.236,229.9462,283.0252,256.48572,284.5248
11733.836,231.05147,281.86395,256.4577,283.394
11818.112,232.10391,280.69608,256.4,282.25732
11901.16,233.10472,279.52365,256.31418,281.11676
11986.517,234.02094,278.38574,256.20334,280.00565
12070.256,234.89003,277.25037,256.0702,278.89752
12152.616,235.71202,276.12082,255.91641,277.79553
12233.753,236.4873,275.00012,255.74371,276.7025
12313.7705,237.21654,273.89078,255.55365,275.62103
12392.736,237.9006,272.79526,255.34793,274.55334
12470.698,238.54062,271.7156,255.12811,273.50137
12547.695,239.13777,270.6536,254.89569,272.4669
12623.748,239.69342,269.61096,254.65219,271.4514
12698.889,240.20894,268.5891,254.39902,270.45618
12773.129,240.68576,267.5894,254.13757,269.48257
12846.497,241.12547,266.61298,253.86923,268.53156
12918.999,241.52951,265.66086,253.59518,267.60416
12990.661,241.89943,264.73398,253.31671,266.70117
13061.497,242.23672,263.83316,253.03494,265.82336
13131.524,242.54298,262.95908,252.75104,264.9714
13200.755,242.8197,262.1123,252.466,264.14587
13269.212,243.0684,261.29343,252.18091,263.3472
13336.907,243.29057,260.50284,251.8967,262.57584
13403.861,243.4877,259.7409,251.6143,261.83212
13470.083,243.66124,259.00793,251.3346,261.11636
13535.55,243.81299,258.30383,251.05841,260.4285
13600.292,243.94435,257.62878,250.78656,259.7687
13664.319,244.05663,256.98288,250.51974,259.1371
13727.652,244.15114,256.36627,250.2587,258.53372
13790.308,244.22916,255.77887,250.00401,257.95865
13852.295,244.29202,255.22067,249.75635,257.41174
13913.622,244.34096,254.6915,249.51624,256.89297
13974.307,244.3772,254.19133,249.28427,256.4022
14034.353,244.40195,253.71991,249.06093,255.93922
14093.77,244.41629,253.27707,248.84668,255.50397
14152.572,244.42146,252.86253,248.642,255.09613
14210.76,244.4184,252.4761,248.44725,254.71548
14268.349,244.40825,252.11751,248.26288,254.36182
14325.345,244.39197,251.78635,248.08916,254.03488
14381.745,244.37053,251.48239,247.92645,253.73433
14437.563,244.34488,251.20529,247.77509,253.4599
14492.808,244.31584,250.9547,247.63527,253.21121
14547.48,244.28435,250.73022,247.5073,252.98802
14601.584,244.25114,250.53152,247.39133,252.78993
14655.124,244.21703,250.35818,247.2876,252.61662
14708.105,244.18274,250.20987,247.1963,252.46773
14760.532,244.14891,250.0861,247.11751,252.34283
14812.404,244.11633,249.98657,247.05145,252.24164
14863.7295,244.0855,249.91078,246.99814,252.16373
14914.509,244.05707,249.85835,246.9577,252.10873
14964.741,244.03159,249.82887,246.93024,252.07626
15014.4375,244.00958,249.82193,246.91576,252.06593
15063.59,243.99156,249.83705,246.9143,252.07733
15112.207,243.97794,249.87386,246.9259,252.11012
15160.283,243.96921,249.9319,246.95056,252.16385
15207.828,243.96573,250.01077,246.98825,252.23808
15254.839,243.96788,250.11002,247.03894,252.3325
15301.316,243.97603,250.2292,247.10262,252.44667
15347.26,243.99046,250.36795,247.1792,252.58018
15392.672,244.0115,250.52582,247.26866,252.73265
15437.557,244.03935,250.70233,247.37085,252.90364
15481.913,244.07433,250.89708,247.4857,253.09282
15525.739,244.11661,251.1097,247.61316,253.29971
15569.036,244.16644,251.33972,247.75308,253.52399
15611.806,244.22389,251.58672,247.9053,253.7652
15654.051,244.28922,251.85031,248.06976,254.02298
15695.769,244.36246,252.13011,248.24628,254.29695
15736.965,244.44382,252.42563,248.43472,254.58669
15777.635,244.53334,252.7365,248.63492,254.89182
15817.782,244.6311,253.06233,248.84671,255.21194
15857.403,244.73723,253.40274,249.06998,255.5467
15896.509,244.85162,253.75728,249.30444,255.8957
15935.092,244.97447,254.12561,249.55005,256.25858
15973.154,245.1057,254.5073,249.80649,256.63492
16010.703,245.24529,254.90198,250.07364,257.02444
16047.734,245.3933,255.30931,250.3513,257.42667
16084.25,245.54967,255.72884,250.63925,257.84128
16120.253,245.71437,256.16028,250.93732,258.26794
16155.748,245.88736,256.6032,251.24529,258.70624
16190.728,246.06856,257.0573,251.56293,259.15585
16225.203,246.25792,257.5222,251.89005,259.61646
16259.173,246.45535,257.99747,252.22641,260.08768
16292.637,246.66078,258.48285,252.57181,260.56918
