Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C
161.0,100.0,106.51,100.17,106.70833333333331
306.2959183673469,100.0,112.49942063492064,100.41215986394558,112.76232993197277
451.59183673469386,100.0,118.50112925170068,100.69118367346938,118.81632653061223
596.8877551020407,100.0,124.50757653061224,101.02060204081633,124.87032312925169
742.1836734693877,100.0,130.52121315192744,101.39191383219955,130.92431972789117
887.4795918367347,100.0,136.52854308390022,101.78907879818594,136.9783163265306
1032.7755102040815,100.0,142.55025170068026,102.21689455782312,143.03231292517003
1178.0714285714284,100.0,148.56870833333332,102.66097023809525,149.0863095238095
1323.3673469387754,100.0,154.5870022675737,103.13455782312926,155.14030612244895
1468.6632653061224,100.0,160.60871088435374,103.6188775510204,161.1943027210884
1613.9591836734694,100.0,166.627806122449,104.13751700680272,167.24829931972786
1759.2551020408162,100.0,172.65758673469387,104.67026870748299,173.30229591836732
1904.5510204081631,100.0,178.67736734693878,105.2239081632653,179.35629251700678
2049.8469387755104,100.0,184.70875056689343,105.79538775510204,185.4102891156462
2195.142857142857,100.0,190.74660317460317,106.37657142857144,191.46428571428567
2340.438775510204,100.0,196.7656292517007,106.97099489795919,197.51828231292512
2485.734693877551,100.0,202.7873378684807,107.57639455782314,203.57227891156458
2631.030612244898,100.0,208.81627040816326,108.1943018707483,209.62627551020404
2776.326530612245,100.0,214.84408843537415,108.8389693877551,215.6802721088435
2921.622448979592,100.0,220.86583163265306,109.49285289115646,221.73426870748295
3066.918367346939,100.0,226.89561224489796,110.16239229024944,227.7882653061224
3212.2142857142853,100.0,232.92539285714284,110.8485119047619,233.84226190476184
3357.5102040816323,100.0,238.97517346938773,111.51842346938776,239.8962585034013
3502.8061224489793,100.0,245.00263151927436,112.2097403628118,245.95025510204076
3648.1020408163263,100.0,251.02473469387752,112.90491836734694,252.00425170068021
3793.3979591836733,100.0,257.0545153061224,113.62198979591837,258.0582482993197
3938.6938775510203,100.0,263.08429591836733,114.3484693877551,264.11224489795916
4083.9897959183672,100.0,269.11407653061224,115.0987806122449,270.1662414965986
4229.285714285714,100.0,275.15190476190475,115.84947619047618,276.2202380952381
4374.581632653061,100.0,281.203637755102,116.60017176870748,282.27423469387753
4519.877551020408,100.0,287.2334183673469,117.35302721088436,288.328231292517
4665.173469387755,100.0,293.26319897959183,118.11225850340136,294.38222789115645
