Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C
183.52,100.0,201.27,113.62,201.27222222222224
328.5861224489796,100.0,202.28407029478458,115.72940090702949,202.28295918367346
473.65224489795924,100.0,203.2914739229025,117.46213514739229,203.29036281179137
618.7183673469387,100.0,204.29512204081632,118.95058489795919,204.2958886848073
763.7844897959184,100.0,205.29961451247166,120.26224816326531,205.3018367346939
908.850612244898,100.0004442917357,206.3073205057986,121.49176342315556,206.30939154541633
1053.9167346938775,100.0116898185941,207.32122732426305,122.61474587301588,207.32004676870753
1198.9828571428573,100.01974904761904,208.32863095238096,123.68662333333333,208.32745039682544
1344.0489795918368,100.04342482993198,209.33213044217686,124.66528078231292,209.33290195578232
1489.1151020408163,100.0752050340136,210.33677154195013,125.6063614739229,210.33892431972788
1634.181224489796,100.12445051020408,211.34476857142857,126.5158675510204,211.34662464852607
1779.2473469387755,100.1898596371882,212.35824546485262,127.40249811791382,212.3570649092971
1924.313469387755,100.27054231292517,213.36562649659865,128.26474523809523,213.36445723922907
2069.379591836735,100.36940969387754,214.36900051020407,129.10665102040818,214.3698460600907
2214.4457142857145,100.48811539682539,215.3737896825397,129.92586206349205,215.37594246031745
2359.511836734694,100.62868047619048,216.38208285714288,130.73939942176872,216.383790861678
2504.5779591836736,100.80020639455782,217.39526360544218,131.54136455782313,217.39408304988666
2649.644081632653,100.97870411564625,218.40249656462586,132.32328044217687,218.40140134353746
2794.7102040816326,101.18681530612244,219.4058705782313,133.10645442176872,219.4067901643991
2939.7763265306126,101.41379387755102,220.41080782312926,133.8738874829932,220.412960600907
3084.842448979592,101.65734928571429,221.41939714285715,134.63204785714288,221.42095707482994
3229.9085714285716,101.92023888888889,222.43228174603175,135.38977761904763,222.43110119047623
3374.974693877551,102.20294938775511,223.43936663265308,136.13832969387755,223.43834544784585
3520.0408163265306,102.49917176870748,224.4427406462585,136.87574914965987,224.4437342687075
3665.10693877551,102.81690430839002,225.44782596371883,137.6114573015873,225.44997874149658
3810.17306122449,103.14445989795918,226.45671142857145,138.3455880612245,226.45812328798186
3955.2391836734696,103.4964735600907,227.46929988662134,139.07869591836734,227.46811933106582
4100.305306122449,103.853413707483,228.4762367006803,139.80402653061225,228.47528955215424
4245.371428571429,104.22816785714286,229.4796107142857,140.52586785714286,229.48067837301588
4390.437551020409,104.61221888888889,230.4848441043084,141.24096900226758,230.48699688208615
4535.503673469389,105.01067707482994,231.49402571428573,141.96001836734695,231.49528950113378
4680.569795918368,105.42169775510204,232.5063180272109,142.67900789115646,232.5051374716554
4825.635918367348,105.8345630952381,233.5131067687075,143.38883493197278,233.51223365646263
4970.702040816327,106.26160612244898,234.51648078231293,144.10207670068027,234.51762247732427
5115.768163265307,106.7008193877551,235.52186224489796,144.81732591836735,235.5240150226757
5260.834285714286,107.14822523809524,236.53134,145.53044904761904,236.53245571428573
5405.900408163266,107.607601292517,237.54333616780048,146.23853535147393,237.54215561224495
5550.966530612245,108.0692662244898,238.54997683673471,146.95275489795918,238.54917776077102
5696.032653061226,108.54073112244899,239.55335085034014,147.6582855442177,239.55456658163266
5841.098775510205,109.01866258503402,240.55888038548756,148.36937179138323,240.5610331632653
5986.164897959185,109.50221632653061,241.5686542857143,149.07976908163266,241.56962192743765
6131.231020408164,109.98953290249433,242.58035430839004,149.7911294331066,242.57917375283452
6276.297142857144,110.48479,243.58684690476193,150.49851952380953,243.5861218650794
6421.363265306123,110.99252142857144,244.59022091836735,151.2044943877551,244.59151068594105
6566.429387755103,111.50025285714285,245.59589852607712,151.91543256235826,245.59805130385487
6711.495510204082,112.01198391156463,246.60596857142858,152.62597792517005,246.60678814058957
6856.561632653062,112.52977469387754,247.6173724489796,153.33719020408162,247.6161918934241
7001.627755102041,113.04662445578231,248.62371697278914,154.03792952380954,248.6230659693878
7146.693877551021,113.56644472789115,249.62709098639456,154.71490476190476,249.62845479024944
7291.760000000001,114.08381333333334,250.6329166666667,155.39188,250.63506944444444
7436.826122448981,114.60552911564626,251.64328285714288,156.06885523809524,251.64395435374152
7581.89224489796,115.13308310657597,252.65439058956918,156.75018560090703,252.65321003401365
7726.95836734694,115.65934734693877,253.66058704081635,157.43642724489797,253.66001007369618
7872.024489795919,116.19125646258503,254.66396105442178,158.11978095238098,254.66539889455782
8017.090612244899,116.7231655782313,255.66993480725623,158.8071551473923,255.672087585034
8162.156734693878,117.25996275510204,256.68059714285715,159.4986194897959,256.6811205668934
8307.222857142857,117.80163507936507,257.69140873015874,160.18535793650793,257.6902281746032
8452.288979591838,118.33889292517007,258.69745710884354,160.87174765306122,258.69695417800455
8597.355102040818,118.87695663265306,259.70083112244896,161.5669663265306,259.7023429988662
8742.421224489797,119.42370240362813,260.7069529478458,162.26262362811792,260.7091057256236
8887.487346938777,119.97528482993198,261.7179114285714,162.95927217687074,261.7182867800454
9032.553469387756,120.52642421768708,262.7284268707483,163.65547768707484,262.72724631519276
9177.619591836736,121.07745843537415,263.73432717687075,164.35157802721088,263.73389828231296
9322.685714285715,121.63354523809525,264.7377011904762,165.05273095238095,264.7392871031746
9467.751836734695,122.18963204081633,265.7439710884354,165.75388387755103,265.74612386621317
9612.817959183674,122.74571884353742,266.7552257142857,166.45503680272108,266.7554529931973
9757.884081632654,123.3070492063492,267.7654450113379,167.16143328798185,267.7642644557823
9902.950204081633,123.86789244897959,268.77119724489796,167.86734265306123,268.7708423866213
10048.016326530613,124.42964874248455,269.77214565162166,168.57381437886357,269.77501840404216
10193.082448979592,125.00026965986395,270.7775170068027,169.2832919727891,270.78140589569165
10338.148571428572,125.57041523809524,271.78904,169.98838476190477,271.7908692063492
10483.214693877551,126.14134684807256,272.7989909297052,170.70056154195012,272.79954648526075
10628.28081632653,126.71176653061225,273.8046089795918,171.41604734693877,273.806057324263
10773.34693877551,127.28738775510205,274.80798299319724,172.12928911564626,274.8114461451247
10918.41306122449,127.86765224489795,275.8145351473923,172.8457090249433,275.8184240362812
11063.479183673471,128.4479167346939,276.8263542857143,173.56077265306124,276.82803541950113
11208.54530612245,129.02818122448983,277.83600907029484,174.2769184580499,277.8365646258504
11353.61142857143,129.60844571428572,278.8414790476191,174.99805714285716,278.8430014285714
11498.67755102041,130.19660000000002,279.8448530612245,175.72338775510204,279.8483902494331
11643.74367346939,130.77897469387756,280.85155328798186,176.4420659410431,280.8554421768708
11788.809795918369,131.36630666666667,281.8636685714286,177.16404897959185,281.86520163265305
11933.875918367348,131.96171210884353,282.8730272108844,177.88937959183676,282.87358276643994
12078.942040816328,132.55601333333334,283.87834911564624,178.62095537414967,283.8799455328798
12224.008163265307,133.14836666666667,284.88172312925167,179.35004081632653,284.88533435374154
12369.074285714287,133.7441942857143,285.8885714285714,180.07537142857143,285.89246031746035
12514.140408163266,134.3455850340136,286.9009828571429,180.80821374149662,286.902367845805
12659.206530612246,134.95002721088434,287.91004535147397,181.54243301587303,287.9106009070295
12804.272653061225,135.54778000000002,288.91521918367346,182.27136326530612,288.9168896371882
12949.338775510205,136.15768979591837,289.9185931972789,183.00547210884355,289.9222784580499
13094.404897959184,136.7633537414966,290.925589569161,183.7465139229025,290.9294784580499
13239.471020408164,137.36779591836734,291.93829714285715,184.48531102040818,291.9395340589569
13384.537142857143,137.9789346031746,292.94706349206353,185.21938222222224,292.94761904761907
13529.603265306123,138.57954666666666,293.95208925170067,185.93374911564626,293.95383374149657
13674.669387755102,139.1626775510204,294.9554632653061,186.63490204081634,294.9592225623583
13819.735510204082,139.75048290249433,295.96260770975056,187.34359582766442,295.9664965986395
13964.801632653061,140.34160666666665,296.9756114285714,188.0556080272109,296.9767002721088
14109.867755102041,140.9374563265306,297.9840816326531,188.76535346938775,297.98463718820864
14254.933877551022,141.53131333333334,298.9889593197279,189.47709156462585,298.990777845805
14400.0,142.12,300.0,190.19,300.0
