Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
4963.4004,223.52332,331.5984,277.56085,334.33047
5102.5664,225.01936,334.96997,279.99466,337.65094
5237.8003,226.54282,338.06757,282.30518,340.6981
5370.5913,228.08798,340.94888,284.51843,343.524
5501.746,229.65286,343.6535,286.6532,346.1682
5631.652,231.23726,346.2082,288.72272,348.65927
5760.588,232.8392,348.63013,290.73468,351.01627
5888.5967,234.45847,350.92993,292.6942,353.25177
6015.768,236.09245,353.11392,294.60318,355.37314
6142.092,237.73964,355.185,296.4623,357.38422
6267.4976,239.39903,357.14542,298.27222,359.2876
6392.018,241.06758,358.99554,300.03156,361.0838
6515.5786,242.74414,360.736,301.74005,362.77338
6638.2114,244.42581,362.36655,303.39618,364.35596
6759.89,246.11055,363.88733,304.99893,365.83148
6880.5474,247.79726,365.29916,306.54822,367.20065
7000.219,249.48326,366.6021,308.0427,368.4632
7118.8423,251.1675,367.79745,309.48248,369.62054
7236.447,252.84766,368.8857,310.8667,370.67276
7353.016,254.52205,369.86786,312.19495,371.62094
7468.496,256.18994,370.74573,313.46783,372.46692
7583.3643,257.81754,371.54813,314.68283,373.2372
7697.0947,259.4361,372.24792,315.842,373.907
7809.706,261.0428,372.84937,316.94608,374.48038
7921.1924,262.63513,373.35593,317.99554,374.96082
8031.549,264.21103,373.77078,318.9909,375.3515
8140.7656,265.76862,374.09692,319.93277,375.6555
8248.83,267.30624,374.33716,320.82172,375.87555
8355.732,268.8224,374.49445,321.65842,376.01474
8461.467,270.31555,374.57166,322.4436,376.0759
8566.023,271.78455,374.57184,323.1782,376.06204
8669.394,273.22812,374.49808,323.8631,375.97623
8771.575,274.64508,374.3534,324.49924,375.82144
8872.56,276.0344,374.14093,325.08765,375.60095
8972.344,277.39514,373.86392,325.62952,375.3178
9070.923,278.72623,373.52542,326.12582,374.97507
9168.294,280.02695,373.1287,326.57782,374.57596
9264.455,281.2964,372.67688,326.98663,374.12366
9359.408,282.53387,372.17307,327.35345,373.62115
9453.151,283.7387,371.62033,327.6795,373.07153
9545.684,284.9104,371.02188,327.96613,372.4779
9637.009,286.04828,370.38074,328.2145,371.84314
9727.121,287.15225,369.69943,328.42584,371.17
9816.027,288.2218,368.98108,328.60144,370.4613
9903.73,289.25662,368.2285,328.74255,369.71985
9990.237,290.25632,367.4443,328.8503,368.94827
10075.559,291.22083,366.63135,328.9261,368.14932
10159.699,292.15,365.79218,328.97107,367.3254
10242.666,293.04355,364.9293,328.98642,366.4789
10324.478,293.90167,364.04498,328.97333,365.6123
10405.137,294.72427,363.14185,328.93304,364.72778
10484.658,295.5115,362.22183,328.86667,363.82748
10563.056,296.2636,361.2872,328.7754,362.91345
10640.339,296.9806,360.34003,328.6603,361.98764
10716.527,297.6629,359.38214,328.52252,361.05197
10791.635,298.3107,358.41547,328.3631,360.10815
10865.676,298.9244,357.4417,328.18304,359.1579
10938.666,299.50436,356.46265,327.98352,358.20282
11010.627,300.05115,355.47974,327.76544,357.2444
11081.574,300.56497,354.49454,327.52975,356.28403
11151.528,301.04657,353.50836,327.27747,355.32306
11220.504,301.4963,352.52255,327.00943,354.3627
11288.523,301.91486,351.53842,326.72662,353.40417
11355.606,302.30283,350.5569,326.42987,352.4485
11421.771,302.66074,349.57925,326.12,351.4967
11487.044,302.9893,348.60645,325.79785,350.54965
11551.441,303.28915,347.63934,325.46423,349.60834
11614.984,303.56094,346.67877,325.11987,348.67352
11677.693,303.80545,345.72556,324.7655,347.7459
11739.592,304.0233,344.7804,324.40186,346.8261
11800.701,304.21524,343.844,324.0296,345.91486
11861.037,304.38202,342.91687,323.64944,345.01263
11920.626,304.5244,341.99963,323.26202,344.11996
11979.486,304.64307,341.0928,322.86792,343.23737
12037.642,304.73874,340.19672,322.4677,342.3652
12095.109,304.8123,339.3119,322.06207,341.5038
12151.908,304.86435,338.43863,321.6515,340.65363
12208.062,304.89575,337.57718,321.23645,339.8148
12263.592,304.9072,336.728,320.8176,338.9877
12318.509,304.8994,335.8912,320.39532,338.17258
12372.839,304.8732,335.06702,319.9701,337.36954
12426.598,304.82925,334.25568,319.54248,336.5788
12479.803,304.7683,333.45734,319.11282,335.80054
12532.471,304.69104,332.67203,318.68152,335.0348
12584.624,304.59824,331.89996,318.24908,334.28174
12636.271,304.4905,331.14127,317.8159,333.54144
12687.436,304.36862,330.39584,317.38223,332.81393
12738.131,304.23328,329.6639,316.9486,332.0993
12788.368,304.08502,328.94537,316.5152,331.39746
12838.169,303.92462,328.24033,316.08246,330.70865
12887.54,303.7527,327.54877,315.65073,330.03265
12936.499,303.5699,326.87064,315.22028,329.36957
12985.057,303.3768,326.20596,314.79138,328.71936
13033.226,303.17398,325.55472,314.36435,328.082
13081.018,302.96213,324.9168,313.93945,327.45752
13128.442,302.7418,324.29227,313.51703,326.84576
13175.515,302.51346,323.681,313.09723,326.24683
13222.246,302.2778,323.08295,312.68036,325.66046
13268.638,302.03528,322.4981,312.2667,325.08676
13314.709,301.7864,321.9263,311.85635,324.52567
