Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
5973.2856,234.7759,356.88687,295.8314,359.17572
6110.19,236.51906,359.92947,298.22427,362.17593
6242.473,238.26945,362.59366,300.43155,364.79776
6371.819,240.02477,364.96442,302.4946,367.1199
6499.2495,241.78375,367.10123,304.4425,369.2021
6625.227,243.54741,369.04578,306.2966,371.0884
6750.0547,245.31499,370.82587,308.07043,372.80902
6873.8306,247.0858,372.46002,309.77292,374.38474
6996.531,248.85956,373.96103,311.41028,375.82983
7118.198,250.63406,375.33643,312.98523,377.15265
7238.7617,252.40804,376.59244,314.50024,378.35977
7358.241,254.1789,377.73218,315.95554,379.45438
7476.608,255.94453,378.75854,317.35153,380.43936
7593.801,257.70364,379.67474,318.6892,381.3176
7709.8384,259.45383,380.4824,319.9681,382.0905
7824.663,261.1937,381.18433,321.18903,382.7607
7938.313,262.92087,381.78247,322.35168,383.3299
8050.7754,264.63373,382.2792,323.45648,383.80026
8161.9966,266.3313,382.67813,324.5047,384.17526
8272.016,268.01172,382.98096,325.49634,384.4565
8380.785,269.67435,383.19128,326.4328,384.64746
8488.678,271.27225,383.34543,327.30884,384.78192
8595.322,272.8505,383.41025,328.13037,384.8294
8700.729,274.40607,383.39185,328.89896,384.7958
8804.89,275.93655,383.29517,329.61584,384.68594
8907.804,277.43997,383.12436,330.28217,384.50412
9009.452,278.91476,382.88336,330.89905,384.25427
9109.833,280.3595,382.57578,331.46765,383.93997
9208.941,281.77298,382.2052,331.98907,383.56482
9306.774,283.1542,381.77512,332.46466,383.13217
9403.33,284.50226,381.28897,332.89563,382.64548
9498.61,285.81625,380.7501,333.28317,382.10797
9592.611,287.09564,380.16183,333.62872,381.523
9685.34,288.33972,379.52753,333.93362,380.89377
9776.796,289.54797,378.8503,334.19916,380.22348
9866.988,290.71997,378.13342,334.4267,379.51514
9955.914,291.85532,377.37988,334.6176,378.7718
10043.586,292.95367,376.5927,334.7732,377.99643
10130.007,294.01492,375.77487,334.8949,377.19186
10215.188,295.0388,374.92914,334.98395,376.36078
10299.139,296.02515,374.0583,335.04172,375.5059
10381.864,296.974,373.16492,335.06946,374.6298
10463.369,297.8858,372.25122,335.0685,373.73456
10543.666,298.76053,371.31973,335.04013,372.82263
10622.767,299.59818,370.37265,334.9854,371.89618
10700.686,300.39902,369.41235,334.9057,370.95743
10777.439,301.16324,368.44083,334.80203,370.00833
10853.041,301.89117,367.46002,334.6756,369.05078
10927.511,302.58313,366.472,334.52756,368.0866
11000.862,303.2396,365.47833,334.35895,367.11752
11073.114,303.86087,364.4808,334.17084,366.1451
11144.281,304.44754,363.481,333.96426,365.1708
11214.393,305.00012,362.48035,333.74023,364.1961
11283.457,305.51913,361.4802,333.49966,363.22223
11351.504,306.0052,360.48187,333.24353,362.2505
11418.547,306.4589,359.48666,332.97278,361.28195
11484.608,306.88095,358.49548,332.68823,360.3177
11549.714,307.27194,357.50958,332.39075,359.3586
11613.88,307.63266,356.52975,332.0812,358.4057
11677.132,307.9637,355.55695,331.7603,357.45975
11739.486,308.26593,354.59192,331.42892,356.52148
11800.971,308.53995,353.63547,331.0877,355.5916
11861.607,308.78662,352.68817,330.7374,354.67075
11921.417,309.00665,351.75076,330.37872,353.75946
11980.419,309.20084,350.8236,330.0122,352.85822
12038.642,309.36993,349.9074,329.63867,351.96756
12096.102,309.51477,349.0025,329.25864,351.0878
12152.823,309.63605,348.10922,328.87262,350.21933
12208.829,309.7346,347.228,328.4813,349.3625
12264.137,309.81122,346.35907,328.08514,348.51752
12318.767,309.86658,345.50272,327.68463,347.68475
12372.744,309.9016,344.65924,327.28043,346.8642
12426.087,309.91702,343.82877,326.8729,346.05624
12478.814,309.91354,343.01138,326.46246,345.2609
12530.948,309.89194,342.20734,326.04962,344.47833
12582.505,309.85297,341.41672,325.63483,343.7086
12633.502,309.79736,340.63956,325.21844,342.95178
12683.962,309.7259,339.87592,324.8009,342.20795
12733.894,309.63913,339.12585,324.3825,341.4771
12783.325,309.53796,338.3893,323.96362,340.75928
12832.267,309.42297,337.6664,323.54468,340.0545
12880.7295,309.2949,336.9571,323.12598,339.36273
12928.741,309.1543,336.2613,322.7078,338.6839
12976.305,309.00192,335.57898,322.29047,338.01797
13023.444,308.83832,334.91013,321.8742,337.36493
13070.163,308.6642,334.25458,321.4594,336.72473
13116.4795,308.4802,333.6124,321.0463,336.09726
13162.409,308.28674,332.9835,320.63513,335.4825
13207.958,308.0846,332.3677,320.22614,334.8803
13253.144,307.8742,331.76492,319.81958,334.29065
13297.969,307.6562,331.1752,319.4157,333.71347
13342.452,307.43103,330.5983,319.01465,333.14856
13386.6,307.19925,330.03418,318.6167,332.59595
13430.419,306.96143,329.48273,318.22208,332.05548
13473.922,306.71793,328.94382,317.83087,331.52707
13517.117,306.4693,328.4174,317.44336,331.01068
13560.013,306.21603,327.9033,317.05966,330.5061
13602.61,305.95853,327.40143,316.68,330.01334
13644.923,305.6973,326.91168,316.3045,329.53217
13686.954,305.4326,326.4339,315.93323,329.0626
