Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
4818.2993,222.06906,327.87268,274.9709,330.672
4957.604,223.5236,331.28662,277.40512,334.03354
5093.142,225.00757,334.4389,279.72324,337.13428
5226.251,226.517,337.38458,281.9508,340.02374
5357.78,228.04855,340.1615,284.10504,342.7394
5488.151,229.60098,342.7946,286.19778,345.30792
5617.5303,231.17401,345.2999,288.23694,347.7476
5746.0693,232.76535,347.6873,290.22632,350.06964
5873.7456,234.37437,349.96213,292.16824,352.28098
6000.614,235.99828,352.1274,294.06284,354.38516
6126.65,237.63533,354.18384,295.90958,356.3834
6251.7773,239.28435,356.13223,297.70828,358.2767
6376.0283,240.9423,357.97223,299.45728,360.06448
6499.33,242.608,359.70383,301.1559,361.7468
6621.7134,244.2787,361.32666,302.80267,363.323
6743.1553,245.95229,362.84055,304.39642,364.79276
6863.588,247.62776,364.24634,305.93704,366.1567
6983.0464,249.30266,365.54388,307.42328,367.41464
7101.4673,250.97577,366.73465,308.85522,368.56784
7218.884,252.64497,367.8187,310.23184,369.61636
7335.274,254.30864,368.79712,311.5529,370.56116
7451.0776,255.93533,369.6986,312.81696,371.429
7565.7617,257.5548,370.4963,314.02557,372.19498
7679.344,259.1641,371.19415,315.17914,372.86298
7791.8228,260.7608,371.79547,316.27814,373.43634
7903.193,262.34268,372.30313,317.3229,373.91797
8013.4395,263.90793,372.71982,318.31387,374.3107
8122.555,265.45483,373.04846,319.25165,374.61728
8230.526,266.9818,373.29166,320.13672,374.84045
8337.349,268.48743,373.45224,320.96985,374.9831
8443.007,269.9702,373.5331,321.75165,375.04797
8547.495,271.4291,373.5373,322.48322,375.0381
8650.81,272.8627,373.46765,323.16516,374.95648
8752.939,274.27002,373.3273,323.79865,374.80606
8853.881,275.64993,373.11942,324.38467,374.59006
8953.634,277.00143,372.84705,324.92426,374.31155
9052.186,278.32364,372.51337,325.41852,373.97357
9149.539,279.61566,372.12143,325.86853,373.57925
9245.691,280.87674,371.6744,326.27557,373.13174
9340.639,282.10608,371.17548,326.64078,372.634
9434.384,283.30307,370.6277,326.9654,372.08923
9526.93,284.46704,370.03406,327.25055,371.50034
9618.264,285.5978,369.39737,327.4976,370.87
9708.395,286.69485,368.7206,327.70773,370.2012
9797.324,287.7577,368.00656,327.88214,369.4968
9885.061,288.78595,367.25824,328.0221,368.75952
9971.608,289.77942,366.4782,328.1288,367.99197
10056.976,290.7378,365.66925,328.20352,367.19687
10141.17,291.66098,364.83392,328.24744,366.37665
10224.198,292.5489,363.97464,328.26178,365.53372
10306.073,293.4015,363.09387,328.24768,364.67044
10386.807,294.21884,362.1939,328.20636,363.78903
10466.406,295.00098,361.27695,328.13898,362.89166
10544.888,295.74814,360.3452,328.0467,361.98032
10622.264,296.46042,359.40063,327.93054,361.05704
10698.549,297.1381,358.4452,327.79163,360.12366
10773.758,297.7815,357.48077,327.63113,359.18198
10847.907,298.39093,356.5091,327.45,358.2336
10921.012,298.9668,355.53183,327.24933,357.28018
10993.09,299.50958,354.5505,327.03003,356.32324
11064.159,300.0196,353.5667,326.79315,355.36417
11134.242,300.49744,352.5817,326.53955,354.40424
11203.353,300.94357,351.59695,326.27026,353.44473
11271.512,301.3586,350.61353,325.98608,352.4869
11338.739,301.74316,349.63272,325.68793,351.5317
11405.054,302.09778,348.65558,325.37668,350.5802
11470.479,302.4231,347.68295,325.05304,349.63336
11535.031,302.71982,346.71594,324.7179,348.69208
11598.735,302.98862,345.75534,324.37198,347.75696
11661.611,303.2301,344.8019,324.016,346.82904
11723.678,303.44507,343.85638,323.65073,345.90878
11784.96,303.6342,342.91946,323.27682,344.99692
11845.473,303.7982,341.99176,322.89496,344.09393
11905.241,303.9378,341.07376,322.5058,343.20047
11964.288,304.05377,340.166,322.10986,342.31693
12022.628,304.14685,339.269,321.70795,341.44363
12080.287,304.21777,338.38306,321.3004,340.5811
12137.28,304.2673,337.50864,320.88797,339.72958
12193.63,304.29617,336.64603,320.4711,338.8895
12249.355,304.3051,335.79544,320.0503,338.06097
12304.476,304.29492,334.95724,319.6261,337.24432
12359.009,304.26624,334.13162,319.1989,336.43973
12412.974,304.21988,333.3188,318.76935,335.6474
12466.389,304.15652,332.5188,318.33765,334.8675
12519.271,304.07693,331.73203,317.90448,334.1001
12571.637,303.98175,330.9583,317.47003,333.34528
12623.505,303.87173,330.19788,317.0348,332.6032
12674.887,303.74756,329.4508,316.59918,331.87393
12725.8,303.6099,328.71713,316.1635,331.15747
12776.259,303.4594,327.99692,315.72815,330.45395
12826.28,303.29675,327.29013,315.29346,329.76324
12875.879,303.12262,326.59686,314.85974,329.08548
12925.064,302.9376,325.91702,314.4273,328.4206
12973.85,302.74225,325.25064,313.99646,327.76862
13022.249,302.5373,324.59772,313.5675,327.12955
13070.275,302.3233,323.95822,313.14075,326.5033
13117.933,302.10077,323.33203,312.7164,325.88983
13165.239,301.87036,322.7192,312.2948,325.28918
13212.203,301.6326,322.11963,311.8761,324.70123
13258.835,301.38794,321.53323,311.46057,324.12595
