Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C
156.47,100.0,100.72,100.08,102.17319444444443
301.8121428571429,100.0,101.7761529047619,100.24472109523809,104.19183531746032
447.1542857142857,100.0,102.96361114285715,100.46571590476191,106.21047619047619
592.4964285714286,100.0,104.24610100000001,100.73391600000001,108.22911706349205
737.8385714285715,100.00875790476191,105.56983295238095,101.04025295238095,110.24775793650794
883.1807142857144,100.02689476190476,106.93952809523809,101.37565833333333,112.2663988095238
1028.5228571428572,100.05440569029051,108.33960836404148,101.74727397377667,114.28503968253969
1173.865,100.09578833333333,109.75249233333334,102.14093733333334,116.30368055555556
1319.207142857143,100.14593,111.19707142857142,102.56896857142857,118.32232142857141
1464.5492857142858,100.21482957142857,112.6515660952381,103.01629433333333,120.3409623015873
1609.8914285714288,100.30248704761904,114.12459257142858,103.49153085714286,122.35960317460318
1755.2335714285716,100.40907128571428,115.60708242857143,103.98569414285714,124.37824404761903
1900.5757142857144,100.54447066666667,117.09917733333333,104.49906752380952,126.39688492063492
2045.9178571428574,100.69871238095237,118.60994571428571,105.04049333333333,128.4155257936508
2191.26,100.871712,120.121504,105.601072,130.43416666666667
2336.602142857143,101.06414980952381,121.6450690952381,106.18241538095238,132.45280753968254
2481.944285714286,101.28071085714285,123.16970942857144,106.77856228571429,134.4714484126984
2627.2864285714286,101.51741557142857,124.7117219047619,107.40007452380952,136.49008928571428
2772.6285714285714,101.78118190476191,126.2620380952381,108.03311619047618,138.50873015873017
2917.9707142857146,102.06447085714287,127.813119,108.69276528571429,140.52737103174601
3063.3128571428574,102.37498828571428,129.37312466666668,109.36224752380953,142.5460119047619
3208.655,102.69531566666666,130.933274,110.05063133333334,144.56465277777778
3353.997142857143,103.0538262857143,132.50296914285715,110.76765257142857,146.58329365079365
3499.339285714286,103.4242380952381,134.08552023809523,111.48990833333333,148.60193452380952
3644.6814285714286,103.816908,135.6674502857143,112.23854342857143,150.6205753968254
3790.023571428572,104.2283358095238,137.2587592857143,112.99655747619047,152.63921626984128
3935.3657142857146,104.6604459047619,138.85752285714284,113.76779923809524,154.65785714285715
4080.7078571428574,105.119079,140.4579002857143,114.56395014285715,156.67649801587302
4226.05,105.59647,142.06635333333332,115.37078333333334,158.6951388888889
4371.392142857144,106.09261890476192,143.6757991904762,116.19637442857143,160.7137797619048
4516.734285714287,106.60752571428571,145.29462400000003,117.04004114285715,162.73242063492063
4662.0764285714295,107.14119042857143,146.922456,117.89345857142858,164.75106150793653
4807.418571428572,107.69688514285714,148.550288,118.768906,166.7697023809524
4952.760714285715,108.2681269047619,150.18120404761905,119.65681642857143,168.78834325396824
5098.102857142858,108.864732,151.81872552380952,120.56071123809524,170.80698412698413
5243.445000000001,109.477632,153.45871,121.473985,172.825625
5388.787142857143,110.1042159047619,155.10807342857143,122.40094266666667,174.84426587301587
5534.129285714286,110.75525276190476,156.76497385714285,123.35051133333334,176.86290674603174
5679.47142857143,111.41873142857143,158.42340571428574,124.3046742857143,178.88154761904764
5824.813571428573,112.10790514285715,160.08877471428573,125.28270092857143,180.90018849206348
5970.1557142857155,112.80979114285715,161.7541625714286,126.26710257142858,182.9188293650794
6115.497857142858,113.5249892857143,163.43044195238096,127.26905180952382,184.93747023809527
6260.840000000001,114.25894533333334,165.10672133333335,128.28038,186.9561111111111
6406.182142857144,115.01165928571429,166.78631285714286,129.30439928571428,188.974751984127
6551.524285714287,115.78313114285714,168.4722817142857,130.34417485714286,190.9933928571429
6696.866428571429,116.5706698095238,170.16094166666667,131.39602047619047,193.01203373015875
6842.208571428572,117.369968,171.85660000000001,132.46424342857142,195.03067460317462
6987.550714285715,118.18698907142858,173.55329335714288,133.54288035714288,197.04931547619054
7132.892857142858,119.02307857142857,175.23597142857145,134.6304,198.976001984127
