Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
6027.747,395.03195,466.56293,430.79742,468.15717
6146.533,395.24512,467.36996,431.30756,468.84268
6251.918,395.04483,467.58496,431.31488,468.93518
6349.7803,394.55032,467.37872,430.96454,468.61847
6443.305,393.85028,466.87604,430.36316,468.02536
6534.2715,393.01282,466.16925,429.59103,467.24872
6623.773,392.0877,465.3255,428.7066,466.35312
6712.301,391.1121,464.3927,427.75238,465.38315
6800.1973,390.112,463.40414,426.75806,464.3686
6887.5815,389.10638,462.383,425.7447,463.3296
6974.444,388.10843,461.34518,424.7268,462.27994
7060.8633,387.1267,460.30115,423.71393,461.2281
7146.7744,386.16742,459.25812,422.71277,460.18033
7232.2363,385.23422,458.22086,421.72754,459.14
7317.241,384.3291,457.1925,420.7608,458.10992
7401.7197,383.4543,456.1755,419.8149,457.09204
7485.7354,382.61014,455.17105,418.8906,456.0872
7569.2197,381.79742,454.18033,417.9889,455.0964
7652.225,381.01587,453.20337,417.10962,454.1196
7734.7266,380.2655,452.2397,416.2526,453.1562
7816.6143,379.5465,451.28802,415.41727,452.20502
7893.6953,378.91724,450.24927,414.58325,451.17
7970.573,378.29388,449.21494,413.7544,450.1411
8047.078,377.68094,448.18344,412.9322,449.1162
8123.0757,377.08096,447.15347,412.11722,448.09372
8198.468,376.49545,446.12366,411.30957,447.0722
8273.1875,375.92505,445.09348,410.50928,446.05084
8347.187,375.3698,444.06223,409.716,445.0291
8420.435,374.82953,443.02966,408.9296,444.00638
8492.915,374.30353,441.99548,408.1495,442.9826
8564.615,373.7912,440.95966,407.37543,441.95776
8635.535,373.29184,439.92218,406.607,440.9317
8705.669,372.80447,438.88297,405.84372,439.90466
8775.023,372.32837,437.84235,405.08536,438.87656
8843.6,371.86285,436.80023,404.33154,437.84778
8911.406,371.40704,435.75714,403.5821,436.81845
8978.45,370.96008,434.71304,402.83655,435.78864
9044.734,370.52155,433.6684,402.09497,434.75882
9110.2705,370.0905,432.6233,401.3569,433.729
9175.064,369.66644,431.57822,400.6223,432.69965
9239.128,369.24863,430.53323,399.89093,431.6709
9302.469,368.8367,429.48892,399.1628,430.64304
9365.146,368.42902,428.4456,398.43732,429.6167
9427.153,368.02545,427.40375,397.7146,428.59207
9488.486,367.6256,426.36337,396.9945,427.5692
9549.154,367.22925,425.32477,396.277,426.54837
9609.164,366.8358,424.2881,395.56195,425.52975
9668.519,366.44495,423.25363,394.8493,424.51358
9727.232,366.05637,422.22165,394.139,423.5001
9785.3125,365.66956,421.19235,393.43097,422.48944
9842.769,365.28436,420.166,392.72516,421.48196
9899.614,364.90024,419.14276,392.02148,420.47778
9955.857,364.51697,418.12296,391.31995,419.47717
10011.506,364.1343,417.10666,390.62048,418.48022
10066.576,363.75195,416.0943,389.92313,417.48727
10121.076,363.3697,415.08594,389.2278,416.49838
10175.015,362.98724,414.08173,388.5345,415.51382
10228.404,362.60437,413.08197,387.84317,414.53372
10281.256,362.2209,412.08673,387.1538,413.55823
10333.58,361.83673,411.09634,386.46655,412.58752
10385.385,361.45157,410.1108,385.7812,411.62177
10436.685,361.06543,409.13037,385.0979,410.66107
10487.486,360.678,408.1551,384.41656,409.70554
10537.805,360.2893,407.18527,383.7373,408.75543
10587.645,359.89917,406.22092,383.06006,407.81076
10637.0205,359.50757,405.26215,382.38486,406.8716
10685.939,359.1143,404.30917,381.71173,405.9381
10734.414,358.7194,403.36203,381.0407,405.0104
10782.453,358.32275,402.4208,380.37177,404.08862
10830.07,357.92432,401.48572,379.70502,403.1728
10877.269,357.5241,400.5567,379.0404,402.26297
10924.0625,357.12207,399.63388,378.378,401.35928
10970.462,356.71814,398.71744,377.71777,400.46173
11016.474,356.31235,397.8073,377.0598,399.5704
11062.112,355.90454,396.90366,376.4041,398.6855
11107.383,355.49493,396.00653,375.75073,397.80692
11152.294,355.08337,395.11597,375.09967,396.93475
11196.858,354.67,394.23196,374.451,396.06897
11241.085,354.25476,393.35464,373.8047,395.20972
11284.9795,353.83765,392.4841,373.1609,394.3571
11328.555,353.41867,391.6202,372.51944,393.51093
11371.815,352.99808,390.7632,371.88065,392.67142
11414.772,352.57562,389.9129,371.24426,391.8385
11457.43,352.15158,389.0695,370.61053,391.01224
11499.803,351.7258,388.23294,369.97937,390.1927
11541.896,351.29843,387.40323,369.35083,389.37973
11583.715,350.86966,386.5804,368.72504,388.57352
11625.268,350.4393,385.76447,368.10187,387.77405
11666.566,350.0075,384.95544,367.48148,386.98126
11707.612,349.57437,384.15353,366.86395,386.1952
11748.415,349.13992,383.3583,366.2491,385.4158
11788.981,348.70428,382.5701,365.6372,384.6432
11829.321,348.2675,381.78888,365.0282,383.87732
11869.436,347.82965,381.01456,364.42212,383.11816
11909.336,347.39072,380.24716,363.81894,382.36566
11949.023,346.95087,379.4868,363.2188,381.61993
11988.512,346.5102,378.7333,362.62177,380.88098
12027.795,346.06873,377.9867,362.0277,380.14865
12066.888,345.62656,377.24704,361.4368,379.4231
12105.798,345.18372,376.5144,360.84906,378.7042
