Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
5003.159,154.93341,368.03967,261.48654,371.09952
5146.801,158.15085,375.52344,266.83716,378.59753
5294.012,161.57277,382.80203,272.1874,385.88705
5443.2583,165.15106,389.8723,277.5117,392.9514
5593.527,168.84615,396.7264,282.7863,399.78085
5744.1104,172.6291,403.352,287.99054,406.36542
5894.5273,176.4788,409.73544,293.10712,412.69525
6044.466,180.37558,415.86478,298.12018,418.76187
6193.697,184.3063,421.7283,303.0173,424.55627
6342.073,188.25757,427.31625,307.78693,430.07086
6489.49,192.21983,432.61996,312.4199,435.298
6635.8545,196.186,437.63336,316.90967,440.23285
6781.1226,200.14764,442.35205,321.24985,444.87125
6925.248,204.09988,446.7737,325.4368,449.2115
7068.2065,208.03627,450.89688,329.46658,453.25214
7209.9736,211.95221,454.72217,333.3372,456.99396
7350.5205,215.84543,458.25104,337.04822,460.43866
7489.8364,219.71107,461.48608,340.59857,463.58905
7627.9004,223.54677,464.4327,343.98975,466.4506
7764.7114,227.3488,467.09497,347.2219,469.02777
7900.2637,231.11461,469.47906,350.29684,471.3269
8034.366,234.79842,471.66705,353.23273,473.43005
8167.293,238.449,473.58807,356.01855,475.26633
8298.984,242.06105,475.25485,358.65796,476.8491
8429.399,245.63031,476.6788,361.15454,478.19022
8558.509,249.15346,477.8705,363.512,479.3006
8686.286,252.62769,478.83994,365.73383,480.19073
8812.714,256.05072,479.59708,367.8239,480.87085
8937.769,259.42038,480.15173,369.78607,481.35114
9061.437,262.73502,480.51367,371.62433,481.64154
9183.696,265.99292,480.69275,373.34283,481.75195
9304.531,269.19263,480.69864,374.94562,481.6924
9423.919,272.3328,480.54105,376.43692,481.4728
9541.843,275.41208,480.22952,377.8208,481.1029
9658.278,278.42935,479.77377,379.10156,480.59232
9773.206,281.38358,479.183,380.2833,479.9507
9886.602,284.27368,478.46658,381.37012,479.1873
9998.446,287.09857,477.63348,382.36603,478.31122
10108.711,289.85767,476.69247,383.2751,477.33145
10217.379,292.5499,475.65225,384.10107,476.25647
10324.425,295.1747,474.52124,384.84796,475.0948
10429.827,297.73138,473.30737,385.51938,473.85458
10533.565,300.2199,472.01813,386.11902,472.54303
10635.619,302.63974,470.66125,386.6505,471.1679
10735.968,304.9904,469.24387,387.11713,469.7364
10834.598,307.2715,467.7731,387.5223,468.25534
10931.488,309.48297,466.25528,387.86914,466.7313
11026.631,311.6247,464.69702,388.16086,465.1704
11120.01,313.69662,463.104,388.40033,463.57852
11211.617,315.69897,461.48215,388.59058,461.96112
11301.447,317.6319,459.83652,388.7342,460.32346
11389.494,319.4958,458.17245,388.8341,458.6704
11475.757,321.29105,456.4943,388.89267,457.00638
11560.234,323.01813,454.80667,388.9124,455.3357
11642.926,324.67776,453.11356,388.89566,453.66217
11723.845,326.27045,451.41885,388.84467,451.98965
11802.994,327.79712,449.72592,388.76154,450.32117
11880.382,329.25854,448.0381,388.64832,448.65997
11956.028,330.6558,446.35834,388.50708,447.00873
12029.942,331.98978,444.68918,388.33948,445.37006
12102.149,333.2616,443.03333,388.14746,443.746
12172.665,334.47244,441.39285,387.93265,442.1389
12241.511,335.62344,439.76965,387.69653,440.55032
12308.713,336.71585,438.16553,387.44067,438.98193
12374.296,337.751,436.5821,387.16656,437.43515
12438.292,338.7303,435.02063,386.87546,435.91104
12500.731,339.65503,433.48242,386.56873,434.4108
12561.641,340.52655,431.96835,386.24744,432.93524
12621.055,341.3465,430.47937,385.91293,431.48505
12679.008,342.11606,429.01605,385.56604,430.06085
12735.534,342.83688,427.57898,385.20795,428.66306
12790.666,343.5105,426.16864,384.83957,427.29193
12844.447,344.13828,424.78528,384.4618,425.94763
12896.907,344.72168,423.4292,384.07544,424.63037
12948.09,345.26236,422.1004,383.6814,423.34024
12998.023,345.76157,420.79898,383.28027,422.07715
13046.754,346.22095,419.52472,382.87283,420.84082
13094.313,346.6419,418.27768,382.45978,419.63116
13140.742,347.02585,417.0575,382.0417,418.44785
13186.079,347.37418,415.864,381.61908,417.29074
13230.353,347.68835,414.697,381.1927,416.15924
13273.606,347.9696,413.55594,380.76276,415.05313
13315.875,348.2195,412.44046,380.33,413.97205
13357.191,348.43924,411.35016,379.8947,412.9153
13397.596,348.6301,410.28467,379.4574,411.8827
13437.117,348.79333,409.24338,379.01837,410.87347
13475.789,348.93018,408.2259,378.57803,409.88727
13513.643,349.04187,407.2317,378.13678,408.92358
13550.714,349.1295,406.26025,377.6949,407.9819
13587.03,349.19427,405.31104,377.25266,407.0616
13622.628,349.23724,404.38345,376.81036,406.16223
13657.528,349.2594,403.47702,376.36823,405.28317
13691.757,349.26187,402.59122,375.92654,404.42392
13725.351,349.2456,401.7255,375.48553,403.58408
13758.333,349.21158,400.87933,375.04547,402.76297
13790.7295,349.16074,400.05215,374.60645,401.96014
13822.559,349.09393,399.24344,374.1687,401.17502
13853.849,349.01202,398.45276,373.7324,400.40714
13884.625,348.91586,397.67963,373.29773,399.65607
13914.901,348.80624,396.92337,372.8648,398.9213
