Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
13463.0205,322.99173,390.17078,356.58124,391.89484
13565.876,323.84717,389.86505,356.8561,391.625
13649.7295,324.5741,389.31824,356.94617,391.10907
13721.118,325.2049,388.6137,356.9093,390.42697
13784.005,325.7613,387.81085,356.78607,389.64062
13840.993,326.25864,386.95038,356.6045,388.79358
13893.679,326.70755,386.06006,356.3838,387.91644
13943.029,327.11493,385.15936,356.13715,387.03018
13989.78,327.48618,384.26047,355.87332,386.14816
14034.311,327.82492,383.37213,355.5985,385.27917
14076.995,328.13416,382.49936,355.31677,384.42838
14118.041,328.41608,381.6459,355.031,383.59897
14157.535,328.67245,380.8142,354.74335,382.79297
14195.671,328.9051,380.0055,354.4553,382.01105
14232.47,329.1154,379.22098,354.16818,381.2538
14268.081,329.3049,378.46082,353.88287,380.5211
14302.548,329.475,377.7251,353.60004,379.81256
14335.858,329.6268,377.01392,353.32037,379.12805
14368.137,329.76166,376.3267,353.0442,378.4666
14399.34,329.88058,375.66272,352.77167,377.82742
14429.595,329.98453,375.02063,352.50256,377.20914
14464.05,330.03052,374.40366,352.2171,376.6117
14497.107,330.06372,373.8028,351.93326,376.0299
14529.111,330.08408,373.219,351.65155,375.4644
14560.274,330.09164,372.652,351.37183,374.91528
14590.735,330.0868,372.1019,351.09436,374.38235
14620.577,330.06973,371.5683,350.81903,373.86523
14649.878,330.04102,371.05063,350.54584,373.36365
14678.671,330.001,370.5484,350.27472,372.8769
14707.003,329.9504,370.06122,350.0058,372.4045
14734.895,329.8897,369.5885,349.7391,371.94608
14762.381,329.81958,369.1298,349.47467,371.5011
14789.474,329.74054,368.68466,349.2126,371.0691
14816.199,329.6531,368.2527,348.95288,370.64963
14842.573,329.55798,367.83337,348.69568,370.24243
14868.611,329.4557,367.42642,348.44104,369.84686
14894.331,329.34665,367.0314,348.18903,369.46277
14919.745,329.23145,366.64798,347.9397,369.0897
14944.869,329.11057,366.27573,347.69315,368.72736
14969.712,328.98447,365.91434,347.4494,368.3754
14994.288,328.85352,365.56363,347.20856,368.03357
15018.606,328.71823,365.22308,346.97064,367.70157
15042.623,328.57938,364.89236,346.73587,367.3789
15066.361,328.43732,364.57095,346.50415,367.06528
15089.832,328.29224,364.2589,346.27557,366.76062
15113.052,328.1445,363.95575,346.0501,366.46445
15136.025,327.99445,363.66125,345.82785,366.17673
15158.767,327.84222,363.37512,345.60867,365.89703
15181.279,327.68823,363.09735,345.3928,365.62527
15203.5625,327.5328,362.8275,345.18018,365.36118
15225.635,327.37595,362.56528,344.9706,365.10455
15247.495,327.2182,362.31073,344.76447,364.8552
15269.145,327.05957,362.06345,344.56152,364.61288
15290.595,326.90036,361.82333,344.36185,364.3775
15311.838,326.74084,361.5901,344.16547,364.14877
15332.895,326.5811,361.36368,343.97238,363.92664
15353.755,326.4214,361.14377,343.7826,363.71088
15374.427,326.26184,360.93042,343.59613,363.50128
15394.914,326.10266,360.72327,343.41296,363.29776
15415.217,325.94397,360.52222,343.2331,363.10025
15435.339,325.78583,360.32712,343.05646,362.90842
15455.281,325.62857,360.13785,342.8832,362.7223
15475.051,325.4722,359.9543,342.71326,362.54166
15494.645,325.31677,359.7763,342.54654,362.3665
15514.07,325.16245,359.6037,342.38306,362.19656
15533.325,325.0094,359.4364,342.2229,362.0318
15552.41,324.8577,359.27435,342.06604,361.87213
15571.335,324.70734,359.1174,341.91235,361.7174
15590.097,324.5585,358.96536,341.76193,361.56754
15608.694,324.4112,358.81833,341.61475,361.42245
15627.126,324.26556,358.6759,341.47073,361.28198
15645.403,324.12158,358.5383,341.32996,361.14618
15663.525,323.9794,358.40524,341.19232,361.0148
15681.481,323.83902,358.27673,341.05786,360.88785
15699.29,323.7005,358.15253,340.9265,360.76523
15716.938,323.56396,358.03275,340.79834,360.64688
15734.433,323.42935,357.91718,340.67328,360.5326
15751.774,323.29675,357.80585,340.5513,360.4225
15768.967,323.1662,357.69852,340.43237,360.31638
15786.003,323.0377,357.5952,340.31647,360.21414
15802.892,322.91135,357.4959,340.2036,360.1159
15819.624,322.7871,357.40048,340.0938,360.02145
15836.213,322.665,357.3088,339.9869,359.9307
15852.651,322.5451,357.22098,339.88306,359.84366
15868.94,322.4274,357.13678,339.7821,359.76022
15885.085,322.31192,357.05618,339.68405,359.68036
15901.077,322.19864,356.9791,339.58887,359.60397
15916.928,322.08765,356.9056,339.49664,359.5311
15932.629,321.97882,356.8355,339.40717,359.46152
15948.1875,321.8723,356.76874,339.32053,359.39536
15963.6,321.76807,356.70535,339.2367,359.33243
15978.862,321.66608,356.64523,339.15564,359.27274
15993.986,321.56635,356.5883,339.07733,359.21628
16008.963,321.4689,356.5345,339.0017,359.16284
16023.798,321.37372,356.48386,338.92877,359.11255
16038.493,321.28076,356.43628,338.85852,359.06525
16053.044,321.19016,356.39175,338.79095,359.02097
16067.455,321.10175,356.3501,338.72592,358.97952
16081.717,321.01566,356.31143,338.66354,358.941
16095.843,320.93173,356.27554,338.60364,358.90536
