Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C
153.9,200.5,200.58,200.51,200.5876188983612
293.9,200.5,200.66,200.52,200.66492908271235
433.9,200.5,200.74,200.53,200.73806119270168
583.9,200.5,200.82,200.55,200.8171022557141
723.9,200.5,200.9,200.57,200.90263510893928
873.9,200.5,201.02,200.59,201.01575979323712
1013.9,200.5,201.13,200.62,201.1381547709433
1153.9,200.5,201.27,200.64,201.27167515143063
1303.9,200.51,201.43,200.68,201.43073802900847
1443.9,200.51,201.59,200.72,201.6053037925815
1593.9,200.52,201.83,200.77,201.8299132413336
1733.9,200.52,202.06,200.83,202.07396911403973
1873.9,200.53,202.33,200.89,202.3487058268556
2023.9,200.54,202.66,200.97,202.67537140024223
2163.9,200.56,202.97,201.05,203.00969207267624
2313.9,200.57,203.38,201.15,203.3999540401209
2453.9,200.59,203.77,201.25,203.7986715019228
2593.9,200.61,204.21,201.36,204.2361713512865
2743.9,200.64,204.75,201.5,204.76000810798865
2883.9,200.67,205.25,201.64,205.31652934560324
3033.9,200.7,205.99,201.82,206.0005870359847
3173.9,200.74,206.68,202.0,206.72668370377824
3313.9,200.78,207.49,202.21,207.54121119276328
3463.9,200.84,208.48,202.46,208.51709001644625
3603.9,200.89,209.41,202.72,209.52958134696124
3753.9,200.96,210.68,203.04,210.73060600897705
3893.9,201.03,211.87,203.37,211.9709857487377
4033.9,201.11,213.24,203.73,213.33838671695725
4183.9,201.21,214.89,204.17,214.96282744050487
4323.9,201.32,216.44,204.61,216.6494012949556
4473.9,201.45,218.57,205.16,218.66114639594383
4613.9,201.58,220.58,205.72,220.74407297609025
4753.9,201.73,222.85,206.33,223.03745729647312
4903.9,201.91,225.57,207.07,225.7353596364091
5043.9,202.1,228.12,207.82,228.47940606551893
5193.9,202.32,231.45,208.72,231.66677034048664
5333.9,202.56,234.57,209.63,234.88962516962025
5473.9,202.82,238.02,210.62,238.3704897623704
5623.9,203.13,242.06,211.79,242.3930012423705
5763.9,203.46,245.86,212.94,246.41551169065423
5913.9,203.84,250.59,214.28,251.0082191880566
6053.9,204.24,255.02,215.63,255.5605782940561
6193.9,204.68,259.76,217.06,260.37149689604246
6343.9,205.19,265.16,218.73,265.7894479940871
6483.9,205.72,270.22,220.38,271.0487751848328
6633.9,206.34,276.08,222.26,276.8587948376181
6773.9,206.97,281.55,224.11,282.42648912270755
6913.9,207.65,287.16,226.04,288.11984123885424
7063.9,208.45,293.34,228.17,294.3240359011542
7203.9,209.25,299.08,230.22,300.16285203056987
7353.9,210.18,305.24,232.5,306.41604548234744
7493.9,211.11,310.99,234.7,312.20027355038445
7633.9,212.1,316.61,236.96,317.88716038302226
7783.9,213.24,322.49,239.42,323.8393635405888
7923.9,214.36,327.96,241.77,329.24865540454573
8073.9,215.65,333.4,244.31,334.86616001993445
8213.9,216.9,338.49,246.64,339.9031706030857
8353.9,218.22,343.24,248.97,344.69985626096644
8503.9,219.7,348.01,251.47,349.55212389873344
8643.9,221.14,352.45,253.82,353.8153149151888
8793.9,222.74,356.53,256.31,358.10000161704727
8933.9,224.3,360.33,258.63,361.8304305930155
9073.9,225.9,363.8,260.94,365.2965630845113
9223.9,227.68,367.17,263.37,368.7254141377042
9363.9,229.38,370.3,265.62,371.6792358269063
9513.9,231.26,373.06,267.99,374.5978660734148
9653.9,233.05,375.63,270.17,377.0960061902555
9793.9,234.88,377.92,272.32,379.3774059535429
9943.9,236.87,380.1,274.57,381.5892040346277
10084.0,238.71,382.15,276.55,383.4505188366287
10234.0,240.7,383.84,278.62,385.2404811733067
10374.0,242.58,385.4,280.53,386.7423959219669
10514.0,244.47,386.79,282.41,388.1022773927268
10664.0,246.5,388.09,284.38,389.4194172052483
10804.0,248.41,389.3,286.2,390.5302565973568
10954.0,250.45,390.32,288.1,391.6051707423742
11094.0,252.37,391.27,289.84,392.5071763171195
11234.0,254.28,392.09,291.56,393.3166076248661
11384.0,256.32,392.86,293.36,394.0860646329708
11524.0,258.23,393.57,295.01,394.7168882040058
11674.0,260.26,394.13,296.74,395.3060904099184
11814.0,262.15,394.65,298.32,395.7896887214093
11954.0,264.03,395.11,299.88,396.2248052641778
12104.0,266.03,395.54,301.51,396.6485087811725
12244.0,267.89,395.94,303.01,397.00991817642137
12394.0,269.86,396.29,304.59,397.36533954380775
12534.0,271.69,396.62,306.04,397.66757967150033
12674.0,273.5,396.9,307.47,397.940641965256
12824.0,275.42,397.17,308.97,398.1989524049532
12964.0,277.19,397.41,310.35,398.4054108475118
13114.0,279.07,397.6,311.8,398.58951905044046
13254.0,280.8,397.76,313.13,398.7361438092245
13394.0,282.5,397.93,314.43,398.869087822108
13544.0,284.22,398.07,315.76,398.9988408003812
13684.0,285.81,398.2,316.98,399.1026849918989
13834.0,287.49,398.3,318.26,399.1927722926737
13974.0,289.04,398.39,319.43,399.2659818057903
14114.0,290.58,398.48,320.59,399.3393338748458
14264.0,292.2,398.58,321.81,399.42248025442944
14400.0,293.66,398.66,322.9,399.5
