Time (s),Unnamed: 0,T_min (C),T_max (C),T_ave (C),Thermal_Input_C
189.17,0.0,100.0,107.59,100.21,107.88208333333333
334.17846938775506,1.3000564625850337,100.0,113.52534724489796,100.47001693877552,113.92410289115645
479.18693877551016,2.2667795918367344,100.0,119.47336228571429,100.7787084489796,119.96612244897959
624.1954081632653,3.2335027210884353,100.0,125.42837676190476,101.14807114285713,126.00814200680271
769.2038775510204,4.200225850340136,100.0,131.38539349659865,101.56210389115647,132.05016156462582
914.2123469387755,5.166915596472542,100.0,137.3515383862003,102.01679611016573,138.09218112244898
1059.2208163265307,6.133472108843537,100.0,143.32485763265305,102.52474438095238,144.13420068027213
1204.2292857142857,7.100195238095237,100.0,149.29920657142858,103.0711190952381,150.17622023809525
1349.2377551020409,8.066918367346938,100.0,155.2735555102041,103.66282775510204,156.21823979591838
1494.246224489796,9.050462244897961,100.0,161.2479044489796,104.28321263265306,162.2602593537415
1639.254693877551,10.333697959183674,100.00333697959184,167.22559036734694,104.9569255510204,168.30227891156463
1784.263163265306,11.300421088435373,100.01,173.2066023265306,105.65531581632654,174.34429846938775
1929.2716326530613,12.267144217687076,100.01267144217687,179.18362270748298,106.39104393197279,180.38631802721088
2074.2801020408165,13.233867346938776,100.02467734693877,185.167638877551,107.16410989795918,186.42833758503403
2219.2885714285712,14.200590476190476,100.04401180952381,191.15165504761904,107.9725078095238,192.47035714285713
2364.2970408163264,15.167313605442178,100.06334627210884,197.13567121768708,108.81058224489796,198.51237670068025
2509.3055102040817,16.13403673469388,100.08402110204082,203.1196873877551,109.68599453061225,204.55439625850337
2654.313979591837,17.151139795918372,100.11453419387755,209.10420735714285,110.59672946938775,210.59641581632653
2799.322448979592,18.400816326530617,100.16004081632653,215.09506122448983,111.5368081632653,216.63843537414968
2944.330918367347,19.367539455782314,100.21205236734694,221.08506923129252,112.50856563945578,222.68045493197278
3089.339387755102,20.334262585034015,100.27339838095237,227.0724280272109,113.51431834013606,228.72247448979593
3234.3478571428573,21.300985714285716,100.3470887142857,233.06310157142858,114.54807442857143,234.76449404761905
3379.356326530612,22.267708843537413,100.43677088435373,239.04979482993195,115.61251099319728,240.80651360544218
3524.3647959183672,23.234431972789118,100.53578751700681,245.04113391156463,116.70959676870748,246.8485331632653
3669.3732653061224,24.20115510204082,100.64816171428572,251.02716163265308,117.82937457142857,252.89055272108843
3814.3817346938777,25.25181734693878,100.78518173469388,257.0250419897959,118.98397205102042,258.93257227891155
3959.390204081633,26.467934693877552,100.93486955102041,263.026515755102,120.17023902040816,264.97459183673465
4104.398673469387,27.43465782312925,101.09823840816327,269.01487850340135,121.38201543537414,271.01661139455774
4249.407142857142,28.40138095238095,101.28429,275.0085619047619,122.62179523809523,277.0586309523809
4394.415612244898,29.36810408163265,101.49098289795919,281.0059263469388,123.88957842857143,283.10065051020405
4539.424081632653,30.334827210884352,101.71370680272108,287.005928707483,125.18536500680273,289.14267006802714
4684.432551020408,31.301550340136053,101.96443409523809,292.9996121088435,126.50613946938776,295.1846896258503
4829.441020408163,32.26827346938776,102.23779930612245,298.99329551020406,127.85094832653061,301.22670918367345
4974.449489795918,33.234996598639455,102.52519891156463,304.98932887755103,129.22839510204082,307.26872874149655
5119.457959183674,34.30257959183674,102.83959330612245,310.9926795102041,130.626528,313.3107482993197
5264.466428571429,35.50177619047619,103.18063942857142,316.9910123809524,132.05764652380952,319.35276785714285
5409.474897959184,36.4684993197279,103.54271473469387,322.98469578231294,133.51211896598642,325.394787414966
5554.483367346938,37.43522244897959,103.92844120408164,328.98273140816326,134.99024257142858,331.4368069727891
5699.491836734694,38.40194557823129,104.33685605442176,334.9860820408163,136.49105455782313,337.4788265306122
5844.500306122449,39.368668707482996,104.773274292517,340.98574598639453,138.0198699319728,343.52084608843535
5989.508775510204,40.33539183673469,105.23769591836734,346.98613722448977,139.5733347755102,349.5628656462585
6134.517244897959,41.3021149659864,105.72709978231292,352.9931127891157,141.14848969387756,355.6048852040816
6279.5257142857145,42.40325714285714,106.23517257142858,358.985452,142.74761542857144,361.64690476190475
6424.53418367347,43.568894557823135,106.77426989795919,364.98283520408165,144.37712074829932,367.6889243197279
6569.542653061224,44.535617687074826,107.3413706122449,370.99154201360545,146.03126242176873,373.730943877551
6714.551122448979,45.50234081632653,107.93647471428572,376.9945130612245,147.70407302040817,379.77296343537415
6859.559591836734,46.46906394557823,108.55489156462585,382.988196462585,149.39555254421768,385.81498299319725
7004.56806122449,47.43578707482993,109.20069308163266,388.9862377346939,151.1144167346939,391.8570025510204
7149.576530612245,48.402510204081636,109.87578224489796,394.38582306122447,152.8464681632653,397.2415887755102
7294.585,49.369233333333334,110.57323266666667,397.2480003333333,154.52292733333334,400.0
7439.593469387755,50.503934693877554,111.29700669387755,397.3501573877551,156.11424946938777,400.0
7584.6019387755105,51.63601292517007,112.05245021088436,397.4081607755102,157.66126055102043,400.0
7729.610408163266,52.602736054421776,112.83424356462585,397.4541094421769,159.18026824489797,400.0
7874.61887755102,53.569459183673466,113.6383457142857,397.49277836734694,160.67127255102042,400.0
8019.627346938775,54.53618231292517,114.47184043537415,397.52608546938774,162.13427346938778,400.0
8164.63581632653,55.50290544217687,115.33261489795917,397.5601162176871,163.57932910884352,400.0
8309.644285714285,56.46962857142856,116.22145085714284,397.58939257142856,165.0056577142857,400.0
8454.65275510204,57.43635170068027,117.13889763265306,397.61309055102043,166.41270996598638,400.0
8599.661224489795,58.40307482993196,118.07904408163265,397.642092244898,167.8063970068027,400.0
8744.669693877551,59.55469693877551,119.04164694897959,397.6710939387755,169.18141512244898,400.0
8889.678163265306,60.6698544217687,120.02995005442176,397.69339708843535,170.53779619047617,400.0
9034.686632653062,61.63657755102041,121.04477220408164,397.7127315510204,171.87847702040816,400.0
9179.695102040816,62.6033006802721,122.0875977414966,397.73206601360545,173.2065219319728,400.0
9324.703571428572,63.57002380952381,123.15272642857143,397.7514004761905,174.5252323809524,400.0
9469.712040816326,64.53674693877551,124.23652404081632,397.7707349387755,175.83460836734693,400.0
9614.72051020408,65.5034700680272,125.33899057823128,397.79006940136054,177.13464989115647,400.0
9759.728979591837,66.4701931972789,126.46482797278911,397.8047019319728,178.42065502040816,400.0
9904.737448979591,67.6553744897959,127.60774584693877,397.81655374489793,179.6967295510204,400.0
10049.745918367347,68.73795673142422,128.7729276450233,397.8347591346285,180.96672331816572,400.0
10194.754387755102,69.70502925170068,129.95013568707483,397.854100585034,182.21948773469387,400.0
10339.762857142858,70.67175238095238,131.14297295238097,397.86671752380954,183.46656057142857,400.0
10484.771326530612,71.63847551020407,132.3480943877551,397.88276951020407,184.7072486530612,400.0
10629.779795918368,72.60519863945579,133.5625502857143,397.8960519863945,185.93860227210885,400.0
10774.788265306122,73.57192176870748,134.79205986394558,397.9114384353741,187.16062142857143,400.0
10919.796734693877,74.53864489795917,136.03485191836734,397.9253864489796,188.37330612244895,400.0
11064.805204081633,75.75805204081632,137.28192475510204,397.9375805204082,189.57918319387755,400.0
11209.813673469387,76.80542448979591,138.5370518367347,397.9561084897959,190.77067212244896,400.0
11354.822142857143,77.77214761904762,139.80151338095237,397.9677214761905,191.95202009523808,400.0
11499.830612244898,78.73887074829932,141.07530938775508,397.977388707483,193.13142231292517,400.0
11644.839081632654,79.70559387755102,142.35138391836736,397.994111877551,194.29671265306123,400.0
11789.847551020408,80.67231700680271,143.62745844897958,398.006723170068,195.45678040816327,400.0
11934.856020408162,81.63904013605442,144.90992338095236,398.0163904013605,196.61045776190474,400.0
12079.864489795918,82.60576326530612,146.19566514285714,398.026057632653,197.7548006530612,400.0
12224.872959183673,83.57248639455781,147.48713176870748,398.0414497278912,198.89553394557822,400.0
12369.881428571429,84.80881428571429,148.7798447142857,398.05,200.03087514285716,400.0
12514.889897959183,85.83926598639455,150.0746164217687,398.0667853197279,201.1535485442177,400.0
