Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
11373.161,304.52115,391.7233,348.12222,393.0411
11486.336,305.7763,391.1772,348.47675,392.52274
11585.906,306.9311,390.43027,348.68066,391.80142
11676.277,308.004,389.54462,348.7743,390.93607
11760.277,309.0091,388.56393,348.7865,389.9722
11839.593,309.9552,387.52127,348.73822,388.94495
11915.395,310.8491,386.4387,348.6439,387.8784
11988.376,311.6952,385.33234,348.51376,386.79016
12058.928,312.49625,384.21454,348.3554,385.693
12127.398,313.25528,383.09238,348.17383,384.59445
12193.936,313.97375,381.97238,347.97308,383.50085
12258.751,314.65317,380.8584,347.7558,382.41568
12321.943,315.29474,379.75388,347.5243,381.34192
12383.542,315.89938,378.66202,347.2807,380.28223
12443.68,316.46844,377.5842,347.0263,379.2376
12502.342,317.00284,376.52277,346.76282,378.20996
12559.648,317.50406,375.47824,346.49115,377.19946
12615.636,317.97318,374.4517,346.21243,376.20682
12670.275,318.41116,373.4443,345.92773,375.23312
12723.672,318.8194,372.4558,345.6376,374.27783
12775.802,319.19873,371.4868,345.34277,373.34134
12830.325,319.5122,370.54266,345.02744,372.42627
12883.369,319.79913,369.61472,344.7069,371.5273
12935.179,320.05972,368.7042,344.38196,370.64526
12985.914,320.29437,367.81155,344.05298,369.78064
13035.681,320.50363,366.93713,343.7204,368.93365
13084.557,320.68808,366.08093,343.38452,368.10443
13132.597,320.84842,365.24304,343.04572,367.29288
13179.845,320.98557,364.42322,342.7044,366.49896
13226.336,321.1002,363.62146,342.36084,365.72238
13272.111,321.1933,362.8376,342.01544,364.9631
13317.2,321.26578,362.07132,341.66855,364.22073
13361.627,321.31848,361.3226,341.32056,363.49527
13405.418,321.35242,360.59116,340.9718,362.78632
13448.601,321.3683,359.87674,340.6225,362.09375
13491.201,321.36707,359.1791,340.27307,361.41727
13533.233,321.3496,358.49796,339.92377,360.75656
13574.73,321.31674,357.83313,339.57495,360.11145
13615.704,321.26923,357.18427,339.22675,359.48166
13656.181,321.2078,356.5512,338.87952,358.86697
13696.179,321.13333,355.93365,338.5335,358.26706
13735.718,321.0465,355.33136,338.18893,357.68182
13774.768,320.94846,354.74377,337.84613,357.11066
13813.359,320.83972,354.17065,337.5052,356.55328
13851.516,320.7209,353.61182,337.16635,356.0096
13889.249,320.59265,353.0669,336.82977,355.47937
13926.576,320.4556,352.53574,336.49567,354.96216
13963.517,320.3102,352.01794,336.16406,354.45786
14000.079,320.1572,351.51334,335.83527,353.96616
14036.274,319.9971,351.02155,335.50934,353.4868
14072.114,319.83032,350.54245,335.1864,353.01944
14107.616,319.6575,350.07568,334.86658,352.56415
14142.776,319.47913,349.6211,334.5501,352.12036
14177.618,319.2956,349.17834,334.23697,351.68796
14212.144,319.1074,348.74722,333.9273,351.26685
14246.361,318.91498,348.32755,333.62128,350.8566
14280.283,318.71878,347.9191,333.31894,350.45706
14313.912,318.51917,347.52148,333.02032,350.0681
14347.255,318.31653,347.13467,332.7256,349.68942
14380.321,318.11127,346.75836,332.4348,349.32095
14413.119,317.9036,346.3924,332.148,348.9624
14445.648,317.69415,346.0365,331.86533,348.61365
14477.914,317.48297,345.6906,331.5868,348.2744
14509.928,317.27042,345.35443,331.31244,347.9446
14541.696,317.0569,345.0278,331.04236,347.624
14573.212,316.84253,344.71063,330.77658,347.3124
14604.487,316.62775,344.4026,330.51517,347.0099
14635.529,316.41266,344.10364,330.25815,346.71606
14666.333,316.19757,343.81363,330.0056,346.43085
14696.906,315.98273,343.53235,329.75754,346.15408
14727.25,315.76834,343.2596,329.51398,345.88568
14757.373,315.55457,342.99536,329.27496,345.62543
14787.276,315.3417,342.7394,329.04056,345.3733
14816.952,315.12985,342.4916,328.81073,345.12906
14846.415,314.91922,342.25186,328.58554,344.8926
14875.654,314.70996,342.02002,328.365,344.66385
14904.686,314.5023,341.79593,328.1491,344.44272
14933.504,314.2963,341.5795,327.9379,344.22897
14962.106,314.09216,341.3706,327.73138,344.02258
14990.501,313.88998,341.1692,327.5296,343.82346
15018.685,313.6899,340.975,327.33246,343.63147
15046.663,313.49213,340.78802,327.14008,343.44644
15074.432,313.29666,340.60812,326.9524,343.26837
15101.995,313.1036,340.4352,326.7694,343.0972
15129.35,312.91315,340.26926,326.5912,342.93268
15156.5,312.7253,340.11002,326.41766,342.77484
15183.446,312.54025,339.9574,326.24884,342.6235
15210.188,312.35803,339.8115,326.08478,342.4787
15236.721,312.17868,339.67203,325.92535,342.34018
15263.052,312.00232,339.53897,325.77063,342.20798
15289.179,311.82898,339.4122,325.6206,342.08197
15315.1045,311.65875,339.29172,325.47522,341.9621
15340.82,311.49167,339.1773,325.33447,341.84827
15366.334,311.3278,339.06894,325.19836,341.74036
15391.649,311.1672,338.9666,325.0669,341.63837
15416.75,311.00992,338.87012,324.94,341.5421
15441.65,310.85596,338.77942,324.8177,341.45163
15466.349,310.7054,338.69455,324.69998,341.36682
15490.841,310.5583,338.6152,324.58673,341.28754
15515.129,310.41458,338.54147,324.47803,341.21368
