Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
6598.605,315.6041,383.27612,349.44012,385.36646
6722.5215,316.33368,384.39893,350.3663,386.4347
6833.7705,316.9154,385.1296,351.02252,387.11264
6937.1777,317.3897,385.5737,351.4817,387.50626
7035.5117,317.78796,385.8087,351.79834,387.69504
7130.5464,318.1327,385.88965,352.01117,387.7353
7223.2847,318.44046,385.85614,352.14832,387.6667
7314.2466,318.7238,385.73593,352.22986,387.5172
7403.85,318.9902,385.5477,352.26895,387.305
7492.224,319.24573,385.3051,352.27542,387.0432
7579.5527,319.4935,385.01666,352.25507,386.73972
7665.8955,319.7357,384.68884,352.21228,386.40036
7751.237,319.97415,384.32666,352.1504,386.02966
7835.668,320.20932,383.93298,352.07117,385.63
7919.148,320.44183,383.51117,351.9765,385.20422
8001.7563,320.6715,383.06262,351.86707,384.75357
8083.501,320.89822,382.58932,351.74377,384.27966
8164.3267,321.12244,382.09302,351.60773,383.78406
8244.306,321.3436,381.5747,351.45917,383.26752
8323.373,321.56216,381.03543,351.2988,382.73093
8401.597,321.77765,380.475,351.12634,382.17416
8480.004,321.9693,379.876,350.92267,381.57874
8557.428,322.15155,379.25488,350.70322,380.96262
8633.967,322.32446,378.61313,350.4688,380.32684
8709.668,322.4877,377.9517,350.2197,379.67242
8784.5625,322.6411,377.27155,349.95633,379.00012
8858.66,322.78436,376.57364,349.67902,378.3109
8931.975,322.91708,375.85883,349.38794,377.60547
9004.511,323.03897,375.12787,349.08344,376.8847
9076.28,323.14966,374.3818,348.76575,376.1495
9147.293,323.24896,373.62137,348.43518,375.4006
9217.556,323.3366,372.8476,348.0921,374.63892
9287.08,323.41235,372.06125,347.73682,373.86536
9355.875,323.476,371.26324,347.36963,373.08066
9423.951,323.52744,370.4544,346.9909,372.28574
9491.321,323.5665,369.63568,346.60107,371.48135
9557.996,323.59305,368.8079,346.20047,370.66833
9623.986,323.6071,367.9718,345.78943,369.84747
9689.306,323.6084,367.12823,345.36832,369.01947
9753.966,323.59708,366.27792,344.9375,368.18518
9817.979,323.57306,365.4217,344.49738,367.34518
9881.357,323.53635,364.56024,344.04828,366.50034
9944.1,323.48703,363.69424,343.59064,365.6511
10006.22,323.4252,362.82422,343.1247,364.79816
10067.735,323.35083,361.9509,342.65088,363.94208
10128.652,323.264,361.07483,342.16943,363.08344
10188.991,323.16483,360.19662,341.68073,362.22278
10248.761,323.05344,359.31686,341.18515,361.36072
10307.975,322.92987,358.43607,340.68298,360.49768
10366.6455,322.79425,357.5547,340.17447,359.63416
10424.787,322.64676,356.67334,339.66003,358.77066
10482.411,322.48758,355.79242,339.14,357.9076
10539.534,322.31677,354.91238,338.61456,357.04544
10596.165,322.13464,354.03366,338.08417,356.18457
10652.316,321.94125,353.1567,337.54898,355.32538
10708.002,321.73685,352.2818,337.00934,354.46823
10763.235,321.52167,351.4094,336.4655,353.61343
10818.029,321.29584,350.5399,335.91785,352.76147
10872.3955,321.0596,349.6735,335.36655,351.9125
10926.346,320.81326,348.81067,334.81195,351.06693
10979.895,320.55698,347.95157,334.25427,350.22498
11033.051,320.29095,347.09662,333.6938,349.38693
11085.826,320.0155,346.24603,333.13077,348.5531
11138.239,319.7308,345.40002,332.56543,347.72366
11190.29,319.43716,344.55896,331.99805,346.89893
11242.002,319.1348,343.72293,331.42886,346.07907
11293.377,318.82394,342.8923,330.85812,345.2643
11344.432,318.50494,342.0672,330.28607,344.4549
11395.176,318.17798,341.24783,329.7129,343.65088
11445.618,317.8433,340.4344,329.13885,342.85263
11495.769,317.50125,339.62714,328.5642,342.0602
11545.637,317.15207,338.8261,327.98907,341.27377
11595.237,316.79596,338.03156,327.41376,340.4935
11644.574,316.4333,337.24353,326.8384,339.71954
11693.66,316.06424,336.4623,326.26328,338.95212
11742.501,315.6891,335.68802,325.68854,338.19125
11791.105,315.30817,334.92072,325.11444,337.43707
11839.488,314.9217,334.16055,324.54114,336.68976
11887.647,314.53,333.40768,323.96884,335.94946
11935.594,314.1332,332.6622,323.3977,335.21613
11983.339,313.73172,331.92422,322.82797,334.49005
12030.889,313.32568,331.19385,322.25977,333.77127
12078.249,312.9155,330.4712,321.69336,333.05984
12125.424,312.50134,329.75635,321.12885,332.35596
12172.422,312.08353,329.04938,320.56647,331.6596
12219.252,311.66223,328.35034,320.0063,330.97092
12265.914,311.23776,327.65942,319.4486,330.28998
12312.413,310.81036,326.9767,318.89355,329.61688
12358.76,310.3803,326.3022,318.34125,328.95172
12404.955,309.94778,325.63596,317.79187,328.2945
12451.007,309.51306,324.97815,317.2456,327.6454
12496.913,309.07645,324.3288,316.70264,327.00443
12542.684,308.63815,323.688,316.1631,326.37164
12588.318,308.19833,323.05576,315.62704,325.74722
12633.822,307.7574,322.4322,315.0948,325.13107
12679.196,307.31546,321.81735,314.5664,324.52338
12724.445,306.8727,321.21133,314.04202,323.92413
12769.571,306.42947,320.61417,313.52182,323.33347
12814.574,305.986,320.0259,313.00595,322.75143
12859.459,305.54242,319.44666,312.49454,322.17804
