Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
4045.0823,136.01295,311.32376,223.66837,314.44727
4188.555,138.70407,319.66608,229.18507,322.8226
4336.589,141.62106,327.7705,234.69579,330.95572
4487.593,144.71986,335.6781,240.19897,338.87448
4640.425,147.96388,343.41306,245.68848,346.60168
4794.231,151.32913,350.98004,251.15459,354.14526
4948.414,154.79292,358.37827,256.5856,361.5084
5102.533,158.33841,365.59882,261.96863,368.68604
5256.264,161.95331,372.62906,267.2912,375.66818
5409.4014,165.62352,379.4578,272.54065,382.4454
5561.778,169.34036,386.0711,277.70575,389.0049
5713.3,173.09302,392.45746,282.77524,395.3356
5863.879,176.8734,398.60516,287.7393,401.42596
6013.4565,180.67584,404.5038,292.58984,407.26556
6162.0005,184.49213,410.14542,297.3188,412.84616
6309.474,188.31789,415.52255,301.92023,418.16043
6455.863,192.14629,420.6296,306.38794,423.2025
6601.1455,195.97281,425.4616,310.71722,427.9674
6745.2905,199.79424,430.01578,314.905,432.45242
6888.292,203.60515,434.29016,318.94766,436.65588
7030.1304,207.40283,438.28497,322.8439,440.57785
7170.1216,211.13483,442.09818,326.61652,444.31628
7309.1924,214.8572,445.62405,330.24063,447.76553
7447.2354,218.56284,448.87302,333.71793,450.9364
7584.1724,222.24615,451.85312,337.04962,453.83765
7719.9497,225.90256,454.57132,340.23694,456.47653
7854.5283,229.52805,457.03424,343.28113,458.86008
7987.8833,233.11937,459.24814,346.18375,460.99515
8119.9907,236.6735,461.21994,348.94672,462.88873
8250.833,240.18774,462.95667,351.5722,464.54807
8380.3955,243.65974,464.4656,354.06268,465.98096
8508.662,247.0872,465.75452,356.42087,467.19528
8635.619,250.4682,466.8314,358.64978,468.19943
8761.251,253.80064,467.70465,360.75266,469.00183
8885.539,257.08286,468.38266,362.73276,469.6114
9008.471,260.3131,468.87415,364.59363,470.03702
9130.021,263.4898,469.18808,366.33893,470.28766
9250.176,266.6114,469.33313,367.97226,470.37247
9368.915,269.6765,469.31833,369.49744,470.30048
9486.213,272.68365,469.15253,370.9181,470.08087
9602.053,275.6317,468.84467,372.2382,469.72244
9716.412,278.51947,468.40335,373.46143,469.23425
9829.272,281.34634,467.8368,374.59155,468.62454
9940.612,284.1112,467.15372,375.63245,467.90207
10050.406,286.81296,466.36252,376.58774,467.07535
10158.631,289.45062,465.47144,377.46103,466.15256
10265.265,292.02347,464.48837,378.25592,465.14172
10370.29,294.53076,463.42123,378.976,464.0507
10473.686,296.97192,462.27728,379.6246,462.88678
10575.43,299.34644,461.06393,380.2052,461.65726
10675.514,301.6539,459.7881,380.721,460.36905
10773.91,303.894,458.4564,381.1752,459.02872
10870.611,306.06653,457.0753,381.57092,457.64252
10965.604,308.17136,455.65082,381.91107,456.21667
11058.877,310.20856,454.18906,382.1988,454.75668
11150.421,312.17807,452.69525,382.43665,453.26816
11240.231,314.0802,451.17468,382.62744,451.7561
11328.301,315.91513,449.63254,382.77383,450.22522
11414.631,317.6833,448.07318,382.87823,448.68008
11499.217,319.38516,446.5011,382.9431,447.12497
11582.069,321.0212,444.92023,382.9707,445.56366
11663.1875,322.59222,443.33453,382.96338,443.9999
11742.583,324.0988,441.74747,382.92313,442.43683
11820.266,325.54175,440.16217,382.85196,440.87775
11896.247,326.92206,438.58185,382.75195,439.32535
11970.543,328.24063,437.00903,382.62482,437.78217
12043.173,329.49844,435.44635,382.4724,436.2506
12114.154,330.6967,433.89584,382.29626,434.7327
12183.509,331.83643,432.3598,382.0981,433.2304
12251.259,332.91885,430.84006,381.87946,431.74533
12317.4375,333.94537,429.33795,381.64166,430.27896
12382.0625,334.91708,427.85516,381.3861,428.83252
12445.166,335.83536,426.39288,381.11414,427.40723
12506.782,336.70166,424.95218,380.8269,426.00397
12566.936,337.51724,423.534,380.52563,424.6235
12625.663,338.28354,422.13907,380.2113,423.2666
12682.995,339.002,420.76822,379.88513,421.9338
12738.971,339.67407,419.42163,379.54785,420.62534
12793.617,340.30118,418.10004,379.20062,419.3417
12846.976,340.8847,416.8035,378.84412,418.08292
12899.082,341.42615,415.53226,378.4792,416.8494
12949.966,341.9269,414.28656,378.10675,415.64087
12999.672,342.38843,413.06622,377.72733,414.45743
13048.2295,342.81213,411.87134,377.34174,413.29883
13095.677,343.19934,410.70172,376.95053,412.16504
13142.049,343.55157,409.55722,376.55438,411.05573
13187.383,343.87006,408.43762,376.15384,409.97083
13231.713,344.1562,407.3425,375.74933,408.90976
13275.073,344.41122,406.27164,375.34143,407.8723
13317.5,344.63666,405.22482,374.93073,406.8581
13359.023,344.8334,404.2014,374.5174,405.86667
13399.678,345.00296,403.2012,374.10208,404.89764
13439.493,345.14645,402.22372,373.6851,403.95047
13478.505,345.26498,401.26843,373.26672,403.02478
13516.745,345.35983,400.33484,372.84735,402.12024
13554.234,345.43195,399.4226,372.42728,401.23615
13591.009,345.48254,398.53122,372.0069,400.3721
13627.097,345.51254,397.66016,371.58636,399.52762
13662.524,345.52307,396.80878,371.16592,398.70224
13697.314,345.515,395.9769,370.74597,397.8954
