Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
11081.284,252.99046,291.39838,272.19443,293.45068
11198.797,253.64925,290.97845,272.31384,293.05057
11302.829,254.21904,290.334,272.27652,292.42368
11398.034,254.71843,289.53503,272.12674,291.6358
11487.265,255.16104,288.6328,271.8969,290.73962
11572.236,255.55653,287.66412,271.61032,289.77448
11654.163,255.9119,286.65384,271.28287,288.7676
11733.673,256.23184,285.62003,270.92593,287.73892
11811.305,256.51974,284.57437,270.54706,286.70102
11887.351,256.77795,283.52554,270.15173,285.66287
11961.924,257.00818,282.47977,269.74396,284.63074
12035.247,257.21182,281.44098,269.32642,283.60825
12107.333,257.39,280.4129,268.90146,282.59836
12178.334,257.54385,279.39743,268.47064,281.60275
12248.311,257.67435,278.3966,268.03546,280.6228
12317.214,257.78232,277.4123,267.5973,279.6599
12385.167,257.8688,276.44543,267.1571,278.71457
12452.116,257.93488,275.49728,266.71606,277.78775
12518.171,257.98135,274.5683,266.27484,276.87967
12583.35,258.0092,273.65915,265.83417,275.99072
12647.589,258.01935,272.77008,265.3947,275.12112
12714.754,257.97507,271.91577,264.94543,274.28085
12780.751,257.9158,271.07883,264.4973,273.4577
12845.827,257.8418,270.2613,264.05154,272.65332
12910.135,257.75317,269.46426,263.6087,271.86887
12973.767,257.65045,268.68857,263.1695,271.10513
13036.785,257.53412,267.93463,262.73438,270.36252
13099.23,257.40488,267.20285,262.30386,269.6414
13161.134,257.2635,266.49338,261.87842,268.9419
13222.528,257.1107,265.80652,261.45862,268.26425
13283.419,256.9473,265.14227,261.0448,267.6085
13343.832,256.77426,264.50082,260.63754,266.9748
13403.775,256.59235,263.88223,260.2373,266.36313
13463.262,256.40247,263.28653,259.84448,265.7736
13522.301,256.20547,262.7138,259.45966,265.20624
13580.904,256.00214,262.164,259.08307,264.66104
13639.084,255.79337,261.63724,258.7153,264.13803
13696.836,255.57993,261.13333,258.35663,263.63724
13754.176,255.3626,260.6523,258.00745,263.15854
13811.108,255.14215,260.1942,257.66818,262.702
13867.636,254.91934,259.75885,257.3391,262.2676
13923.766,254.69489,259.34625,257.02057,261.85516
13979.459,254.46986,258.9559,256.7129,261.46445
14034.726,254.2448,258.58777,256.4163,261.0954
14089.569,254.0203,258.2418,256.13104,260.74792
14144.007,253.79703,257.9178,255.8574,260.42188
14198.032,253.57547,257.61563,255.59555,260.11713
14251.65,253.35625,257.3351,255.34567,259.8336
14304.8545,253.1399,257.07614,255.10802,259.57108
14357.656,252.9269,256.83844,254.88266,259.3294
14410.045,252.71782,256.62192,254.66986,259.10846
14462.025,252.51306,256.42633,254.4697,258.90802
14513.596,252.31311,256.25143,254.28227,258.72794
14564.752,252.11848,256.09705,254.10776,258.56796
14615.496,251.92947,255.9629,253.9462,258.42798
14665.823,251.74649,255.84888,253.79768,258.3077
14715.734,251.56999,255.75462,253.66231,258.207
14765.221,251.40025,255.67998,253.54012,258.12558
14814.289,251.2376,255.62463,253.43112,258.0633
14862.927,251.08229,255.58838,253.33533,258.01984
14911.143,250.9347,255.57095,253.25282,257.99506
14958.924,250.79503,255.57208,253.18356,257.98865
15006.2705,250.66356,255.59152,253.12753,258.00043
15053.1875,250.54048,255.62904,253.08476,258.0301
15099.658,250.426,255.68431,253.05515,258.07745
15145.693,250.32034,255.7571,253.03873,258.1422
15191.288,250.22359,255.84712,253.03535,258.22415
15236.432,250.136,255.95404,253.04501,258.32297
15281.126,250.05762,256.07767,253.06764,258.43848
15325.376,249.98862,256.2177,253.10316,258.57028
15369.165,249.92908,256.37384,253.15146,258.71823
15412.503,249.87912,256.54572,253.21242,258.88202
15455.382,249.83873,256.7332,253.28595,259.0613
15497.802,249.80809,256.93582,253.37195,259.25592
15539.76,249.78714,257.15344,253.47029,259.4655
15581.253,249.77597,257.38568,253.58083,259.68985
15622.279,249.77458,257.6323,253.70343,259.9286
15662.84,249.783,257.8929,253.83795,260.1815
15702.932,249.80121,258.16733,253.98427,260.4483
15742.555,249.82916,258.45517,254.14217,260.72864
15781.706,249.86688,258.7562,254.31154,261.02225
15820.384,249.91432,259.07007,254.49219,261.3289
15858.591,249.97145,259.39655,254.68399,261.6483
15896.318,250.03816,259.7352,254.88669,261.9801
15933.577,250.11444,260.0859,255.10017,262.324
15970.358,250.20016,260.4482,255.32419,262.67975
16006.664,250.2953,260.82196,255.55862,263.04715
16042.497,250.39977,261.2068,255.80328,263.42575
16077.852,250.51349,261.60242,256.05795,263.81537
16112.731,250.63623,262.00854,256.3224,264.21567
16147.141,250.76804,262.42484,256.59644,264.6264
16181.073,250.90874,262.85114,256.87994,265.04727
16214.532,251.05821,263.287,257.1726,265.47797
16247.521,251.21634,263.73227,257.4743,265.91824
16280.035,251.383,264.18658,257.7848,266.36783
16312.082,251.55806,264.64972,258.10388,266.82642
16343.659,251.74136,265.12134,258.43134,267.29373
16374.771,251.9328,265.60126,258.76703,267.76953
16405.416,252.13225,266.0891,259.1107,268.25354
16435.594,252.33948,266.5847,259.4621,268.74542
