Time (s),T_min (C),T_max (C),T_ave (C),Thermal Input (C)
12578.941,172.7194,192.04213,182.38077,192.57108
12697.454,173.47725,191.85817,182.66771,192.41797
12805.523,174.23883,191.45943,182.84912,192.04904
12906.573,174.99968,190.92744,182.96356,191.53459
13002.751,175.75609,190.32024,183.03816,190.93306
13095.288,176.50475,189.6773,183.09103,190.2885
13185.092,177.24278,189.02493,183.13385,189.63182
13272.573,177.96767,188.3805,183.17407,188.98424
13358.133,178.67723,187.75533,183.21628,188.35925
13441.969,179.36986,187.1569,183.26338,187.76537
13524.121,180.0443,186.59007,183.31718,187.20773
13604.7705,180.6999,186.05807,183.379,186.68898
13683.903,181.33647,185.56297,183.44972,186.21057
13761.646,181.95406,185.10617,183.53012,185.77296
13838.033,182.5531,184.68866,183.62088,185.37625
13913.009,183.13426,184.31087,183.72256,185.02023
13986.686,183.69836,183.97319,183.83578,184.70464
14058.996,184.24632,183.67554,183.96094,184.42897
14130.046,184.77917,183.41809,184.09863,184.1929
14199.845,185.29797,183.2004,184.24918,183.99585
14268.319,185.80367,183.02196,184.41281,183.8372
14339.6045,186.23994,182.94551,184.59273,183.76782
14409.412,186.67247,182.90376,184.78812,183.733
14477.953,187.10056,182.89969,185.00012,183.73552
14545.3545,187.52391,182.93475,185.22934,183.77682
14611.698,187.94267,183.00958,185.47614,183.85753
14677.04,188.35722,183.12411,185.74066,183.97763
14741.418,188.76808,183.27803,186.02306,184.13673
14804.864,189.17595,183.4707,186.32333,184.33429
14867.39,189.5816,183.70149,186.64154,184.56952
14929.022,189.98584,183.96957,186.9777,184.84167
14989.773,190.38942,184.27412,187.33177,185.14987
15049.655,190.79315,184.61426,187.7037,185.49324
15108.683,191.19783,184.98909,188.09346,185.87085
15166.861,191.60417,185.39774,188.50095,186.28186
15224.202,192.01283,185.83919,188.92601,186.72537
15280.718,192.4245,186.31256,189.36853,187.20044
15336.412,192.83974,186.81688,189.82831,187.70615
15391.292,193.25911,187.35118,190.30515,188.24164
15445.375,193.68306,187.9146,190.79883,188.806
15498.66,194.11214,188.50609,191.30911,189.39832
15551.157,194.54672,189.12479,191.83575,190.01773
15602.833,194.98758,189.76912,192.37836,190.66283
15653.699,195.43503,190.43832,192.93668,191.33282
15703.776,195.88919,191.13152,193.51035,192.02696
15753.065,196.35027,191.8478,194.09903,192.74426
15801.581,196.8185,192.58633,194.70242,193.48395
15849.325,197.29396,193.34618,195.32007,194.24515
15896.312,197.77681,194.1265,195.95166,195.02698
15942.547,198.26715,194.92645,196.5968,195.82863
15988.033,198.76506,195.74516,197.25511,196.64926
16032.782,199.27058,196.5818,197.9262,197.48805
16076.795,199.78375,197.43556,198.60965,198.34427
16120.083,200.30458,198.30573,199.30515,199.21707
16162.652,200.83302,199.1914,200.0122,200.10571
16204.51,201.36906,200.09186,200.73047,201.00949
16245.662,201.91263,201.0064,201.4595,201.9276
16286.116,202.46367,201.93428,202.19897,202.8594
16325.875,203.02208,202.87482,202.94846,203.80415
16364.955,203.58774,203.82732,203.70752,204.7612
16403.355,204.16055,204.79108,204.47581,205.72986
16441.084,204.74039,205.76547,205.25293,206.70953
16478.152,205.3271,206.74991,206.03851,207.69952
16514.56,205.92053,207.74371,206.83212,208.69926
16550.324,206.52052,208.74634,207.63342,209.70818
16585.443,207.1269,209.7572,208.44205,210.72565
16619.932,207.7395,210.7757,209.2576,211.75116
16653.791,208.35808,211.80139,210.07974,212.78407
16687.035,208.98254,212.83365,210.9081,213.82394
16719.666,209.61264,213.87201,211.74232,214.87029
16751.686,210.2482,214.91597,212.58209,215.9225
16783.115,210.889,215.96507,213.42703,216.9802
16813.951,211.53485,217.01883,214.27684,218.04288
16844.203,212.18556,218.0768,215.13118,219.11002
16873.88,212.84091,219.13855,215.98973,220.18127
16902.99,213.50072,220.2037,216.8522,221.2562
16931.537,214.16475,221.27182,217.71829,222.33435
16959.533,214.83282,222.34251,218.58768,223.41536
16986.977,215.50468,223.41536,219.46002,224.49884
17013.883,216.18019,224.49011,220.33514,225.5844
17040.252,216.8591,225.56633,221.2127,226.67169
17066.1,217.54123,226.64368,222.09245,227.76036
17091.424,218.22638,227.7219,222.97414,228.85005
17116.238,218.91432,228.8006,223.85745,229.9405
17140.543,219.60492,229.87956,224.74225,231.03139
17164.355,220.29791,230.9584,225.62816,232.12238
17187.672,220.99315,232.03693,226.51505,233.21318
17210.5,221.69044,233.11478,227.40262,234.30354
17232.854,222.38962,234.1918,228.29071,235.39319
17254.732,223.09045,235.26765,229.17905,236.48184
17276.146,223.79279,236.34218,230.06747,237.5693
17297.1,224.49648,237.41507,230.95578,238.65527
17317.604,225.2013,238.48615,231.84372,239.73953
17337.658,225.9071,239.5552,232.73116,240.8219
17357.273,226.61377,240.62204,233.6179,241.90216
17376.455,227.3211,241.6864,234.50375,242.98007
17395.215,228.0289,242.74818,235.38855,244.05545
17413.543,228.7371,243.80722,236.27216,245.12813
17431.46,229.4455,244.86322,237.15436,246.1979
17448.965,230.15393,245.91614,238.03503,247.2646
